area_sqm,method,location,cost
773.670304161572,2,2,547899.59
777.9235563878822,0,0,135206.9
258.23961009035327,0,0,47536.44
327.87597656886106,1,1,106490.65
723.3706869319947,1,2,290352.27
75.45977576596441,0,1,16339.79
973.0702104632002,0,0,183181.55
17.807725167226423,2,2,12214.61
914.6595297491147,0,1,182357.06
187.4782666680386,0,1,45457.01
439.0850836034882,1,0,113822.68
463.474241641802,0,2,129689.02
271.9441971646607,1,0,64866.55
483.9405848988033,1,2,200177.65
786.5669470469842,2,1,430656.43
336.6228006708474,2,2,237951.55
35.28585028179812,1,2,14596.2
611.0596044418428,0,1,138766.03
760.6452223577611,2,2,488919.27
928.7593076011002,2,0,371165.38
663.8783237732624,1,0,181955.52
345.0615676484104,1,0,85726.98
84.29078707111348,2,1,41868.68
238.72418616524965,1,0,49769.3
902.9411913250406,0,2,239336.02
909.1121729888214,1,0,251110.03
628.6583238805314,0,0,104916.19
433.346586469443,2,1,226066.55
925.9529452678458,1,2,392357.23
554.9984852270296,2,0,238866.99
763.3007362755975,0,0,117291.89
666.33899760962,2,1,353705.57
907.0086099932029,1,2,399393.39
363.2808140200398,1,1,120819.89
899.379129721957,1,1,304002.36
24.434367438274133,1,2,9168.77
658.9670440825836,0,0,120215.11
304.5357155940791,2,1,169758.06
432.3403342670374,1,2,178575.16
626.2512747144152,1,0,150378.5
240.71545277020522,1,1,77925.77
93.35199779636139,2,0,39932.45
941.7357571340973,1,2,397469.12
693.8463521613777,1,1,225276.72
586.0584259334581,1,1,182732.2
433.64357472791994,0,2,126853.84
462.33368181698216,2,1,245136.42
779.1638510171766,2,1,431104.26
759.0266535682084,1,0,215127.36
685.3323222333341,1,1,200010.53
80.81346803402145,0,1,18775.13
434.94475285597747,0,1,91642.04
908.8145346102309,1,2,386326.99
815.0960159323972,0,2,246622.1
203.15510351798127,2,2,133511.59
893.3893003003586,0,2,262273.24
370.11017368729244,2,1,205352.86
906.5027166281385,1,2,359965.43
138.4276279750994,1,0,35746.56
537.3873802024675,2,2,352382.14
989.255685191854,0,1,226724.59
658.9430197124944,1,2,262063.62
223.21862777170034,1,1,72312.8
211.78426294136378,0,0,37637.75
380.6112238319575,1,0,90508.68
870.6310027916427,0,2,256886.82
399.87687531168206,2,1,214009.45
771.878532009924,1,1,231229.3
161.85603962713088,2,2,111764.48
811.5214101306414,0,2,234979.63
760.828551958688,2,0,340163.55
520.2577510060132,0,0,92489.62
51.84223637463273,0,2,14538.41
414.90266096318265,0,2,116839.05
955.7707459296572,0,2,275259.59
711.2017384684447,1,1,253624.08
545.1038140328787,2,1,278765.82
866.6038979830962,2,0,370404.67
859.0720265495557,0,0,153877.25
341.06841497348296,2,1,172018.96
297.5901052271866,0,0,56135.34
579.595629438603,1,2,258814.61
42.18322970845453,0,0,7476.31
585.2694535450053,1,1,189285.11
92.43260497289036,0,1,21650.23
696.6181512636637,2,0,276201.13
441.8930942322035,1,2,183116.96
699.5343904559959,2,1,324327.71
927.5438969205059,0,2,292280.61
447.18899444267004,2,2,311450.97
611.0805986140865,2,2,445343.48
201.05699605867514,1,2,84024.09
608.8752426070338,2,2,444829.21
22.539948115943925,0,1,4707.0
853.2505938797576,1,1,270013.1
395.1358425368636,1,2,156694.57
41.24651939286289,1,2,18309.94
897.3416638186188,2,2,607311.49
807.2385852962584,2,2,615950.15
509.99883934071244,0,2,129033.52
959.2699468958232,1,2,405608.04
653.852078062639,0,2,170413.31
689.1798330077017,0,0,128624.31
943.5799273788506,1,0,229698.26
813.9179896459699,2,1,416767.94
883.0879474522906,2,2,590004.39
594.2782475205512,1,2,254050.43
158.9946848129753,1,2,66538.76
761.9546810144773,1,0,197793.53
286.32282350942336,1,1,92171.29
181.2704519529952,0,0,31904.05
766.6722148159156,0,1,151429.24
87.86055729077059,2,2,64311.47
879.2571843694086,0,0,165565.82
516.5035892169487,0,2,151298.72
188.2465368703428,2,1,103229.69
542.7440601985184,2,1,258364.41
403.19260101094306,1,1,129794.25
265.53197083703276,0,0,50566.39
396.8208584031259,2,2,262934.58
13.875176100918644,2,1,7436.48
700.8578055644704,0,2,165634.52
253.0548222898716,0,0,39457.7
278.92337683279015,1,2,127026.44
79.57809162581793,0,2,21850.47
576.1585626308577,0,2,163012.34
659.3352529016595,2,1,335213.28
781.6730566917514,2,0,311755.16
470.53051560260286,2,1,258842.66
890.0507309325285,1,1,271359.58
474.7807666599052,0,2,133563.18
523.5447328486844,1,1,176116.94
41.61006678277323,1,2,17658.03
379.18864074720403,1,0,109129.23
969.6824030505057,2,0,419207.87
179.75360939751766,0,1,39711.17
551.7609117571506,0,0,103627.27
441.21509409625804,2,1,223572.23
499.3003176641174,2,0,220325.38
291.84092489928736,2,2,200956.68
307.5931409463051,1,2,141803.18
765.6337526695918,2,2,525976.55
800.1031114354727,2,2,561621.23
635.7056028363162,0,0,116632.98
506.90115870643996,2,2,363980.81
564.3623516331163,1,0,135269.76
442.1107199114423,2,0,184448.09
773.328320514617,1,0,196738.35
130.1718461123162,2,1,69992.01
176.7213583327002,0,2,53144.47
535.9274907089789,1,1,164588.75
173.13469288979923,1,2,78233.44
804.1345195991976,0,1,196425.37
259.14403029886574,0,1,59128.25
306.4193305383526,1,0,86318.25
733.2601065198202,0,2,192937.45
593.6261429161359,0,1,127899.21
68.03370011752487,2,2,46915.03
721.0791681956784,0,0,111879.03
77.72657483464141,1,2,30790.77
437.8047705715955,0,0,68880.4
930.7774521051855,2,1,489077.0
716.2461368278257,0,0,128330.88
894.5075085129679,0,1,193244.79
47.83779354833606,1,1,15266.16
718.1502731783722,2,0,276736.58
612.9486213429301,2,0,265233.01
832.4875854674802,2,2,513713.29
760.653123604785,0,0,148534.12
844.5924938971995,0,1,171852.07
530.0611867569477,2,0,229346.97
696.475751185837,1,0,175148.79
604.535835084543,2,1,317548.8
938.8487986739357,2,1,474490.1
718.365614663871,0,1,158522.57
948.2781610226806,2,2,657036.61
185.2988055599252,0,0,33110.63
444.02931237476696,1,1,129773.22
273.7149366984061,0,0,50659.64
229.9373911148024,2,1,118724.67
68.58834624187554,1,0,17528.32
277.3545122915995,1,0,68534.6
423.3523793289717,0,0,68376.36
954.0202847200503,0,0,151068.7
770.2465329572891,0,0,136417.47
841.2715587110303,0,1,193518.18
607.7020551812841,2,0,248649.91
382.33931396474827,2,1,176946.78
793.6064877057032,1,2,342318.08
625.7648716108964,2,1,326436.77
348.1740734997585,2,2,236156.8
105.80948010952284,1,1,30492.14
889.6709455824234,2,2,616822.1
124.03930446305799,0,0,22688.72
13.649807762162023,0,2,3881.83
292.95355973359705,2,2,179759.81
215.9191218540827,0,0,37134.72
604.2555258108862,0,1,130507.61
984.644734805421,1,0,234527.31
508.6367513734711,0,2,155910.0
14.3648667443547,0,1,3350.24
801.1082509374146,0,2,229446.42
41.140663850159626,1,1,12511.41
341.57416506812876,1,0,78764.32
169.1981437668425,0,2,47523.53
904.3392457722375,2,2,654482.87
894.1237522763564,0,1,208404.97
799.9354968696922,0,1,158129.31
637.3029854105907,2,0,249468.49
537.265772479235,0,1,122737.65
350.66974073889804,1,2,158455.3
740.7582626523675,1,1,241777.4
816.3237967826478,0,1,184829.43
749.0839740832809,2,0,319111.22
251.67585563920431,0,1,51858.07
996.1247638769272,2,0,415212.0
526.5282843087795,2,2,385507.08
865.0181222458341,0,2,225588.13
468.11380949772513,2,0,200262.3
781.4233735229797,0,0,129728.81
251.91995026362852,0,0,47485.71
236.53351183332978,2,0,100239.0
277.9449237932442,1,2,115848.8
520.1659706598352,0,1,116144.79
667.956226027097,0,0,120574.97
702.169624097272,1,1,249516.8
760.0593506113636,1,1,238894.01
607.3877546085189,1,0,144577.35
396.0257362692762,0,1,88338.97
872.436836179407,2,0,352539.86
826.2656771637172,2,2,554955.83
860.6403435371185,2,2,558654.37
487.6614178625884,0,0,83585.08
379.4070170924914,1,1,121498.56
708.1786879561128,0,2,202043.08
244.88705037478437,0,0,35655.0
241.8684427024782,0,0,43970.41
887.0378764937798,0,0,158699.95
264.0455726379009,0,2,70692.66
23.687818275887444,2,2,15429.75
843.2915600378844,2,1,441363.75
67.86323872994095,2,0,29722.59
750.8052225577323,1,2,289757.53
186.97009414170734,1,2,76992.96
799.1231258314132,1,2,357845.33
275.72573228469594,0,2,76575.02
10.326980174967519,0,1,2161.42
209.23594697063092,0,1,45997.15
481.7414315393656,2,1,234972.91
811.9653816994022,2,2,568676.86
209.21010626081298,1,0,52787.41
934.0847398213234,2,0,397649.88
177.97638104207297,1,2,71246.16
254.0940641294572,1,0,64336.68
759.8469771960179,1,0,191538.77
871.135980532086,2,0,378655.12
769.2962935906965,1,2,325459.57
650.54787207746,2,0,282905.11
871.0011936283622,1,1,283126.85
620.4813879062189,1,1,187078.42
649.0755282815807,0,2,177082.18
145.70705869006758,0,1,32141.06
269.56720777304525,1,1,74209.89
15.246264472637975,2,1,7630.09
38.90022386460783,2,1,20120.28
312.348711000087,2,0,133110.66
100.36086296228385,1,1,31123.78
707.088314197635,0,1,156645.4
675.897304886074,1,2,317967.42
839.0873525011323,2,1,408884.64
396.149644474743,1,0,98353.81
789.4139441047993,1,2,314752.67
787.6435332401483,1,1,270072.69
141.65862967679624,0,1,29650.88
985.8327991923893,1,0,240603.25
448.5646791925374,1,1,141620.41
268.721698568028,1,0,70352.45
896.2461432118636,1,2,386839.21
444.67458288834615,1,2,198648.95
546.6740126047356,1,2,233597.3
196.65674053839248,2,2,134397.53
712.2028837787296,0,0,119176.67
647.7464249402319,0,1,142064.11
53.82264909883639,0,0,10384.35
309.72294845278384,2,2,216471.97
130.5404881177102,0,2,34998.04
574.2682404564307,1,2,230177.59
527.8495791561041,1,1,165832.34
841.2295221244009,1,1,275080.67
266.3099770338339,1,2,112483.85
873.6659728961104,2,1,445445.69
845.5953971748299,1,0,206739.44
619.354972861911,2,1,318315.07
640.7422426002056,2,1,297830.57
192.46947276672924,1,2,85465.75
400.2797931290392,1,0,101559.57
650.1398680504213,2,1,321804.94
685.2678489127694,1,1,206785.63
860.7942188439703,0,0,153867.91
459.5142842881603,1,2,164597.86
583.2567196009927,1,0,134225.76
840.0409595554196,2,0,348860.4
116.38252341201677,1,0,31103.49
45.83638575624761,2,1,24154.61
465.7235710462402,2,0,199536.78
598.4237752837537,0,1,122129.36
230.07590317857725,0,2,65891.09
510.88875474333884,0,2,135993.04
827.0005707807375,2,1,427442.08
129.02345665899657,1,2,53796.91
661.3030801420388,0,2,175158.76
53.008507099505294,1,2,22426.09
475.5424235610099,1,2,198252.39
684.2663525955677,0,0,125087.7
445.2929716609444,0,0,78764.48
376.4041664837616,2,0,134528.16
257.08284412882676,1,2,115586.82
304.56600954162616,0,1,67638.09
212.57254016947823,0,2,60317.31
173.6659825655506,1,2,75012.79
924.6939067764898,0,2,239872.28
883.814059495203,1,1,260858.47
814.312803127228,1,0,229801.24
735.673611941887,1,0,195607.16
172.83133572898927,0,1,39619.44
214.48367641800587,0,1,51188.35
603.0600123740594,1,2,277704.59
469.31787909905916,1,2,188346.11
42.76919300838481,1,1,12282.3
909.5947800098753,0,0,157806.84
110.35553384624572,1,1,38796.86
322.9347536660588,2,0,138463.62
388.96826632934864,0,2,121224.52
870.9376172083068,2,2,592018.27
372.50522359196384,0,2,99759.44
565.1639558514107,0,1,120435.56
391.6627088676539,0,2,110989.84
58.98147381897155,0,1,12267.69
518.5338095167208,0,2,160060.26
831.5509549352386,1,2,378283.17
375.7109944914721,0,1,83284.15
329.9391927311353,1,2,129647.62
483.7939733698119,2,0,212605.96
752.3890975521347,0,1,170108.61
124.8392786357849,1,1,35933.88
643.8215645297082,2,2,426852.13
633.0321836296201,2,2,378251.47
638.7823869160574,1,2,251775.2
155.54925390843468,1,0,41071.49
170.62612918396596,1,0,44090.69
303.6466092927526,2,2,196386.69
182.9380641996483,2,0,83935.67
315.25627211182467,0,0,58629.44
395.84706559620815,2,1,204784.51
144.41053500379107,2,1,78694.89
33.18928652693917,2,0,13697.49
25.678530277720835,0,0,4433.78
284.4383453308405,1,1,91357.32
853.3306584078416,1,0,214339.13
896.6330241375015,0,2,258281.9
909.3640902090445,2,1,425526.63
163.77475962837315,1,2,65305.2
297.9486697252571,1,0,80651.76
896.3647666984467,0,0,155989.83
325.61125074771286,1,2,160740.47
170.03155800963486,2,1,78581.05
690.5839632056258,0,2,200196.83
86.97266801148382,1,1,27303.03
155.72196049379957,2,1,84084.57
340.5835757469212,0,0,59054.12
587.0599465440274,2,0,258336.67
684.300963982068,2,1,344597.52
574.2809361722117,1,2,246375.11
403.50040551557254,2,0,158961.64
688.3821430734981,2,1,372511.11
119.2397148432886,1,2,50321.07
469.7726071315273,2,0,199446.75
347.13627959222373,1,0,77569.92
514.7737266516151,2,2,323676.89
59.87570178753527,2,1,32014.91
960.7883244574065,1,1,310127.21
78.7835393808087,1,0,21009.58
168.40448839691646,2,1,98665.23
101.30894434978596,1,2,43808.74
135.6788496182503,2,1,71275.04
234.36270475226215,0,0,40321.77
943.7505341852537,1,0,241167.86
772.5427797687411,0,0,124612.53
336.36306881107015,1,2,138769.18
191.17540940077888,2,0,83597.14
527.3836052421243,1,2,203512.09
822.7216600503147,0,1,183963.83
975.755568154106,2,2,642244.23
702.5033679211533,2,0,253172.77
128.53864807604236,2,0,52150.4
226.0931549094388,2,1,129429.92
950.00984604515,1,2,396158.94
619.169922433329,2,1,327733.99
102.66442644253662,1,2,45993.02
171.7892882123375,0,1,37953.57
162.5672893466769,0,0,29542.02
144.72292336597263,0,0,24198.25
326.21232609153856,0,1,77979.64
936.5519951486748,1,0,259117.01
794.3877560656086,0,0,134729.06
722.9802912593508,2,0,294956.73
636.6261937613954,2,1,349769.33
53.6342773689654,2,2,36536.59
98.12608497833577,0,2,26577.21
866.6490365745595,2,1,442114.35
288.432480050543,0,2,82295.03
919.0406048280786,1,0,213151.3
932.4179484422717,2,1,488697.78
54.932161968657134,1,2,20996.83
371.7898967006643,0,2,120685.5
457.13494167776554,2,2,282358.53
860.4982628492801,1,2,380512.55
527.430315130812,0,1,114158.88
560.9264145705878,1,2,236993.74
632.9121678289042,2,2,418120.89
758.2416443546997,2,0,332215.7
283.3257574829172,2,1,143817.86
228.43797470878778,2,1,112479.48
919.5226124613727,2,0,379122.2
471.395228107862,2,0,192776.96
93.94870207406849,2,0,36069.83
973.8618368276765,2,2,602214.22
987.621642469686,0,2,263009.46
707.1619661717963,2,2,479399.24
970.4184033044877,1,1,304160.96
627.8418180929061,1,2,269421.67
831.0192339925665,0,0,145585.74
984.661663973643,1,2,386495.41
996.0509660049735,0,2,260421.46
845.3059222495973,1,1,256938.76
452.1326220719788,2,1,216626.99
738.0576577605168,2,2,546799.25
311.3892996559907,1,1,99366.24
164.37661703077,0,2,50239.57
518.2936424692894,1,1,169572.78
515.898860505497,0,1,119911.68
945.7076230897812,0,1,197129.9
153.60428787224984,1,1,51380.86
316.1897948425135,0,2,92322.94
206.9392414331659,2,0,89781.2
304.4575273417926,1,2,131304.69
394.0482521482747,2,1,203662.33
686.4694017900754,1,2,288494.47
339.74454578858166,2,1,179141.53
987.8708121498198,0,2,297774.3
902.5091289983474,2,0,384358.94
584.7758461643339,1,0,153746.01
629.6755704638888,0,0,108735.74
312.9707402039339,2,2,212448.72
275.06973497610556,1,0,63973.29
58.268151932855375,2,0,23678.59
336.2443541296763,1,2,129207.67
589.9496040521138,0,1,123258.48
775.8248418820555,2,2,500879.81
754.6475180364425,0,1,175352.49
231.92144697664423,1,1,77970.26
383.86344241828925,0,1,75165.83
911.8885580423389,0,2,255795.52
392.1692719864244,0,0,72179.55
254.2512561694247,1,1,87526.03
573.7164581607087,0,1,126140.34
736.321398525618,0,2,198108.07
672.9728630275757,0,0,128629.34
505.7486530331422,0,0,95268.04
284.7043702643849,1,1,89981.28
943.7865988490178,2,0,419379.48
123.26981018486656,1,0,34965.94
694.530884191458,0,2,187122.24
387.0709573898092,2,2,249104.76
601.0643729569941,2,0,226477.62
995.1606568873567,1,0,253280.11
673.074381395921,1,2,270526.77
493.3993517885608,2,2,299989.45
961.3852317529461,2,2,627926.31
764.1022828445648,1,2,305519.44
174.83893346802262,0,2,45169.66
506.82753104503996,1,1,160753.79
951.873028588834,2,0,376217.01
858.3153417364298,0,1,196476.56
693.897165835385,2,1,362688.51
151.0577068864732,1,2,59716.18
752.9923223756225,0,2,215598.32
863.5291659416307,2,1,487004.66
750.8694056422903,0,0,127836.18
483.44376922840513,1,0,137816.78
785.9979805220464,1,0,233658.06
638.3802567297355,1,2,261348.86
576.2217307736425,0,0,95693.81
711.8835178126209,2,2,458281.52
522.4779878412326,2,0,223782.54
407.40645610062364,1,0,106779.47
593.1804100284795,0,0,105998.54
233.83708172193883,2,2,155315.43
816.0981018336279,2,2,530128.11
13.964959093345003,1,2,5877.54
10.911934547841716,0,2,3105.84
16.477179861433314,2,2,11187.55
472.1469193071963,0,0,84438.6
298.0379742428222,0,0,48413.47
729.416834447561,0,2,209561.73
956.0412443210572,0,0,162093.96
669.0558036238665,0,2,183887.86
385.9717336576164,0,2,113742.87
244.63859910003347,2,2,170419.06
266.9075700240876,0,2,76572.21
811.3205851053114,1,0,208108.63
379.27404509591975,1,2,165379.92
703.1264316175151,0,1,169100.41
380.7397035647942,1,0,99946.61
915.6660276147588,1,0,233900.84
422.7879792145087,1,0,111757.29
197.32292724469156,1,1,70612.69
668.800489595632,0,1,141762.54
180.68131730213767,1,1,54020.15
929.9855954773575,0,0,160307.31
636.6149304951181,1,1,196188.22
803.8094192938476,1,2,351649.32
245.89975539078003,2,2,182822.5
135.1117545067013,1,0,34963.99
830.5892481818765,0,0,142241.64
243.0263764247683,2,0,99593.43
835.4968591996312,0,2,232253.46
622.3213219645297,2,2,433659.53
797.109684047406,1,2,374338.19
569.6763897838488,2,2,356240.11
527.5672755157696,1,0,125834.77
211.93048272700784,0,2,61180.09
236.30033803261483,0,1,55993.63
615.6432649341317,2,1,323980.61
570.9959431731594,0,1,129271.12
928.0357670322123,1,2,384584.62
510.65728817850174,1,0,129930.39
413.54425303807017,1,0,102292.45
313.25970766302476,1,0,81733.04
725.6557438605311,2,0,294147.08
11.01662239019866,1,0,2703.97
465.8942763381556,1,2,213362.24
659.2077233399094,2,0,271562.66
258.73458389685527,1,0,68803.61
554.8052408777083,1,0,147701.62
134.42696205628664,2,0,54653.98
730.3480191980415,0,0,131286.11
769.8051131342731,1,0,191771.41
310.0987702193874,1,2,130984.23
989.3289345722575,0,0,171584.66
904.3253191210018,1,0,250678.58
564.0541848931816,1,1,195823.39
592.783198633182,2,1,316176.23
874.005313166488,0,1,206987.75
252.66682903243756,0,1,53373.52
893.0837704295666,1,1,305764.38
214.50504726198878,2,2,140397.96
67.4109744495261,1,0,16963.74
151.75997597610936,1,2,65458.6
329.82876407337807,0,2,91531.25
357.3498850270415,2,0,141716.92
31.739467770213384,2,2,20384.69
256.5212466139393,1,0,71578.98
698.8901182165462,2,2,467802.17
653.0984623144313,0,2,194178.02
262.877754493202,1,1,87570.68
71.42992021119551,0,2,21907.19
252.8688095278484,2,2,139832.24
918.6645943460445,0,0,169754.22
63.73867050403666,1,0,15252.71
388.84846033979,0,0,68667.32
156.60658353944365,2,1,83529.55
645.3610609128679,1,2,273216.47
219.94542827274935,0,1,47466.57
250.0014046185217,2,2,168202.43
38.84360162437276,1,1,12492.86
104.8314206760118,1,2,45196.64
590.9130468167091,0,2,172690.75
959.9012571330924,0,0,160895.48
218.56658092238104,2,2,163128.44
670.0936761686262,2,1,353754.5
63.11725801518831,0,0,11670.98
100.5207751577865,2,1,51212.72
754.7417784098353,2,0,326473.9
79.71090509574633,0,1,15967.3
738.2364696918962,2,1,379065.61
402.80099974388526,1,2,165070.68
393.6925361867269,1,2,149155.22
107.68393270132084,1,1,36412.3
433.46410035168,2,2,282553.27
337.25612240802565,2,1,169281.05
768.7249825870193,0,0,120390.06
235.19785699923636,1,1,71410.83
139.7088659429429,1,0,33125.78
310.96380916007183,0,2,90655.82
548.3089861618894,2,0,224432.16
960.9717556246892,1,1,305553.12
427.9375211238166,0,2,130318.86
759.2488898276647,2,0,315149.56
459.8870528508498,0,1,104053.03
690.2214019288654,1,0,175341.32
604.1358455297677,1,0,129986.3
721.4543512471644,2,2,480550.97
651.4932657135384,2,0,250626.39
498.6663494864104,0,0,80769.82
817.9040997947035,2,2,587329.33
329.7933562728892,1,0,82592.72
46.97358635306139,1,2,19817.51
954.8188427277772,2,0,399291.49
996.5599776793688,1,1,306278.61
126.66049343208635,1,0,32530.43
149.51017077688778,0,2,43423.46
584.2924007994302,1,1,190881.52
857.1556127898031,1,2,370022.9
562.1291860806326,0,1,121173.36
52.38408591734141,0,0,8719.9
372.9609434415051,2,1,183168.65
284.06606560310126,2,0,117710.56
758.4271401506967,1,0,195864.53
685.8638014716364,2,0,262150.66
570.9280084883952,1,2,227526.23
983.561880719209,1,2,433427.79
802.0002377483609,0,1,190357.47
190.96934095116217,2,1,90792.61
635.2080081331976,2,2,468362.52
78.0817031517312,1,2,31637.79
322.5320562010307,1,1,98003.29
220.33198294175313,2,0,87947.33
436.5340412060055,1,2,169218.56
689.1967391402742,2,2,456749.58
629.4383037275961,1,0,162616.59
256.09336031800115,2,0,100363.54
133.53230082116892,1,1,41949.47
447.1695283622096,1,2,178058.6
749.2868637807389,2,0,315213.13
401.8377833847071,2,1,218841.66
988.4919446352804,0,0,193545.34
682.9874580052767,2,2,457088.93
760.6489975032175,1,2,334360.42
321.5834261361117,1,0,92366.25
783.3889725601932,1,2,307169.66
589.1870170722098,1,2,220205.63
871.7598337768873,2,1,480043.98
698.502220513016,1,0,173840.92
662.0614791782244,1,1,222710.17
163.3153934500127,0,1,37924.81
478.16949444499,1,2,183864.17
950.3697349274441,2,2,578419.45
623.0983044993543,2,2,408630.95
846.1123723361304,2,0,345331.7
914.1581824840055,0,1,214211.17
850.7840967828299,0,0,160367.58
446.3123332071781,0,2,129612.2
635.6957122191411,0,2,183629.11
236.68021204898076,2,1,127611.95
205.05763203772443,1,1,55609.05
841.3869796967803,2,2,553506.85
685.7578415626788,0,0,119821.08
991.284192150188,0,1,212309.57
929.7222903072384,0,2,270586.89
476.3081111839039,0,0,83127.2
721.2877319010906,0,1,145401.21
194.89488189903432,1,0,47783.6
966.5409537017194,1,0,245928.71
287.8129701528709,0,1,66258.39
540.4732403046505,1,0,138140.42
726.8186175056122,1,1,251818.82
526.8798558550218,0,1,115004.98
135.5174477754994,0,1,28717.54
110.43022433604325,2,1,57767.59
507.9035254917879,1,1,158891.09
719.4501851724071,2,1,373147.49
312.2203896797847,2,1,168961.71
503.19033507496727,2,2,360241.61
966.5065853388846,2,0,450040.0
27.813726714703783,0,1,6086.89
478.40051513502556,0,2,143365.34
16.206158774180093,0,1,3969.0
325.8010678072166,1,2,142422.66
492.31222878680177,2,2,333165.48
404.9642563442402,0,0,70753.94
910.1084840218989,1,0,232126.96
222.91828049014265,2,0,86815.54
497.7502692341041,1,1,155973.53
723.3738386144271,2,0,313158.54
766.1812637798272,1,1,218671.94
200.55100525944187,1,1,59732.15
323.8397164396792,1,2,141676.19
592.3132023634662,1,2,235845.62
922.0149690147521,0,2,258869.21
521.368508434558,1,1,157537.54
850.748913460982,1,1,274571.42
200.1480786928758,2,2,138043.65
96.26312143454118,1,0,25110.37
468.58882806264137,0,2,134840.93
248.21598442426466,2,1,117244.74
171.82121031521658,1,0,44051.13
930.8896299794221,0,2,287002.67
720.6075804353009,1,2,319265.68
192.03455303287615,1,0,46721.45
160.72724072327577,0,1,32279.45
946.7216529713644,1,1,278216.31
682.5751870108372,1,2,275167.13
663.771039238821,0,2,174009.97
844.364626704809,2,1,429548.38
305.9372541074644,1,1,90847.54
835.6461700712002,0,1,180523.94
245.8268860610503,1,2,110748.89
795.6761700435202,0,2,235852.67
538.2598778231229,2,1,269930.63
599.493967798639,1,0,172001.81
256.3995437912947,2,1,123654.7
219.8200426840269,2,0,87430.18
891.6182972468972,2,2,610961.87
994.7374293045445,1,2,406639.34
62.481830060323354,2,0,25760.09
234.78104199086377,0,1,54377.84
412.3280090522028,1,0,101176.45
593.4171956416446,1,2,251924.62
509.0978920266791,0,0,85911.43
160.3683177904118,1,1,52929.28
550.4875609641019,2,1,297178.51
124.93669177136252,0,1,27249.05
316.08701402148284,0,1,68663.79
356.80067759205957,1,2,137953.59
233.46452937055244,1,0,61634.24
909.3103171971147,1,1,250423.09
320.95334327115415,0,2,93765.35
63.56546455437934,0,1,12882.21
978.0303985399876,2,0,392809.84
73.8441859283634,1,1,24624.7
326.1036549128629,2,2,204054.36
241.51450151833478,1,0,63343.53
787.1255964812298,0,1,169604.08
