volume_cuft,grade,location,season,cost
292.41094952072814,0,1,2,1451467.38
492.34833884810155,1,0,2,2445773.81
252.02423577839363,2,0,3,1629808.1
355.57723127072256,1,2,3,3581040.18
421.98109008588693,0,2,0,2942982.94
37.1176139872818,0,2,2,252146.7
192.06781661704517,1,0,1,1053587.24
39.2778200080665,2,1,1,308781.09
481.7334758958459,2,0,2,2505725.18
301.72722954193114,2,1,3,2751688.92
337.6600235584529,1,0,0,1729728.0
212.29641123144702,1,2,0,1664739.4
498.60395136352486,1,1,1,3557120.93
174.48960933434788,0,1,2,836561.87
213.9967467213148,0,1,1,1292331.12
223.5142390378799,1,2,1,1857494.45
85.92210314506508,1,0,1,471638.26
387.68116441281245,0,1,1,2413678.26
458.0243331388783,1,2,2,3328608.08
486.93851971600753,2,1,3,3763780.06
398.1562075476939,1,0,0,1938390.02
413.2664210047313,0,2,0,2734590.63
262.428582824094,0,1,1,1539966.27
99.81775420540106,2,0,2,526320.45
195.40280037657274,2,0,1,1065123.18
451.2409299733673,0,2,3,3997873.19
256.0933799842296,0,1,3,1485817.47
416.65060667703807,1,0,2,1763155.51
44.3718706453919,1,2,0,356151.97
316.20128769030094,1,2,3,2991559.3
483.77214687850216,1,2,0,3771181.5
489.98608361103277,1,2,0,4282268.06
378.6478472938095,0,2,2,2328391.84
35.257418982285344,1,2,3,333172.76
499.5902880461608,1,0,1,2703922.19
32.820531924967355,1,2,3,318636.9
316.09532947503317,0,0,3,1610739.97
130.00663425521734,0,2,3,1032004.63
61.410480985146414,2,1,3,571402.41
113.3385182374812,2,2,0,979632.47
98.17454060560418,1,2,3,967355.5
315.0924428082682,0,1,0,1998391.23
51.68540698511967,0,1,1,316834.99
348.11331244958365,1,1,2,2112180.01
419.8773465945191,0,2,2,2827922.0
118.39022835964542,2,2,1,1075753.0
89.747427032776,1,2,2,692772.23
231.6013591166238,0,0,0,1042848.78
102.25941124958582,1,1,0,576160.86
175.75250075416858,1,0,3,1021554.31
482.15868944534753,2,0,0,2876436.28
256.98967782461114,0,1,0,1294547.13
365.37723719553344,0,1,1,2366232.16
340.2710852323358,2,2,2,3052887.64
448.07333910193796,0,1,1,2596465.3
134.4862871746116,1,2,3,1420849.36
374.8698114435367,2,1,0,2524977.71
82.36600182810513,0,2,3,654365.62
397.01411526673667,1,2,2,2664034.78
344.1913673505938,1,1,3,2440792.18
84.57140110342642,2,0,1,530276.42
471.8730221803509,2,1,1,3899211.67
290.47179414944435,1,0,3,1689947.82
399.43789665203224,0,0,1,1945137.62
315.5289905054225,2,2,1,3192697.09
149.02211347729911,0,0,0,615740.3
424.75852323332344,1,2,0,3349282.65
149.84685336344083,1,1,1,949962.93
160.05859248642798,0,1,1,905795.58
463.6930808343551,1,0,2,1963834.07
453.86438172317173,1,0,1,2496469.94
18.61464270179514,0,1,0,108859.81
479.29185260146573,0,0,1,2442024.47
161.1608338626947,2,1,0,1108153.79
451.24751008380036,2,1,1,3298902.37
135.3008560465004,0,0,0,656146.96
313.6331299099572,2,0,0,1885978.12
326.38920150590167,1,1,2,1959097.31
384.9214845693022,1,2,2,2740235.99
369.84458033095916,0,1,0,1915676.35
132.80309766502825,2,1,0,1034410.63
92.16667380799558,2,0,0,598959.33
37.745386882818536,0,1,0,201214.22
175.931208102231,2,2,3,1910465.93
476.1890548187444,2,1,1,3799023.88
315.42827886747415,1,2,1,2674358.46
293.69169120482,1,2,0,2415828.11
132.37927559359633,1,0,0,637227.03
298.6785410959636,2,0,0,1699214.77
104.53425171195252,0,1,0,530182.47
232.72938447016406,2,0,1,1477355.6
438.99083074199984,0,2,2,3000750.98
417.8806446711285,2,0,0,2227646.61
454.9502413890277,0,1,2,2338109.96
377.7059074541073,2,2,3,3758774.06
168.09843892430774,1,2,2,1263172.87
89.51848882081967,2,1,3,802139.6
103.82364344686242,2,2,0,1032728.83
222.65941844123975,0,1,2,1152367.15
391.79039750477125,1,2,0,3025273.79
363.14709233522814,1,2,3,3462945.39
35.69137443099328,1,1,0,189740.38
213.70833631286206,0,1,2,1135961.48
419.76260157926055,2,2,3,4937906.08
220.22270080720665,2,2,1,2363101.71
411.2526935929479,1,2,0,3462295.55
457.4345668866711,1,1,1,3035029.32
251.02940348706753,2,1,1,2214236.79
409.0263344309666,1,1,1,2748521.7
372.4529058517974,0,0,1,1626265.92
383.4656044561856,1,0,2,1648662.83
294.86207893125834,0,2,0,2228737.52
336.2526460246455,1,0,2,1426952.58
319.98629548668987,2,2,2,2823797.0
14.832140716400865,1,2,0,124254.31
14.057839269693485,2,0,0,81915.36
177.69205028718795,2,1,3,1491473.29
487.5715702743681,2,0,2,2372034.16
398.4868518930101,1,0,3,2057525.14
256.22906853785037,2,1,2,1845501.48
101.02119579529705,0,0,1,495173.0
129.9326229041227,0,2,3,1143850.8
197.71933979832798,1,2,1,1553418.43
64.49879465343164,0,2,2,453175.83
209.38485250941116,2,2,1,1997724.87
452.7373994549891,0,2,3,3778797.63
402.81845195329083,0,1,1,2429863.05
205.75867042443787,0,2,2,1433966.09
44.30383477324479,1,0,1,244508.13
327.3367880538335,0,0,1,1653280.96
90.01872782363913,1,1,2,491919.69
402.1713369901531,2,1,1,2835996.75
5.760825382128952,0,1,1,36058.55
158.7860105772512,0,1,0,839217.22
269.6403965755008,2,2,3,2767303.6
308.51270907961526,1,1,3,2401445.49
499.80549680936576,1,2,3,4829484.91
347.1858962800442,1,0,0,1687176.0
304.8194284229096,0,1,2,1250590.71
7.4085111886242485,1,2,0,60924.1
401.3026776181117,0,2,3,3237540.55
9.502188278766015,2,1,3,82801.48
343.7895635426811,2,0,3,2175097.65
86.71354775239989,0,0,0,400139.63
201.08847085896207,1,2,0,1569360.68
152.40762794980424,0,0,1,688901.88
42.91057248208568,2,0,2,214405.49
433.7518666356923,0,0,1,1932450.39
22.5374253111904,1,2,0,168539.67
450.75478188439206,1,0,2,1861110.22
496.31530043791685,0,2,3,4022065.91
262.1279480773613,0,0,3,1318931.72
387.55460711877976,2,1,0,2757748.17
323.24770962760647,0,2,3,2762652.4
403.23075693672354,0,0,3,1580255.2
13.692884175677133,2,1,1,101837.63
164.13118225412157,1,2,1,1459767.58
42.793947845924805,2,1,2,259181.53
216.0295476250545,0,0,1,1043059.32
134.61555363152448,0,0,3,655770.6
395.0104454278655,1,0,2,1865054.98
220.5538165292356,0,2,2,1463078.03
214.8418494884137,1,0,1,1137882.91
454.44037957329505,1,1,3,3248546.94
17.569943691196762,1,1,0,105345.75
491.3700100788947,0,1,3,3045549.05
391.59772088995237,2,2,0,3633693.55
493.67914671734906,2,0,2,2566722.37
50.32890260287744,1,2,3,488393.63
39.89725042533209,2,0,2,209769.53
73.1168509626322,2,0,1,389494.93
40.7031330223169,2,0,3,282519.67
445.63785436232183,1,0,3,2430095.73
344.2148584677724,2,1,3,2994297.37
116.68615110961198,2,1,3,976696.83
116.57624214146242,2,2,2,989616.31
393.0502791832098,2,1,3,3117912.5
158.38698366942526,1,0,2,775497.26
402.0033923066486,1,1,3,2984564.01
497.2695501196796,2,0,2,2735766.17
91.70121405069769,0,1,1,594013.26
180.5056644056249,0,2,3,1486569.99
297.97831393066673,0,1,3,1817364.42
498.6909758179195,2,0,3,3326533.74
338.6326723939147,0,0,2,1352141.7
393.2084655776614,2,1,2,2770925.42
179.03454040407368,2,1,3,1432480.63
433.9328827593148,0,1,0,2262832.82
454.81626597372554,1,2,1,4145895.83
263.5119141154183,2,2,1,2698826.31
396.03617605552546,1,1,3,2606557.21
9.370412795610585,0,1,3,58368.94
387.34954624019457,2,1,3,3298407.43
98.13354884360066,2,0,2,522927.6
322.6682106973973,1,1,0,2141358.96
191.50634618495465,1,0,1,1104955.18
311.14872378367943,2,1,2,2110434.99
214.90768072683002,0,1,0,1267851.36
19.301252156567443,2,2,3,205599.85
244.13228628745907,2,0,1,1649752.38
323.2722228901479,1,1,3,2208125.18
157.24259870514464,0,0,3,818001.44
495.65264394300107,0,2,0,3599048.15
418.17423873896576,1,2,1,3610732.3
232.7110426176143,0,2,2,1545622.5
140.18377023024803,1,1,0,840189.74
354.4539949162874,1,2,3,3209546.75
246.52757387141742,2,2,2,2063947.3
403.5928826514548,2,1,0,2804546.62
301.7371105294623,0,0,3,1625853.26
70.23045693758473,1,0,2,337331.88
356.85234162991605,0,1,1,2042159.49
385.06838415873693,1,1,2,2247322.57
150.87727087349785,1,1,1,1129054.83
344.0930577773205,0,1,1,2170322.42
271.6612533768109,0,2,0,2054777.3
278.27934914839676,2,1,1,2157711.86
166.80667577094184,0,1,0,814457.24
437.96249483058625,1,1,1,2978164.97
303.53382774705204,1,1,1,2267846.07
331.20776943532616,0,1,3,2111053.72
361.7945810516529,1,2,3,3327842.34
186.19806182944706,2,1,1,1422592.44
353.1222300873107,1,2,3,3030197.09
333.15231899344485,1,0,0,1732060.27
480.691126839379,0,1,1,2948376.96
352.00746346014404,0,2,0,2552825.61
198.452015277725,0,1,2,1010726.64
175.82014473220318,1,1,2,1024828.29
293.70875519285573,0,2,1,2458236.23
246.57172326301514,0,1,0,1421574.61
346.37612980612863,0,1,2,1701206.72
172.21681235048186,0,1,1,978380.97
89.59150520808011,2,2,1,920725.83
379.7725095868734,1,1,2,2323131.23
43.032994043299325,2,1,3,358412.6
123.05191470398555,1,1,0,851063.67
469.68217765513094,2,2,0,4575492.26
346.37629823692953,1,0,1,1956614.16
80.05298611185339,0,1,3,559066.93
60.68442737150499,2,1,0,431406.99
355.65984696539545,2,0,2,2036080.46
312.92038832759533,1,1,1,2208851.34
26.617719605520488,1,2,2,207086.99
418.99791302651255,2,2,0,4029097.54
265.42524941438666,1,1,1,1702263.22
151.6083839528975,0,1,0,799249.29
167.5554084551025,1,0,0,831953.46
382.7026615349098,0,0,0,1564199.78
229.02418757363344,1,1,1,1620017.26
125.79736605128424,1,0,1,707055.93
198.93206493797535,1,1,3,1263909.04
304.2423975339287,2,0,1,1889337.09
70.64506096382794,2,0,1,382374.32
176.37745193337872,0,0,2,760395.08
126.31960088792351,2,2,2,1045790.81
235.57613592613964,1,0,3,1380815.65
296.4837266443736,1,0,0,1474809.28
449.68775054372173,0,1,2,2302610.3
393.0698346083874,2,2,0,3715755.22
221.4151054913865,2,2,0,1960529.83
369.2283563668819,2,1,2,2383141.23
13.329456222449652,1,2,0,110111.65
108.46496484706324,2,0,3,780267.4
163.42246605292894,1,2,2,1232346.79
421.4087290653343,2,2,1,4693593.46
206.20018981363296,2,1,2,1304084.46
491.2363635215797,2,2,2,4022066.68
198.09784499391782,2,0,0,1150597.41
483.270133399927,0,1,0,2672857.39
426.30785059477853,2,0,1,2958766.65
272.7659464299218,2,1,1,2025397.44
205.88507794780963,0,0,2,784547.8
223.25192072964848,1,2,1,1857810.18
181.2717606334703,1,2,2,1269985.78
496.5608051694832,0,2,1,4146039.41
246.78021070561218,0,1,2,1222763.82
231.68722451183513,1,1,2,1167757.13
459.5903298304529,0,1,2,2238602.54
53.643736651586586,0,1,0,298856.23
290.68460441086506,1,1,3,2422947.97
185.07992193086073,2,1,1,1433609.19
408.443109104614,0,0,3,2032366.03
290.89702431326396,0,2,0,2265487.95
216.8593303160276,1,0,3,1289482.55
221.7842844683214,0,1,0,1143361.92
345.1617121159139,1,1,2,1794958.11
94.01747315204183,2,1,0,703859.39
199.60703282397733,1,0,3,1107332.03
116.57102056928056,2,1,2,679476.06
431.7388364231221,0,2,2,2924121.81
306.75286215412586,1,1,0,1741026.17
458.5008826222497,1,0,1,2624798.47
319.24531419924074,0,1,2,1506778.32
405.1037668704708,0,0,2,1543451.32
256.36140277014573,2,2,1,2590300.38
496.86055604870427,1,1,0,3251981.69
30.307738311668555,0,1,0,160297.39
181.6493697755512,1,2,1,1659429.63
89.11646944327607,0,0,1,420530.92
206.36826293442297,1,2,0,1633482.07
48.22427534887155,0,0,3,258707.97
499.43585617404614,0,0,0,2021802.97
148.39544206020076,0,1,2,684431.76
373.5765893414552,1,0,3,2203568.38
451.23756030228907,2,1,3,3560438.52
329.731220858838,2,1,0,2554634.65
498.2651615124614,0,2,0,3646485.89
319.00031033801156,2,0,0,1814091.38
247.9347300322603,1,1,0,1742548.2
38.50306907600451,2,1,0,275300.89
434.23169970293435,1,1,1,3196973.42
181.1438855850844,0,1,2,946016.16
443.33014115686893,2,1,1,3559247.63
74.70192348803374,0,2,0,486581.02
275.531123270322,1,1,0,1612254.01
207.1239474831299,0,2,3,1598630.43
266.581382235287,0,1,3,1769553.09
74.71635545579068,0,0,2,276783.69
485.33639649964977,1,2,0,3787206.82
79.56686166858738,0,2,2,506619.91
396.822850827131,0,2,0,2916426.51
170.50633748220432,1,1,3,1201407.59
255.66650250487643,0,0,1,1247061.72
282.6217658935799,2,2,1,2621703.42
306.1807985641014,0,1,2,1453060.98
216.93679769222996,1,2,1,1766852.96
290.0723503583768,2,0,1,1785707.11
385.9794854062798,2,1,0,2569008.0
494.1900806584274,0,1,2,2664098.15
5.272656870333544,1,0,3,26481.62
430.0898082578384,2,1,1,3570267.25
454.8115360689561,1,1,3,3243281.31
441.4031885866929,2,0,0,2539284.37
25.528281082613027,0,1,1,180213.8
62.18759562644737,1,1,0,358308.77
337.5566646590153,0,1,3,1976580.29
12.37328572831865,2,0,3,80911.62
219.85547218302472,0,0,0,948623.05
304.8647601669413,0,0,2,1254732.8
209.9801768570383,0,1,1,1293937.48
292.05180651973774,1,0,0,1421788.52
138.88993561952262,2,0,1,787646.4
283.5603132945054,2,0,0,1530360.82
142.81575087809466,0,1,0,764934.67
216.87854310263617,2,0,3,1407672.78
377.5158349129268,0,1,0,2358600.06
102.68710299494356,0,2,2,686550.03
336.75722596785613,2,1,2,2348634.96
281.91613833536286,0,0,1,1329008.9
313.2713770582445,1,0,1,1469241.09
56.048866359950395,2,1,2,329528.55
80.74825357540358,2,1,1,656507.32
64.49405321109471,1,0,1,353454.02
118.77508367351079,2,2,0,1135013.53
377.8101772110101,1,1,2,2153119.53
201.31083313233097,0,0,1,983157.87
219.18338028161688,1,0,2,877147.32
10.721260619440248,1,1,2,61973.84
498.481625179885,2,0,1,2975293.53
332.4420163224279,0,0,1,1614306.76
473.55425806241567,2,2,0,4449935.51
41.23459792629341,1,1,0,258620.17
47.54068393178757,2,0,2,247829.49
98.7455510669013,1,1,2,594686.12
314.63877945691496,1,0,2,1535623.25
50.835762194172275,0,2,0,373972.09
299.9716349894723,2,1,3,2429661.56
475.5282531481552,1,0,0,2334118.17
382.2935919391417,0,2,3,2965597.06
91.83659755611124,2,0,1,594209.07
349.11660573847564,2,1,0,2554822.35
317.3483615651894,0,1,3,2003131.69
7.454961826378472,0,1,3,49056.11
266.735283084145,2,1,2,1590413.14
38.18094083633034,2,1,2,261318.23
63.852838127803196,0,0,1,313450.39
75.93736926731194,1,1,2,428161.65
62.49495366097161,1,2,1,590067.14
248.70865941462858,0,2,1,1951492.71
311.7648514828798,1,2,2,2102146.19
339.4897204338316,0,2,3,2863667.74
152.47485756008854,0,2,2,962012.19
97.05773002346218,0,0,3,468297.5
422.4621283446704,2,1,3,3678216.19
333.95957083897076,1,0,0,1577362.22
241.27493399708277,0,0,1,1171166.12
66.16529774258711,1,1,0,419892.75
476.0416217291131,0,0,0,2109519.97
131.31700638150414,2,1,3,1053994.86
153.56278164381052,2,0,0,945152.62
171.03685690941282,0,0,0,671262.43
175.01333759805897,0,1,1,980019.34
361.7294638255323,0,1,3,2148762.35
114.84958359708071,2,0,3,721415.46
443.9102153496657,1,1,1,2748047.76
322.8011450652216,0,1,0,1868836.91
345.74034862855194,2,2,1,3522303.53
281.6201450517612,2,2,1,2850705.55
388.3746820047069,2,0,1,2379374.87
231.6727616986318,2,1,0,1559141.81
243.9421467422798,2,1,1,2190920.25
290.04167500022294,0,0,3,1390999.09
55.29401237890349,2,0,3,422390.87
15.159091666008875,2,2,0,141796.81
198.07298040791036,0,1,1,1252109.77
246.782722989068,0,2,1,1938386.6
293.3609719532423,1,0,1,1560056.85
218.87184208975958,1,2,2,1502465.92
206.15186836391575,2,0,0,1095192.14
426.2006336816763,2,0,1,2681830.09
7.031292397887529,2,1,0,48748.25
173.55932056585763,1,1,3,1246662.35
220.58357726783035,2,0,1,1359055.59
480.61101350030805,2,0,0,2610353.82
82.24116351890478,0,0,3,420775.26
126.1913907036112,2,1,0,990581.04
203.57411834545408,1,2,1,1789448.6
339.3671529786398,2,1,0,2477936.59
146.31252808699793,2,0,2,828791.88
462.4148582025167,0,2,1,3890445.55
240.9933871963244,1,0,2,1112218.09
96.53308079888573,0,1,1,562111.37
449.9021374479122,2,2,2,3741096.67
321.42674351070093,1,2,2,2416128.62
416.9947507752765,0,1,1,2370635.36
430.14784691988575,1,0,3,2550542.6
444.86515075831454,1,1,2,2501727.37
437.1868463751513,0,1,0,2577188.98
28.80730431292582,2,0,0,157172.25
72.46801423805782,0,0,0,313226.44
57.60319297317132,1,2,2,417116.26
41.86246271697149,0,1,1,282737.95
378.2449803906317,0,1,0,1946255.91
246.48334201626665,1,1,0,1490778.57
329.65800174380735,0,0,0,1634327.0
264.05500829616875,1,2,2,2011620.63
283.3982603822087,0,0,2,1254170.66
408.01813025198396,0,2,2,2705669.19
27.811277027925623,2,2,0,258683.55
132.63876779178855,2,2,2,1197521.0
484.30840450224,2,2,2,4159291.13
431.93941534152964,0,2,2,2915927.17
377.5508954222958,2,2,0,4026887.63
10.690050192242108,0,2,3,86638.12
152.72525803285157,1,2,3,1232115.5
235.8975354340301,0,2,2,1531251.26
466.114477997555,0,2,1,3362729.5
83.27644765029156,1,2,0,623035.69
358.54907466669977,1,1,0,2507391.63
21.135242767316758,0,2,1,158398.04
220.4094111320699,0,0,2,870732.33
365.29064875811156,1,0,1,1897415.11
146.77383016764645,1,1,2,775083.77
451.3944731357247,1,1,0,3051991.91
304.5781972186387,1,0,3,1924290.37
51.01471726073929,1,0,3,307894.23
456.2066872747499,2,2,0,3606653.04
237.2542218407703,2,1,0,1738181.1
173.11892426484744,1,0,3,944962.33
129.36431931780805,1,0,0,694088.11
497.51486889912286,0,1,2,2449018.87
313.8099928399068,0,2,2,2149604.86
11.749814111439177,0,1,3,78726.83
186.22174198244883,2,1,2,1110910.77
358.2114083745471,0,0,3,1925732.56
270.1354722819801,0,1,3,1581282.34
408.0375811677136,1,1,1,2729411.43
9.300639503712219,2,1,0,75018.4
