area_sqft,coats,location,quality,cost
7294.972390202998,1,0,0,104718.63
1707.043217693735,2,2,1,104697.25
3917.2203675265373,3,1,1,285570.55
1262.0560850921256,2,2,0,54943.39
1813.938150372419,1,0,2,57305.53
2901.3917304145843,3,0,0,131371.39
3763.4794325688945,1,1,2,152245.09
2638.976872923759,3,1,1,220200.92
5202.785221672239,2,2,1,312201.12
3037.749722990191,1,1,1,76879.73
2716.25004470217,3,0,0,117414.49
1036.9147729550998,3,0,0,49334.59
358.9320729684936,2,0,1,14260.52
6492.325959140884,3,2,0,458002.76
4874.264560138065,3,1,1,346044.42
6492.185566706138,3,2,1,577374.43
867.5263983060082,1,1,2,35773.09
6957.246751371888,3,0,1,437466.17
8038.790434517884,2,0,0,240289.12
4503.6389625172405,1,0,2,130631.3
9692.240951616564,1,1,0,162736.71
5903.736008636775,1,1,2,258496.43
5092.901278630405,3,0,1,266260.53
8786.71574237632,2,2,1,597241.68
5879.436201116822,2,1,2,471474.03
7731.988193741476,3,1,0,435702.03
8541.521062307764,2,1,2,676793.71
9675.06875655387,1,2,2,437772.08
454.9892253060002,1,1,2,15966.98
6227.756568262503,2,2,1,405216.27
413.4104538309242,1,1,0,7132.23
2494.9267068636013,1,2,0,58921.49
6249.923094946807,3,1,2,738502.24
1052.9849796644949,1,0,2,32851.32
628.3100969550421,3,2,2,104664.02
2377.234438491654,1,2,0,59112.56
5756.118252081277,1,0,1,124832.17
2912.0180703042797,1,0,2,93789.67
5711.472960486088,3,1,2,670132.19
378.7211936891598,2,1,2,30686.69
3305.1925214028984,3,1,0,171649.73
6239.099719551068,2,2,2,599284.49
3752.9026854802373,2,0,2,211274.16
6311.063603743102,3,0,2,568750.89
2731.0436309574534,1,0,1,56181.06
1811.8455031859141,1,0,2,61621.35
6889.1457596648115,1,0,2,224878.34
6490.073796845127,2,2,0,287398.48
2288.0181334230297,3,1,1,170111.31
8958.456921909965,3,1,1,735256.93
942.4958508259655,3,0,2,89917.51
4824.448843644464,1,1,0,88954.07
237.49966039071631,1,1,1,5912.47
9686.374937981827,1,1,2,376164.63
9358.242368822102,3,0,1,530158.36
1297.183996710014,2,0,2,84063.91
7941.294180365967,1,2,1,280867.39
3581.0998917867933,1,2,0,76717.48
6900.08760921326,2,1,2,538455.39
3375.736336655833,2,1,1,180339.45
6722.69699237633,1,2,2,393982.06
1737.2732014606188,1,2,2,87230.13
4701.951692466405,1,1,1,126217.02
8583.006899848779,3,0,0,332440.76
9610.082200984498,2,1,2,754533.73
4498.119493010026,1,1,0,90626.29
9751.708186095137,3,2,2,1497606.69
1682.188609016191,2,2,1,109623.16
3721.2893029688107,2,1,1,183225.36
648.0291412625113,2,2,2,66068.2
1937.5740233229274,3,1,2,240903.48
8311.504429412022,2,2,2,871910.29
6211.130818656915,2,0,0,173003.0
1060.4060751974423,1,0,1,20505.4
4130.166183561714,2,0,2,266544.57
592.158642334788,2,1,2,44153.96
7762.616010677304,2,1,2,552448.4
4882.116234724307,1,0,0,63078.78
986.8414366817506,1,1,1,28058.62
5260.563596786613,3,0,1,297199.16
592.9652002902195,2,2,0,29594.19
393.42430898318736,2,2,2,39659.69
7471.132501646323,2,0,0,219482.6
898.8838749944935,1,2,0,20470.85
2101.306221089746,3,1,1,165356.86
7476.243121154235,2,1,1,378101.18
7108.874988359599,1,0,2,223657.01
4716.273515784113,2,2,1,302931.31
8351.765405748787,2,2,0,384630.84
9694.689961841219,2,1,2,714443.1
6818.5472429922875,3,1,0,344588.7
5171.066652606642,3,0,2,533868.74
3764.988274451629,2,0,0,100504.14
4840.291163636559,1,2,1,165089.59
8071.384399277123,1,2,0,187676.81
1018.4955799431442,2,2,1,76810.41
900.8467982761797,1,2,2,49733.29
6597.684560257746,2,1,0,240359.66
5657.876535034998,2,2,2,557438.95
9739.895161817578,1,2,0,235386.67
3711.1341035871696,2,1,0,126219.7
1636.5953494558612,3,2,2,260064.05
4383.942064254789,3,0,0,182492.7
4418.339493294358,3,0,2,442738.41
9894.968794117001,3,1,0,528751.65
7857.887489589283,3,2,2,1041059.31
3862.233770937935,3,0,2,348470.49
225.53205378835383,1,2,2,11221.37
5491.893688431164,2,2,1,399269.79
7890.773944636041,2,2,2,797209.55
6265.5173283536915,2,0,1,270558.47
6913.31658770607,2,2,2,697707.79
906.124067975566,2,2,2,104483.85
9689.431172217657,3,1,1,730608.83
1547.1753345036336,1,0,0,21629.83
9066.241381616048,1,0,1,182779.84
7738.816251941828,1,0,1,157710.66
2337.7719961501743,1,2,1,81292.0
7629.840950381859,1,1,1,209528.7
6557.709219021946,3,2,0,467674.78
5627.619816021804,2,2,1,406844.25
7087.032232882568,1,1,2,286629.57
3778.9028672143927,2,2,0,169307.48
4694.277311504886,2,2,2,467416.27
1420.4177742880404,2,2,0,65433.67
8833.115250873136,3,1,2,1090947.79
1733.3794864029167,2,2,1,115617.77
5486.470946910885,1,2,1,190656.42
642.3833577919039,1,0,1,13487.99
5780.966815454163,2,2,0,297198.63
7331.564520881996,3,0,2,677205.77
1411.162738766561,3,1,1,118906.36
7816.365770081333,1,1,0,128868.19
266.7675955798662,3,1,0,13914.96
8330.247851339129,1,2,0,192465.52
7110.160773085789,3,0,1,427826.89
1145.6452564512126,3,1,1,92188.3
7786.437678936568,1,1,1,209865.38
4395.6918008914045,3,0,0,192923.87
931.5694334757173,1,0,2,29149.93
5051.652316709548,1,1,1,136053.71
1360.1398317181138,3,1,1,102633.62
3875.5395029085325,3,1,2,465068.65
4038.0335150207707,2,0,2,250356.51
3448.284763108778,1,1,1,85449.1
7438.550337134302,1,2,0,191456.88
2623.9923230769414,1,1,2,84867.33
5373.413739922377,1,0,1,110276.35
4845.469121893543,2,0,2,304040.11
9894.082035853738,3,1,2,1090212.93
7020.196493499212,1,2,1,242538.19
2445.148786490188,3,0,2,231499.49
7607.138119282582,3,0,2,681225.67
1462.8734014225506,3,1,0,68095.83
779.5175948742509,2,0,0,24027.65
6963.810154312917,2,1,0,254819.29
8562.354188852254,3,1,0,464689.36
962.9057113412321,3,0,0,39271.16
754.8796008959491,3,0,2,73679.97
9616.367006178278,2,0,1,393976.65
3842.1461363146527,3,1,1,315874.84
2391.831158182998,2,2,1,170182.98
4938.162893510268,2,2,0,223856.4
2516.8913267653506,1,1,1,65141.54
8774.278578005631,2,0,2,545875.63
9424.717162760822,2,0,1,385366.9
2755.1186272901664,1,0,2,82381.63
3727.686502777404,1,1,2,156484.56
7218.094104016324,1,2,1,226199.4
224.4554001420368,2,2,1,13525.6
6171.908024108586,3,1,0,335898.22
6481.563887221339,2,2,2,658568.37
3835.1511194621376,1,2,1,119197.62
7046.508734881984,3,1,2,754599.6
6566.333606766582,2,0,0,204613.42
775.1417572506883,2,0,0,22904.2
3575.6198629674363,1,1,2,137879.08
821.2433656838518,3,2,0,59970.94
6056.005682692587,2,1,2,518436.86
1682.6152655145252,2,2,0,78997.57
3304.8037651868694,1,0,1,72697.63
7635.245938263761,2,0,2,543011.45
6947.84355587772,3,1,1,472036.37
8928.506163775099,1,1,2,376116.61
6816.619086410478,2,1,0,272698.24
1726.1756059137724,2,2,0,77061.73
4540.445405463822,3,1,1,334984.77
8906.759998735351,1,0,2,272260.22
3704.4403097993268,1,1,2,142110.29
2787.2366779138383,2,0,2,184739.29
5708.817801826288,2,1,1,308562.05
6622.383309389527,1,1,2,262587.87
2641.86761886522,1,0,1,58048.82
1851.2253885559464,2,1,1,92761.22
9505.891605378874,2,2,0,489005.67
8046.31208111802,3,0,1,449789.94
9902.753361932364,3,0,0,433329.66
7618.501288275413,3,0,1,511171.69
2064.453997840391,1,2,1,59105.65
7849.120449265635,3,2,2,1235646.91
474.10555681852986,2,1,0,17119.59
2534.162874969256,2,1,2,212712.69
3570.1306217455412,3,0,1,225592.01
4727.26069852291,1,0,1,96439.25
2741.913842417915,2,1,0,101930.97
3806.564338893643,3,0,0,164821.33
4095.3630312466016,3,1,2,473197.3
8816.51174527809,2,0,1,405572.84
5899.317308920068,3,1,2,778537.58
1325.6420094927264,2,1,2,107235.01
653.8585127536686,1,0,0,9930.14
5266.633901088283,2,2,2,547997.55
2748.098864594515,1,2,2,148534.02
4347.2779081638,3,2,1,431668.87
8708.194770791119,1,2,2,421300.16
5323.197416392493,3,0,0,241111.81
4974.967735716925,3,0,0,216217.92
1964.5474970641249,1,0,0,27821.31
8653.455555026663,1,0,2,316737.64
4466.300650770098,1,1,0,75434.62
1103.6529579815597,1,1,1,27755.32
8902.946739663486,1,0,1,191659.45
3017.9465219038243,3,2,0,208573.71
9764.996900123799,1,0,1,191906.64
763.4416773532743,2,0,2,54557.44
519.4857795952149,2,2,2,52967.36
3556.3693478333835,3,1,0,211021.11
5834.234836163248,1,1,0,97318.38
4706.162495920592,3,0,1,301467.78
4576.238667129641,3,1,2,596009.27
4410.708448516612,3,1,0,230539.28
4211.776676943291,1,2,1,144427.48
3238.308223892381,1,0,2,107452.6
8269.64918545623,3,0,2,731592.86
4787.390764589642,1,2,1,157059.1
3346.715680737552,3,1,0,168503.06
754.102165046514,2,0,1,30904.69
2257.795167789685,3,1,2,258799.7
8381.011275824922,1,1,1,212294.15
8546.594072463786,2,0,1,341881.88
3242.179324930604,3,2,1,326952.57
1479.3575960227226,3,0,0,68996.26
5622.49764311002,1,1,2,239620.09
3477.1995759360957,1,1,1,92527.01
3948.1702418756017,2,0,0,98439.04
3696.524618140403,1,0,0,53020.38
1548.3874937099597,1,0,0,23897.84
1788.7222056262356,3,1,2,207274.4
4943.511851162072,3,2,0,367947.73
1361.0669601816835,3,1,2,174897.92
7876.196335630936,3,1,1,614221.64
948.0027314736914,1,1,1,25507.55
3820.1188430435045,3,1,2,463622.84
5053.1169882071645,3,2,0,376326.87
2875.782758684357,2,1,1,178094.53
3375.5250545794047,3,0,1,218650.35
3391.5505068086027,1,0,0,47540.82
5764.886019043365,2,1,0,199638.78
1463.1748057652408,3,0,2,146470.6
5693.746135408753,2,2,1,416009.09
9274.061998708743,1,2,0,220605.35
1094.0425785694156,2,1,0,39932.57
8170.233891006458,3,1,2,934494.03
8070.160244719804,1,2,1,284207.2
1936.74209623154,1,0,0,27550.89
314.5919800642546,1,1,0,5488.04
2476.5979965105785,3,0,1,162654.17
9590.007926416916,2,2,1,635353.28
4888.801001454352,2,0,1,201585.59
3755.6593456944925,1,1,2,156339.47
528.9045061215857,1,2,2,28105.72
6812.720153720016,1,0,2,200685.04
4796.661258847849,2,2,2,490319.3
2470.160721726919,3,2,2,388199.59
4144.288019173295,3,0,0,169466.68
2056.064348017624,1,2,1,77929.7
9744.919309271867,2,1,2,754388.89
7900.592492213137,1,1,1,202044.87
4391.249459195763,3,2,2,667583.25
8976.126239903013,1,0,1,170518.45
6030.959241029943,2,2,0,279663.09
370.9645532793048,2,2,2,36236.93
6994.989240032025,2,2,2,650988.87
1471.2348799310241,3,1,0,77731.03
950.4059704069947,3,2,0,62948.3
1766.0449883041044,3,0,2,179888.62
7817.422015326279,2,0,2,524326.56
7579.497758682644,1,1,2,303935.12
4737.382776532427,1,2,1,143836.64
1071.562406863624,2,2,0,45677.76
3995.078249678165,1,2,2,224719.25
2515.5825592789033,3,2,1,227571.97
1859.9926324560354,2,1,2,158811.78
6448.537927905033,1,0,1,140793.86
8505.278849990722,3,0,1,611648.16
3400.667671030647,3,2,2,561492.65
315.11423385212464,1,1,2,11997.23
2788.106428310319,1,2,2,146981.13
5337.139586827364,2,2,2,595814.93
6009.768751770834,2,2,0,258619.26
2509.1952866392157,3,0,2,255734.78
4148.831599524463,3,0,0,192479.42
3210.859416116751,2,1,2,257558.79
5419.24312782277,3,0,0,239330.68
6733.8540593953685,2,1,1,357495.85
5600.428143075458,1,0,0,87462.38
692.9345917373448,1,1,1,17732.28
8989.041394043477,2,1,2,744071.3
9061.222619249947,1,1,2,372783.55
6191.383746583462,3,2,0,438626.39
6987.986543981725,1,0,2,232835.1
6065.317247067596,2,2,1,399602.11
4339.363441715301,3,0,2,423107.31
5464.423297174489,3,1,2,721787.59
9662.199276077006,1,0,1,202885.69
7350.333698746362,2,2,1,556556.23
2124.111875374876,1,2,2,111255.53
5488.750783555285,2,1,2,414992.26
364.12692139158867,2,2,0,15981.96
2582.9862420741,1,1,0,42357.97
8753.802873316998,3,0,0,376635.58
4394.470639322231,2,2,1,301619.01
1129.5157391057485,3,1,1,99667.95
1865.2184358121854,3,2,2,306989.21
693.857040949011,3,2,0,48363.87
1105.2083209022508,2,2,2,112620.57
5804.633829284629,2,1,0,193298.86
907.6647221405051,1,1,2,36481.17
9705.228509478586,2,0,2,646455.68
8701.995715923686,3,0,1,541584.62
1950.4486058797931,3,1,0,104814.82
6668.684466364804,3,1,0,309135.71
2569.9609726816543,2,1,1,131810.21
6744.6743305683585,2,0,2,468395.79
3943.754268486464,3,2,2,586585.06
2143.7365376993266,1,1,2,93335.61
1949.3613015659369,2,0,1,86509.13
3013.323774001477,3,0,1,177316.99
4291.394145300714,3,0,1,280406.5
7177.977187282093,3,1,0,364809.69
4787.403294045989,3,1,2,577096.01
3945.713438954844,1,0,0,54210.19
1945.8821012199019,3,0,0,89544.92
385.14912958740535,1,1,1,9263.64
2548.3731360304373,2,1,2,189176.32
1711.6657146031107,2,0,1,77165.64
1494.5945728600793,2,1,1,71022.61
342.5036636134198,1,0,2,11081.0
7654.364800902397,3,2,2,1253593.1
3858.7605395217247,1,2,0,85632.7
8997.65096951143,2,0,0,258978.08
8225.847248505226,1,0,0,122346.18
3230.0166516639047,3,0,0,134991.7
3887.8111841010946,1,0,1,78201.88
3686.496652486452,2,0,0,114805.3
6469.986675372223,3,1,1,502906.38
3283.7096192097492,2,1,1,178182.06
6766.653033518379,2,1,1,368414.32
2299.5429677867537,1,0,0,32221.38
9308.734701091546,3,2,1,1017107.49
4037.594581746799,1,2,1,120347.27
2506.2013084443306,3,2,0,175027.97
9552.114810786987,2,1,1,503427.71
2062.3104404348137,2,0,1,90874.92
7984.31576958674,1,1,1,205443.43
9858.951688510602,2,0,0,313972.48
4747.425790057071,2,0,0,135429.24
5038.986284964142,3,2,1,499104.7
6517.511683343807,3,2,2,970938.72
1562.7390626845515,3,2,1,153969.72
1833.78703303918,2,0,2,107821.08
4563.826740724767,3,0,1,268251.61
9026.607057977153,2,1,1,470063.24
7596.1985491976075,2,2,2,863098.3
5680.125083232689,2,1,1,285567.99
448.11509221475524,2,0,0,13104.61
1708.0363534502235,1,1,1,41491.43
1732.3523129191447,2,1,0,62970.43
9611.146078175707,3,1,1,782525.84
2551.5133330002536,1,1,1,68333.71
2282.7052005731784,3,0,2,223949.41
7698.972266631508,3,1,1,590090.51
2531.9874423950914,1,2,1,88935.57
4395.3406719233635,1,2,1,149372.3
3682.3560100206832,1,2,0,85777.75
9923.178612015177,3,2,1,1033040.46
7648.920144817183,3,2,0,517669.66
9851.707179072251,1,1,1,270298.05
5350.164455509329,1,0,0,78139.56
4760.565329723981,3,1,2,516118.01
6893.775386214921,2,0,2,455263.72
9725.308997355402,3,2,2,1448236.56
3810.5926714367024,2,0,1,151598.01
2038.3973876709615,1,0,0,29207.56
2427.402483263414,2,1,1,125973.71
9128.805882525581,1,2,1,320104.05
5224.206950241685,2,2,2,566510.89
8271.453976439287,3,2,2,1310263.8
5057.10526990588,1,0,2,167241.49
4455.9554695349725,2,1,2,369904.6
7168.237925385051,2,0,1,289502.93
8073.612444206011,2,0,1,320513.56
6094.463019471341,1,2,0,143910.85
412.10545530717314,1,0,1,7826.1
428.354319000954,1,1,2,17931.43
1036.1480450179133,3,2,2,151579.96
7332.791161416635,2,2,1,512602.11
6754.79042047956,2,0,2,453650.48
449.4490128025308,2,2,2,49058.2
7434.70721556252,1,0,2,270839.9
7299.065228093418,1,0,1,136932.86
6560.507529137608,2,0,2,416397.28
7013.216749067699,1,1,1,185827.06
5655.187944417681,3,1,1,453869.32
7209.452866308621,1,1,0,129196.59
8980.769034567467,3,2,0,700258.14
1118.1315895009568,1,1,2,51611.13
4884.308397612098,2,0,0,141430.31
9670.83082086888,2,1,0,333192.85
7762.948820882256,3,0,0,355281.81
9534.017102376249,3,1,1,785460.49
9168.40238225432,1,2,1,291538.74
2885.478058275524,2,2,0,134377.98
8239.705797117535,1,1,2,345930.92
9756.887850215711,2,2,0,470204.71
4981.629069157826,3,1,1,381832.33
9340.63531726683,1,1,0,170217.04
384.8616573096093,3,1,1,31106.73
4294.947507342263,3,1,1,369570.97
9824.713797408232,2,0,0,263559.0
9492.761645125773,1,0,1,200061.79
928.0142626444886,1,1,2,35209.95
3528.8821621731972,1,0,1,77302.37
3612.377505750079,2,1,2,295493.32
568.459907323507,3,1,0,31170.36
6014.502771198288,1,0,0,89178.58
3943.2472850687273,1,2,0,86911.63
4529.614913351148,2,1,1,209473.49
1545.4712388859184,1,1,0,30095.48
8592.212191683824,2,0,2,546557.57
5654.213498901255,2,2,1,426115.78
9344.975402701575,3,0,1,665998.06
9106.148320316699,3,0,1,615785.72
7747.277128193364,1,1,2,325545.79
4221.010593430982,2,0,0,128523.5
2912.5067752131513,1,0,1,67241.18
8592.08107874894,3,0,2,789465.34
4096.059239069118,2,0,2,259936.7
2121.666230456017,3,2,0,143698.05
2719.0699911387455,3,2,1,258039.19
4939.3044764668275,1,1,2,219604.08
8705.84087400385,1,0,2,263827.22
6118.4211184328315,1,0,2,201092.29
2942.8081893210474,3,2,2,425025.13
1862.7707525478993,1,2,1,56509.45
9511.789009209908,3,0,2,833163.66
7313.422573565792,1,0,0,103912.73
4289.4510822239745,3,0,1,269946.11
4012.0044432386408,2,1,1,194770.68
2928.5457297555354,1,0,2,95366.9
6745.79520494596,1,0,1,133105.81
6120.510904364997,2,0,1,255242.39
1503.4526248239465,3,1,1,111188.63
7319.048000009527,1,0,1,154685.32
3501.0070062494115,3,0,1,212155.05
992.072222397722,1,1,0,17515.44
3862.308199062189,1,2,1,133190.54
709.7790389170655,1,1,0,12629.7
2400.3010123742088,3,0,0,100193.95
9104.73408914167,3,0,2,932173.03
6386.049715010316,3,0,2,625775.79
747.9094914793701,3,2,2,113783.29
4102.044852405052,1,2,1,136595.62
5379.016169505484,2,2,1,360117.54
8297.14952186965,1,1,1,198689.43
2661.238876875607,3,2,1,268690.48
8835.748807472912,2,1,1,458580.4
7011.086066399376,1,1,2,273444.59
9729.0856044997,1,0,0,114317.48
7999.636397896818,3,0,2,795468.14
1616.5170328000506,3,2,0,114317.28
3962.9632552795842,3,0,2,394239.28
9946.7223680955,1,1,0,175285.66
6063.010037901311,1,1,2,239175.09
6151.2251292911005,1,2,2,317931.9
6347.495268251474,1,1,1,142460.92
5089.150385372926,3,2,1,522507.77
345.60043683787933,3,2,2,53060.1
984.1264819844725,2,1,2,87478.88
6029.181670156334,1,2,0,130676.91
6430.013067015842,2,2,1,419370.32
4695.065248044535,1,2,0,110952.41
4800.758143398987,1,0,2,160459.26
7613.726686595963,1,1,1,195179.97
3907.2494918776106,1,1,1,107095.43
5935.776276974211,2,2,1,398170.95
6951.736573491817,3,1,0,359439.09
593.7735485337298,2,2,0,29891.75
5601.174966087736,3,1,2,614408.61
1772.2899988037932,3,1,1,137669.98
9163.830779957843,2,1,0,340585.99
1042.7525793534192,3,2,2,163884.78
2112.417707333121,3,0,2,204254.02
2944.900683894625,2,2,0,122049.09
913.4155652816851,1,2,0,22160.14
3494.996223169594,3,0,1,246702.52
1664.0283105268823,2,0,0,47390.27
2134.0238240230447,2,1,2,164271.76
5025.123992212681,1,2,2,263642.35
5310.372292562746,3,1,1,414678.54
9503.808753709787,3,1,2,1105409.81
1022.325949440189,1,2,0,21115.76
5419.157297607282,2,0,2,388451.35
863.6441710940774,2,1,1,47464.61
1704.8304317309821,3,0,1,112827.53
8679.949056011952,3,1,0,474936.37
3643.613992608026,1,1,2,158755.02
7830.908201174782,2,1,0,250662.84
3031.554964363706,2,1,2,258294.15
7922.281849974169,3,1,1,627180.17
2384.527918062293,2,0,2,155057.46
6296.613544089022,1,1,2,253264.46
6913.664955047469,3,1,0,405808.18
4769.493838350265,3,0,1,299799.84
4608.915222907222,2,1,2,380639.86
6526.608069484104,2,1,1,334273.35
7177.463168687123,2,2,0,329355.42
4626.344413004,2,0,0,137215.64
4848.5660310129215,2,0,0,144978.63
2502.3734920858915,2,2,1,161540.59
5727.076387721775,3,0,2,551773.32
5471.622810639839,1,0,2,186085.53
8827.518617791846,3,2,2,1531672.17
5088.26355953056,1,0,1,110903.46
1422.4059614330524,2,2,1,102448.26
7493.595289128407,2,1,0,267896.23
748.598839789506,2,2,2,79487.58
686.8868562388008,3,0,0,27170.21
7527.796297377605,2,2,1,428045.73
8917.456211800914,1,1,2,341592.9
4167.251600901705,2,2,2,389808.38
5488.5729672872485,1,1,1,144135.67
9252.18747275101,3,0,0,441645.63
9644.397442999234,2,1,2,791331.79
158.7806328098489,2,2,2,14833.37
7282.501558973944,1,0,2,231632.73
6483.327795611525,3,2,0,500066.05
2995.768282556352,3,1,0,167706.1
5799.225820596159,1,2,1,192279.2
8938.40725921897,1,2,1,302715.75
1917.6621037062675,1,0,1,39092.38
6204.202060016558,3,0,0,277898.59
2906.338326478189,3,2,0,204226.25
6127.664266215833,3,0,0,262805.41
6115.558822809583,3,1,1,436483.45
1404.2970036876793,2,1,0,40823.71
364.12837854767236,3,0,0,16334.29
3220.946474650601,3,0,2,333389.22
934.8645335599525,2,1,1,47152.92
3259.779076492442,3,2,2,510158.27
1519.907958387547,1,1,1,36846.52
5680.445079597652,3,2,1,515558.36
186.40419476787974,2,2,1,12055.56
8299.794168010714,3,1,1,647540.22
3090.1417610199187,1,2,0,76883.23
6476.525189694446,2,1,2,553087.53
2016.1750174505362,2,0,2,134135.43
3667.68943954582,2,1,0,117330.94
3685.3872099244063,1,2,0,88727.12
7446.867300773483,3,0,0,359240.3
6042.398323934769,3,1,1,479821.7
6473.580350208844,1,1,1,171498.7
5260.555401338707,2,1,2,425314.62
1978.074171439691,1,1,0,41686.92
3069.4090535339865,2,2,1,200584.19
3129.996667439568,1,0,2,105742.68
8567.491953288352,2,1,2,690198.03
9237.018196994624,3,0,1,610061.66
2853.3642969644748,2,1,2,217044.94
3968.3744922221,3,0,0,177893.26
9519.828071397187,1,1,2,376424.56
911.8273398903164,3,2,0,62006.93
2449.7213915619886,1,2,2,119939.1
400.62089820320614,1,0,0,6079.27
836.2571200401903,2,1,2,68195.42
7024.0033426808195,1,0,1,164161.32
8579.834718453183,1,0,2,271862.03
3768.2789690329805,3,1,2,454131.29
9648.956442090297,1,1,1,256892.03
1958.0898186194236,2,1,1,107435.3
647.760374292078,2,0,2,41052.67
1700.6053871376437,2,1,1,79709.97
7170.538335600404,3,1,0,351899.29
5377.809366376761,1,1,1,139771.81
5704.57619484349,2,2,2,567214.1
3028.7908143237296,3,2,2,469024.34
2526.3166149265426,1,0,2,86099.12
5168.53912514594,1,1,1,143914.74
553.4542234501004,1,1,2,19475.86
1925.944952509476,1,2,1,66083.73
1526.682858836433,3,1,1,139289.7
8128.011376902927,3,0,0,333021.56
5741.607654247594,3,1,2,605418.34
488.28379036239596,1,1,0,8420.94
5221.238992485586,1,1,0,93642.22
2800.2844035346066,2,2,0,130400.57
2035.738287384034,2,2,0,92859.06
5509.689977183436,3,2,1,553512.19
9732.196790340058,2,2,0,461315.91
625.4811036463842,1,0,1,13361.8
9701.93664879063,3,1,0,508282.35
9391.463902572703,3,2,0,684770.66
4093.1889413523377,1,2,0,87479.62
2221.838496465994,1,2,1,79648.33
473.4354171014693,3,0,1,29171.03
1786.9385403677024,3,1,0,105270.06
4270.036442667133,2,0,0,123913.74
3048.218356409186,1,2,2,151520.59
8420.522703812225,2,0,1,322839.04
9661.391550939943,2,2,0,455932.7
8735.81147416104,2,0,0,232018.24
1283.7892291010778,2,2,2,132629.14
2889.6709318313688,2,1,2,228358.71
8574.02720516474,3,2,0,609558.39
6993.589157107085,3,1,1,574757.08
6840.566234407772,3,2,1,662862.13
915.6315943108815,2,0,1,37210.68
6065.584663287968,2,1,1,333748.22
3548.887781939051,1,1,1,87346.14
835.4130778367406,3,2,2,130710.49
6797.532931954184,2,2,2,695281.07
9670.66507563256,1,2,0,224433.69
9668.573956425767,3,1,1,680809.61
2974.4073784039347,3,1,1,241767.61
7650.75144942896,2,2,0,375946.01
9263.776539615765,2,1,1,505856.45
543.4249647833067,1,0,1,12160.78
4465.405513671766,3,2,2,706490.1
3787.4386483658386,3,0,0,166260.33
6368.389919478769,1,2,1,239937.45
4394.008335539362,1,1,0,73431.92
4906.854437223387,3,0,0,206104.95
5739.889497130423,1,0,0,72496.55
2524.5551630098926,1,0,0,32741.85
7436.6031317539755,2,0,0,236226.82
4261.931110236409,1,2,1,157615.46
237.8063538645012,1,2,1,7346.64
1388.31358319573,1,1,2,54610.83
8688.687031094189,2,1,2,738528.6
1486.9270902314545,3,0,0,68511.31
2623.5694721456994,3,0,2,234632.12
9492.237413084391,3,1,1,732984.98
8654.846095770383,1,2,2,473010.71
9614.882130545271,2,0,2,647379.73
7239.047732232734,3,2,0,498252.1
7011.444035545783,3,0,0,285701.91
3433.141190835282,2,1,2,257926.05
7324.929199296132,2,1,0,269150.72
4237.004672117829,2,0,1,173603.23
3088.920008397292,3,1,1,224163.1
2637.567298379827,2,2,0,113982.39
367.64017541792873,1,0,2,12422.62
117.16068129087103,2,1,1,5963.44
9341.738636522172,1,1,2,358592.63
6540.106580194104,2,1,0,238048.15
5643.0160425045615,3,0,1,352123.2
9251.280349710525,1,2,0,230060.64
