volume_cuft,soil_type,depth_m,location,cost
357.91480337492857,2,1.8764923591960687,0,1935952.48
666.3497146213537,2,4.424389059491297,2,7272561.51
799.4407167398234,1,5.688273424751909,0,3990621.04
520.8141152296339,2,4.297488208257274,2,6092085.33
235.58935314856183,1,3.1118221150024987,1,1225597.9
549.1968165107289,1,6.706046813583022,2,4938720.65
512.0087467743142,2,6.182197970777789,1,5670591.08
111.19261824563006,2,1.79773858007289,2,1029177.32
185.2018285470282,2,2.118841079986334,0,1036353.25
493.6199732100256,0,5.068994748240494,2,4081096.58
239.1556912933521,0,6.526442434765698,2,2547434.84
659.2021128772883,1,5.01737538693005,2,5411157.11
328.6223195596685,0,6.6279068781276,1,2321446.45
154.41037793165523,2,5.2297160584784725,1,1608056.03
497.77058435907,2,3.8991659323379655,0,3531010.33
782.4367191947155,2,2.1562533868980083,0,4524242.92
377.0816065074831,2,1.6130287571125923,2,3055108.75
143.90742571961394,0,1.989977014510341,2,944708.33
618.1873175944013,1,2.5384805058284847,2,4200781.05
266.31914050003866,1,5.331622783414197,0,1395379.67
308.1476131841593,1,2.4668318156970646,0,999091.79
284.1186606829745,0,3.7577663636859793,0,1391217.1
317.57851852098463,1,4.421278748008,1,1608610.87
435.1811699990894,0,6.208939553515552,2,4149149.37
112.63810419059584,0,6.7085438930635135,1,949360.46
450.58232154124414,1,6.1226009977236435,0,2824446.45
183.25885862282277,2,5.163756260034102,1,1636594.14
353.8153629127814,0,6.528910963970981,1,2626409.38
595.0301223025723,0,6.02227432954365,2,4883451.4
38.327779695384976,2,4.020505206835193,2,474932.61
105.50579861684977,0,6.057641149789014,2,1053835.02
378.7782199891249,2,3.094197847865104,0,2705782.58
377.9036025874742,1,1.6461529620776347,1,1704635.17
181.02670793773802,0,5.433566586864133,2,1659346.4
479.9614195804264,2,5.363538391512397,0,3926699.42
112.14538214947088,1,6.2322113091662175,1,747188.1
44.77598786648903,2,6.206780299653704,1,440960.0
738.734957064101,2,4.163529004002936,2,9174458.71
166.05362391652912,2,5.111064565988215,1,1499926.18
374.02606327376645,0,4.710941914018657,0,1983030.36
592.6899063768698,1,4.328352589452699,0,3014018.08
283.9091929579335,0,5.585644829214677,0,1480180.27
235.09561011381774,2,3.055590351277017,2,2105918.06
442.206517497093,1,5.591634762460845,0,2025372.82
251.6946046606386,1,1.8827012097433982,2,1624357.89
402.9806246311285,0,1.826002840392153,2,2515855.62
65.24383011513893,2,3.4842281005990037,1,608407.17
320.7224361862236,0,1.7634126394021834,0,1453351.88
799.1450347067272,2,5.088821907184617,2,8772140.46
301.6657182989345,0,1.7546567119733951,2,2155685.05
334.3338150893468,0,5.976462059018328,0,2186279.3
375.7918698684317,2,3.470840219708367,1,2978482.16
27.369087569706952,1,4.52062461878509,0,136911.47
293.81477491442445,1,3.0087372385482305,2,1996212.98
752.9357617406087,0,5.967850477349433,0,4110921.57
288.3755540300151,2,6.511986597621945,1,3173343.99
137.16830890944865,2,3.7306211296268796,1,1280829.96
560.6176834369495,1,3.8204682719231253,2,3508079.99
270.4340029322925,1,3.55833072582061,2,1587441.97
590.3700421157224,0,6.708090958487894,1,4444050.53
382.26688346129447,2,1.9993790564664877,2,3985626.19
790.6345855207663,2,2.634425605709256,2,8794761.39
316.31494182472943,2,2.3592269497325105,2,3585023.77
740.7922887940102,0,4.498522296325939,0,3584242.66
117.56086318242816,1,3.95652243991966,0,571920.12
240.71573123129454,0,2.2774656490013214,0,1110902.84
620.7638046062167,1,6.803385401409566,0,3343988.99
224.86076907252823,2,4.985575764044457,2,2727143.0
720.1603860745873,0,4.702789021793945,2,7012185.42
363.38307215645807,1,3.22421387065312,2,2422971.61
175.43330922784904,2,4.898406591360754,0,1268348.75
603.6302615486754,1,4.297135487630046,2,4563836.44
723.2705767337801,1,2.9557276156866683,1,3911618.97
587.9560969527787,2,3.3776479074811494,2,7177400.52
672.4016234391327,2,4.816863639379638,2,8809135.02
531.0609519003425,0,2.128437337788787,1,3175874.82
442.67496725965606,1,6.3816004150893155,0,2363568.05
793.3993621198675,0,2.0331258024623065,1,4608765.95
629.7278139336047,2,2.8000489527306733,1,5109275.37
433.9232966209871,2,4.634977593348777,0,3181479.4
287.13448192134973,1,6.453263663676524,0,1770292.98
164.00331455116077,1,5.903950965112793,2,1263929.05
125.41885866624763,1,6.961110966168862,0,746462.17
263.90263049506746,0,2.550596987431634,2,2071460.97
51.66707039333591,1,5.187554496256282,1,324796.95
461.524813272659,1,6.303202277926387,2,3977767.54
469.3765894063202,0,1.6469248704272286,1,2440775.34
490.24653071822365,2,5.825079115798058,1,5169282.19
588.0119511518315,1,4.808407283553253,1,3374669.8
281.2145544183382,1,3.5191469131707476,0,1181277.0
216.13826315663047,1,1.7155539366199104,2,1269451.86
592.0429269599564,1,4.148151235848168,0,2535783.46
148.10198381795095,0,6.683655999010838,0,908612.82
231.67731081199636,2,2.909929736216598,2,2389128.79
709.7570927795337,0,2.9970524450962888,1,4391099.3
53.832161796602215,0,5.499764078895262,2,492448.27
70.76319151361349,0,5.096715862384208,0,461402.04
36.75491519358488,2,3.4593147043082437,1,312485.63
409.19498893431495,2,3.047478117815798,0,2958672.74
669.3130203938999,1,3.6518536763525784,0,3036063.41
291.39041529871594,2,4.308144053961261,0,2010356.1
613.659838497526,2,6.070047981401816,1,6825960.46
626.9314664885294,2,3.1301116731287486,2,6401905.73
125.0854213947959,2,6.363564903522995,0,921025.31
317.97467364643694,0,2.4975027070894127,2,2312759.79
414.882120893055,1,2.084822741776935,1,1638622.97
33.1060666157652,1,3.992884533569305,1,206514.6
602.080564013465,2,4.4999918835948005,2,7131104.99
392.0701858726289,1,2.3595171912903514,1,1872611.84
696.4990674009559,1,5.302945573539762,2,6263204.05
582.0184402660788,1,3.152279800599852,2,4030415.33
459.85111099684985,0,3.7781418508187956,2,4033349.48
778.8945544058864,2,5.405143090457309,0,6249776.91
223.7581945582509,1,5.274598679978825,2,1690973.47
144.25280134648457,1,6.729499963431167,2,1214637.41
328.8397198160499,0,6.977247837350139,1,2760808.01
639.0694794916718,1,2.166058105794553,0,2356864.15
591.9208214282694,2,5.203291501834414,2,7037423.18
235.40168502141952,2,4.0750552046096296,0,1530801.53
207.87822751368697,1,1.973333818968754,2,1142205.77
138.49201303422737,0,1.5828972122543834,0,562853.51
68.74464706936743,2,6.875736720232497,0,495967.58
601.1386149611604,0,3.835645451661104,1,3895354.86
92.47199119205432,2,5.666741569734221,1,804370.45
52.237477186327055,0,4.42976316870339,0,305925.22
117.23638296892767,0,4.871727384753703,2,1024434.54
107.52926580790829,1,3.6236322452012004,2,737209.9
598.9965385809647,0,3.316433286481554,1,2968562.56
486.4619657312815,0,1.8682566934754177,0,2199762.22
265.04474639127505,0,2.5616751878267854,0,1123679.29
585.2148187158615,0,4.50413301086982,0,3201157.27
715.2942491410963,1,4.931219219792332,2,5329235.02
522.5590512754234,0,4.209009867559644,0,2597233.98
26.11554610116624,0,1.529888288710909,2,166183.59
548.8319097158144,0,5.743587006543651,0,2959648.08
715.2806844083685,0,6.216852802935775,2,6905935.14
725.7729486510542,1,3.051462301083727,0,3111788.56
610.8959244988795,1,4.4569653901797075,2,4595045.61
389.11210338721907,0,3.3792226121869984,2,3195640.15
433.58234332990645,1,2.9533405336642278,0,1740721.87
508.05196468479284,0,4.3649795120010975,1,4086184.26
187.13728810662514,1,4.957661333499567,2,1419861.06
147.9948125566397,0,2.4817564795815743,1,822862.4
412.2745959048587,0,5.407740722742632,2,4451931.35
380.1171644386572,2,6.284276469090082,2,4776756.54
231.2224388799776,0,4.375010662165881,1,1572233.18
247.73369989174296,0,6.864610214635622,0,1650609.46
642.3918570810818,1,2.45966645905218,1,2890582.15
136.1123305600675,1,4.787826534479235,1,843458.23
348.4423570543487,2,3.6574481489545416,0,2400507.65
344.3868739420479,2,5.7760135100575205,1,3148503.23
490.77787762788626,1,3.0445372485742968,1,2625738.82
400.2428502439599,2,5.335476710260162,1,3775668.03
313.2437321886548,2,6.1751126862125965,1,3575831.49
46.17949751793223,1,5.322664652598315,1,285508.74
359.6092252535629,2,2.763060791171012,1,2352793.88
533.5060918689893,2,6.414811056798891,2,6711150.25
601.5022276707216,1,6.361529089409576,0,3387727.83
721.8178522001884,0,2.7484062605865134,1,4005849.02
530.1537059430581,0,4.508145800741557,1,4601006.5
439.9522965812948,2,2.63709605862383,1,3370307.59
487.4910698184669,0,4.0443265277097655,2,3790744.65
401.51420289242884,1,5.034291227022953,2,3348421.09
13.88464487403301,1,5.580223139002579,0,65513.8
316.0162261957158,1,2.4091686127283727,0,1324789.13
792.9842538597231,2,5.699365230297753,2,10092950.69
456.27020337725975,2,1.7531565376681324,1,3048648.84
34.94785426886504,2,1.5790226673118983,1,232764.35
668.4987452124723,1,1.5045023272738192,1,2922065.03
463.12063182105186,0,5.427596003508979,1,3244344.8
94.75674266704843,0,3.925311875718568,0,449805.56
482.026280817692,1,3.6959226056314325,1,2592997.87
790.8404950596969,1,3.1798393992410987,1,3719266.75
472.4570155381251,2,6.981393391284577,0,4437117.48
526.6337917809443,1,2.442094077643995,1,2630900.46
36.56656619466244,1,2.1240007990831913,0,138494.48
541.1949131661438,0,2.335122688132872,2,4420958.03
498.3401264852038,2,5.9182883925978205,2,6047753.33
84.37464475814774,2,2.8245323753710947,2,866329.03
290.2733345886335,1,6.501098227587802,2,2450084.08
179.76978834173696,1,5.611802713674306,2,1374457.04
671.8463016861074,0,3.750047864156617,1,4890373.7
542.8284145230826,2,6.203411091567462,2,7961361.66
530.033426475936,1,4.619444485060087,1,2914517.52
484.22185034058015,1,2.0693982580733206,0,1793700.84
555.3469641088966,2,5.965454987291658,2,7258705.48
187.42854062783564,0,3.6658177448492877,2,1605157.91
241.25212151104455,2,4.402351215443944,0,1811533.87
249.10708250222737,0,6.990981133010074,1,2028311.61
262.2450041009246,2,6.105722181603838,2,3496534.94
554.0989159670086,1,6.858939048416526,2,5331684.58
308.4309178472634,1,6.798356089007681,2,2629119.91
395.44380881374195,0,3.9989073731699882,0,2254851.26
482.09898501535747,0,5.3754435928071835,2,5074054.91
402.96755642524334,2,1.511305353831441,0,2116732.89
514.7502058707114,1,5.212400599325395,2,4345571.39
109.643637883234,0,2.089149031450466,1,502157.64
181.877720256148,2,4.126434751487129,1,1651474.58
260.5602561370255,1,5.996811962644667,1,1765997.69
71.81357081814826,0,1.9659531806392365,1,375793.5
467.6581694220521,1,1.7915729697443676,1,2161308.53
273.3986005329954,2,1.5362118684750292,1,1855894.2
555.6304573250758,0,1.7895977821130433,1,2937358.6
544.2068259169442,0,4.689724943176142,1,3716938.55
163.6736754394961,1,4.660304860402159,2,1372294.59
520.539147153785,2,2.819028683249345,0,3045229.55
793.7891200260557,1,6.056860456683331,1,4918529.47
445.81302351761536,1,5.906785598075573,1,3199834.86
555.1523043994903,2,3.894345724393931,2,5297665.13
410.07369357048935,1,6.216652070932451,2,3332804.2
597.7467606065921,1,4.324787073536268,2,4460195.5
429.8897650801209,0,2.123693978402536,0,1782367.28
772.636176726345,1,5.097795728076521,0,3752981.27
539.4548377913735,2,5.3360606243156194,1,5492322.04
171.4815879880456,2,3.634912711872233,1,1536548.64
238.602446468997,2,5.852682069146408,1,2499800.08
72.3733063569432,0,3.2779059197622558,1,430525.88
177.67007195732316,2,2.296251371244213,2,1455095.79
457.5087044549244,1,1.8853312068506434,0,1831994.91
799.4122728455526,1,5.1566350271100365,2,5194933.86
22.7217932657463,2,6.379021528201555,0,211970.05
638.7248223552056,0,6.657679212664898,2,5610194.9
586.0898004348192,1,3.3854815070043798,0,2159673.78
582.2294970338136,1,3.286175392506098,0,2482717.19
358.6003347583305,1,3.094164842272102,2,2447666.09
555.5997097120812,0,5.731161476610251,0,3217352.89
341.91400359721774,1,2.8830761606016138,0,1410892.87
317.18089297027615,0,5.335106415636918,1,2475893.79
357.8466823334434,0,6.960729749899057,2,3237804.99
133.07160972643769,1,3.19198345708389,2,947039.81
510.40766665321695,0,5.123973075708567,0,2840882.86
478.2864001074581,0,6.0308363420090165,0,2662906.83
57.894435858970375,2,5.802541523872611,0,465102.4
140.38228252484964,0,4.358512942447298,0,733080.54
678.5537244161784,0,2.765225944248871,1,4455267.71
490.0389989011547,0,4.624094273278793,1,2970167.58
444.0405585192927,0,5.143214253522817,0,2424354.17
339.3555317928682,0,1.6202297835992348,0,1577085.37
65.51741093006981,1,6.8920426521814875,2,648414.67
195.41838089924838,2,6.1134425358377165,0,1581441.11
189.13817502089665,2,3.172989899394955,2,1816627.9
613.7652345632854,0,4.885114464659139,1,3477914.51
120.26557921471435,1,5.488071212512104,2,984407.08
257.12730798274515,2,4.534697114038169,1,2323950.16
502.5264993314383,1,2.2950118596767535,2,2621734.31
16.864927180939535,1,2.9331980082810816,1,88779.15
629.004126736513,0,3.3956896715083196,1,3569849.65
650.5839232114721,0,6.788942729523192,2,5683246.54
197.15656049998793,1,6.282859828308716,2,1602370.37
533.2590759702792,0,2.71779417898882,2,3987001.81
321.968743979701,0,1.800432444997759,2,2403973.91
103.9178933842151,1,4.20264475203958,1,549092.97
189.9783770907064,2,4.319045893337704,0,1372493.39
286.2257702806182,0,6.3875907948323425,1,2496472.76
678.9815661201783,2,6.502365506914023,1,7978558.43
558.9823516976846,0,3.0611828210264918,1,3360144.24
504.3995129299346,1,4.08467678338352,1,3047687.78
771.476995897218,1,4.546554480150366,0,3291266.07
272.79723492594354,0,4.403326008939702,0,1423568.77
89.74921135245408,2,3.2616607512555236,0,583609.02
106.57511256113393,2,4.414057487101288,1,897520.19
606.8146320827724,2,2.3249142540379184,2,5442088.08
467.6899044565122,1,2.8119475014924973,0,1806121.11
672.272304348349,2,2.9256044759855135,2,7754193.38
715.0274458727735,0,3.698079656388885,1,4701270.91
699.7331057167964,2,4.8170785032929615,2,9275818.41
424.86236349582197,1,3.937396758525756,2,2742466.76
523.2864027375147,2,2.174558025264738,2,4959865.45
724.1736481266867,1,4.629073037029009,1,3934729.89
231.17304396469854,2,6.232293065769079,2,3337593.85
415.12128972128255,0,6.472702685749407,2,4145790.57
618.5091993342915,2,3.793203696005575,2,6834513.02
89.01388777420762,0,2.848433456334517,0,412771.49
341.7904108074394,0,3.6948099065264977,0,1631059.49
516.7850637680242,0,6.238298477558403,2,4634491.46
69.90641979067735,1,4.962751783289837,0,357314.8
357.11531764765357,2,1.8325981620203322,0,1988809.36
423.2370272796019,1,3.624767277263898,1,2787663.46
254.4796039646803,0,4.073676271575153,1,1914330.57
56.861775653112105,2,3.5578162701167964,2,641382.63
455.3952194585171,1,2.8592223595811275,2,2938909.58
720.1204617553991,2,2.7492934678464853,0,4192057.77
687.5523445618079,0,2.138752384932241,2,4477055.58
60.93763925610146,2,6.236338235570319,2,845782.56
207.35536406792363,0,3.582274183363985,2,1747792.47
482.3785177862702,2,5.554186581944709,0,3606973.62
760.3780023731364,1,4.499037076685929,0,3253040.73
700.7042272666969,2,3.536594883145269,0,4309363.04
242.6441033002603,1,4.244921930532744,1,1577025.16
50.678074227528256,0,4.978808379371397,1,364551.13
764.1552806687487,0,6.000687090259267,0,4580810.21
234.82395820630333,2,1.8624356078828517,2,2445549.2
309.61478877508796,0,5.333882736220766,2,2815150.21
410.0051697902891,1,3.0324729412778018,2,2475637.79
635.0925085892278,1,4.491564551027244,1,3461798.13
434.987015142844,0,1.6524212512989536,2,2907412.19
376.72804231347624,0,6.31474749801615,0,2491157.54
73.06990160878209,0,6.53005834368732,0,507594.68
742.5999937226188,1,1.533713148163022,2,4399031.2
446.49358892595717,2,3.4111391182534194,1,3324904.65
52.05588613365062,0,2.401521425498255,1,262086.46
353.4927882158016,2,3.775136162708672,0,2317822.22
279.37316601036514,0,2.894866516136129,0,1273333.16
202.6206715387764,0,3.5321501023285737,0,1026203.79
757.4565068017968,1,3.7303310497729005,2,5431881.9
208.56812279614672,1,4.29391647238873,0,1092576.12
710.6815453950446,2,4.193144287840102,1,5780975.29
183.47273105328938,0,1.8706119737822773,0,759679.13
503.7739912216438,0,3.356873809194795,0,2519342.56
251.80603743488555,0,3.977487626301494,0,1201425.16
275.4811968010822,2,1.9768024753669298,1,1930907.73
557.5691509828222,1,5.452770194604353,1,3152947.13
394.8784386941139,1,5.402492424774298,0,1911652.0
150.21407943321285,2,2.288502323156206,2,1713936.09
163.1062633665585,0,1.5827872657463273,2,1173040.48
558.0311456848274,0,1.9564303287456866,1,3168491.52
62.43645339922752,0,1.6349855732877812,0,269476.22
610.4402444855701,2,4.914584223239903,0,4850822.5
518.5226234540436,1,4.53314913392429,2,4270160.97
82.72530886370949,2,2.4460875383355627,0,540890.42
545.7290193870573,1,3.339774787452927,2,4244579.13
524.8147475970122,1,5.256733838815247,1,3351765.16
419.4694883212625,0,1.629849816696056,0,1711132.05
552.287002956138,1,4.640729644719842,0,2394448.67
330.36026902486566,1,6.229108669532918,0,1736783.58
728.7055982178388,2,3.882846970526475,2,8036480.98
526.1845669078313,2,5.427494322309354,2,6122168.04
65.25950124707197,2,5.689892529473398,0,473685.64
179.644107293576,1,6.1322924390901825,1,1156426.07
209.54219059250292,1,6.7010215108820965,0,1047200.68
671.1706957305853,1,3.158759955582042,0,2403223.48
528.1175365229341,1,5.6626223321474765,2,4392691.82
659.9000562312366,1,5.307403264101426,1,4056943.23
316.44313657025657,2,4.746668831268633,0,2287015.85
188.9484916581692,2,2.905689330149361,1,1369279.51
243.89442540840895,2,2.572553058347369,1,1872403.44
402.1448186987733,0,6.700132444906711,1,3387541.74
577.2474774773649,1,4.086446140907571,1,3376935.11
589.9976949759754,2,1.987550223435083,1,3894378.96
679.9342928223367,2,6.6549160828311775,1,6343512.51
51.0470780596126,2,5.402638065822871,2,564601.03
349.8795792880272,1,4.861719389630409,0,1755557.43
454.3085243101511,0,6.522327124793392,0,2563137.9
587.4636980082565,1,1.5365097008274493,1,2744175.63
664.308936107611,0,5.721760299904952,1,5356129.64
329.3438702227308,1,3.986789516752295,1,1734265.15
658.5426948955527,1,4.602729951573416,1,3910268.31
365.8591181467728,1,4.570198099295052,2,2652335.01
128.110025551088,2,3.6461828591979337,0,790844.75
730.8570085000873,2,6.716854388698314,2,9620895.78
250.3075769245387,2,6.400328383446402,1,2510924.16
682.3301507202681,0,3.7210585931212212,0,3541023.11
292.87429580548996,1,6.366629973435861,0,1470840.4
616.0664660921032,1,4.63448466527106,2,4631369.99
400.5466164768215,2,4.809612133651818,0,2891166.76
55.90976162866288,1,2.081253372276672,2,345647.43
628.1261110247066,0,2.4693727967190555,0,2831906.21
744.9383217251484,2,3.4669785247712226,2,8550158.43
560.9613762024229,0,4.937294562948887,2,4957430.4
743.4653435828129,1,3.9646055171151953,2,5598763.52
438.92254344096017,2,1.7192408899817586,1,2713773.06
332.9796469027089,1,4.561260803219363,1,1729428.83
737.6935050073085,1,4.6604155533952385,0,3681711.57
545.0140246266615,1,5.132992462913007,0,2695745.47
315.95997243898813,1,3.1854815757066097,2,1915724.89
586.3797054439991,1,6.267988742667099,2,6065482.27
666.8978660322255,0,5.516696693066476,0,3744314.47
631.916603257854,2,3.661000983454322,1,4971080.67
795.090281903555,0,1.540338171296808,1,3921474.4
733.0967665567903,0,4.809317502780649,0,3848467.68
246.60031459742106,1,2.5257735086067945,0,978387.62
314.1226701013537,1,6.3895666554728185,0,1496498.75
563.3857238279071,1,2.4883950881262846,1,2985652.36
590.4977480886917,2,4.896657147883106,1,5439244.69
