area_sqm,tile_size,location,quality,cost
500.4702699206738,1,0,1,250342.56
139.7530366176988,2,1,1,145524.67
249.80183135906205,2,1,1,252833.96
552.7355664111786,2,1,1,482027.22
919.5374846100066,0,0,1,347811.1
719.6232790458837,0,0,0,220390.13
924.3215382088487,1,2,1,767744.07
523.6607735174537,2,0,0,373294.87
234.74798604985855,2,2,2,398650.42
771.2147475201926,1,1,0,450940.13
1195.695936060267,2,1,2,1550175.23
794.7274376777093,1,1,0,421772.88
347.2453380234243,2,0,1,244700.15
753.8083008158068,2,0,1,563621.82
369.57671390803546,0,2,0,170219.44
364.6831992034483,0,2,2,289403.8
918.3569935830286,2,1,2,1000621.73
715.6125714708129,2,1,1,700734.05
686.8623922866625,1,1,0,324633.4
265.77017043790613,1,2,2,321056.77
380.76551131512133,2,0,0,228165.14
52.95548058328759,0,2,1,32765.13
584.5552764377055,2,1,2,753830.77
965.8451992741061,2,2,2,1516192.79
1076.8026815296487,0,0,0,341677.99
813.5931089553291,1,0,0,331924.78
433.31312494489924,0,1,1,210558.21
409.0489485161432,1,1,1,285474.89
1087.8563337413464,0,0,1,385398.32
291.0687140122665,2,2,0,304034.51
917.5759464314939,2,1,2,1217517.2
1090.7437200940005,2,0,0,768594.18
504.50552916261563,0,2,0,231618.4
56.97971023930208,1,0,0,23146.04
823.0327666625703,0,0,0,245790.56
239.8876410822763,0,1,0,94009.75
259.3777770907472,0,2,2,175979.22
870.5475397498933,1,2,1,719639.55
565.3059434368298,0,1,1,243230.75
135.03511669876048,1,0,1,64245.05
1042.1638039369004,0,2,0,533152.17
694.8372209739425,1,0,2,495259.05
568.2726059853737,1,0,2,390664.87
754.3145378711037,0,0,2,357276.97
36.82479682331275,2,1,1,33572.95
146.42331628465746,2,0,1,93822.63
1087.023068041774,1,2,1,886305.77
278.14597570535335,2,1,2,322088.1
662.6381393085944,1,0,1,363857.54
842.1760937496439,1,1,1,597106.15
942.8139798191306,0,1,2,522163.8
334.8623315637918,2,0,2,310729.48
485.75755013230696,2,1,0,381592.88
495.7324015510046,2,0,0,318633.48
976.9007408482896,1,1,2,907585.75
1091.314020832658,2,1,0,922054.03
757.0311947958995,0,1,1,330533.07
1027.8292208515818,1,0,2,686001.27
658.7716482376534,1,1,0,349659.4
681.877198360756,1,1,2,606790.18
553.7964732173973,2,1,0,432062.95
33.64366500095653,0,2,0,17251.46
120.79387624671136,1,0,0,52235.56
116.56373783725307,2,0,2,118237.26
1171.8438402851914,2,2,2,1763661.62
950.3947852940023,0,2,0,494123.8
676.6635877826267,2,1,0,552012.68
896.8241228388503,2,0,1,721550.97
844.1694319262645,2,0,1,648610.26
863.6682920212536,2,0,2,869991.23
386.3648614701228,1,0,1,198988.24
286.06636896284715,2,1,2,345715.59
974.2084270940585,0,1,1,394141.19
1177.7767469387459,0,2,0,562199.29
408.7432694060791,0,1,1,173378.79
836.3941231930346,1,0,1,467456.08
682.9647601569627,2,2,1,876740.13
871.6709496281119,0,1,2,497054.36
345.9711935405673,0,0,1,120018.97
726.0699903188842,2,0,0,445158.38
241.45919099389704,1,1,0,119810.64
1079.840817387681,1,1,2,900796.44
1194.1032855868693,1,0,1,660708.14
1121.5115401893988,1,0,1,549153.59
462.402828118662,2,1,1,433875.18
832.8524177877911,1,1,1,560423.56
388.80682711074934,1,2,1,302206.83
398.6259717775369,2,2,2,616138.15
492.1798592649044,0,2,0,248035.07
1014.6916341228559,2,0,2,903561.24
899.7556530055366,2,2,1,1041514.85
567.9095526994931,1,0,1,273101.61
964.3775854492897,1,0,1,474047.09
655.1698059989274,0,2,2,500921.28
685.8471848337889,0,0,2,313597.57
172.80844147089192,0,2,2,130615.28
662.4192125823988,0,1,2,366128.56
294.9504065291633,1,1,1,183138.61
684.0371834359585,1,0,2,428433.38
100.1480961531147,0,0,2,52678.65
1151.0687923226276,2,1,0,886022.16
1155.9607997071487,0,2,0,519920.82
755.2337446953983,2,1,2,849386.79
608.5050499339416,2,0,2,646030.32
980.3228706376325,2,1,0,747049.03
874.2504030543456,1,2,2,1009005.02
281.3476734965135,0,2,0,131380.97
666.5043143394663,1,0,0,268289.0
772.485112589335,0,2,0,385319.96
832.5389661485904,1,2,1,628481.38
906.1627616463899,0,0,1,315013.48
285.13084830273226,0,2,1,153140.47
734.4925119296339,2,2,2,1267031.76
923.7332876287124,0,0,2,458469.66
1121.3941123708742,2,1,2,1412097.4
358.99669023933427,2,1,2,486110.73
267.143105909787,0,2,2,190246.51
1032.8025531413437,0,0,2,502141.54
757.588785773776,0,2,0,353442.76
488.72267966618705,1,0,2,378623.34
779.2102817039009,2,2,0,815759.01
149.970396359898,1,2,2,171458.45
153.5859720330468,0,1,0,55362.58
1139.0937970745194,0,1,2,709839.11
636.2010450042119,1,0,1,355679.27
106.28649945484818,2,0,0,67742.13
752.7938424085025,2,0,2,652847.38
763.5890515307725,2,0,0,509302.67
322.75737778936343,0,0,2,147185.16
589.576676030363,0,1,2,325663.69
634.4035772806684,2,0,1,439152.42
327.7404305185957,2,2,2,564687.09
943.7304568462787,2,0,1,737854.5
311.88161065439056,2,2,2,505277.3
586.7583197197152,1,0,0,275252.88
204.3482265208362,1,1,0,110410.86
1174.2095954915858,1,0,1,660660.43
1159.3871842089195,0,0,2,507478.5
619.7393655451295,1,1,2,492200.81
971.6792558032298,1,1,0,580256.32
831.244006954964,0,1,2,476959.65
1076.1447222155414,1,0,1,515719.83
195.8966864500498,1,0,2,132422.11
501.0600864301708,1,0,0,232657.43
207.23496860513688,1,1,1,146476.26
824.4253018965032,2,2,2,1211315.75
781.4420068098124,1,2,0,544639.8
580.1750505278798,2,1,1,551368.59
48.386501192002974,2,1,0,33623.97
1081.8613908495488,0,0,0,289434.67
280.4743023377086,1,2,1,236071.26
608.5079305897823,1,0,0,299352.11
428.8365182511286,0,0,1,156262.36
136.06208694691196,2,0,1,107725.46
1136.5827084875732,0,1,1,569916.9
395.39830184324694,0,1,0,159353.6
877.0948102013784,0,1,0,339462.55
60.10408145102193,2,1,1,54827.95
405.0702354514418,1,1,2,336006.57
751.7244445440869,0,2,1,416895.2
574.3605940861919,2,2,1,778044.97
292.54348942881643,2,1,0,220636.85
48.344878051493126,2,2,0,49557.51
1106.5860777381447,2,1,1,1087859.52
268.3837193654631,0,1,1,136041.67
933.7159694080977,2,2,1,1141814.55
176.44279828109194,0,0,1,63453.0
512.5189456892307,2,1,2,580121.58
965.9011690652262,2,1,2,1106813.69
455.36694068123444,0,2,0,231538.52
996.791999194355,1,0,1,497083.64
362.475258320225,2,1,2,461388.29
724.1814786797818,1,0,0,364440.82
551.4071383565558,2,1,0,458604.77
1098.248730712295,0,2,1,718369.94
59.71048559479728,0,0,2,29659.02
790.662599304183,2,1,1,802174.72
556.2462698755406,0,0,2,234510.64
963.4109278094651,1,2,0,705118.5
1038.5536876709923,0,2,2,759810.88
506.90848798547626,0,2,0,234589.97
429.67927853390484,2,2,0,450580.02
344.8710250838724,2,2,2,489104.91
645.2524279288309,2,1,1,655581.99
590.7321845588021,2,1,1,564354.7
630.7162035701546,1,0,1,354221.98
843.2407098998979,0,1,2,496020.01
1041.3811749883025,1,2,2,1188833.97
92.47871367725577,1,2,1,75585.58
865.0461107251488,0,2,0,456619.3
421.0263470207792,0,2,2,327754.14
189.07519512423153,2,2,1,236311.06
1000.3426682107612,2,1,1,924892.48
978.8690367483555,2,0,0,708469.11
164.8286850386535,2,2,2,255981.46
884.1693265919185,1,2,2,909832.25
1129.975686801232,1,0,2,779088.92
1183.5693994569526,0,0,2,479176.66
545.8067447130998,0,1,2,301071.21
916.6039145099226,1,0,0,433595.74
229.54463162778544,0,2,0,112637.96
156.91329726217683,1,0,2,116192.91
702.8891750232129,1,2,0,494689.24
823.5017536656525,0,1,1,400949.83
97.91758210784698,2,1,0,80009.21
378.2446491145977,0,1,2,204311.61
1169.697811794661,0,2,1,671917.56
549.6004176717038,0,0,0,168181.95
1127.2892517115977,2,2,0,1140208.68
705.9685721573898,2,2,1,929007.94
340.7565288496906,1,1,2,260312.39
148.89267123192892,0,2,0,72661.34
638.8569613724355,2,0,0,450193.07
190.49943099178972,1,1,1,132969.29
651.5438175960522,2,0,1,515288.23
464.8973298224476,0,0,2,239031.71
1081.2570741549855,2,1,0,925263.03
295.4990429326928,2,1,2,372383.98
1080.0555337971905,1,0,0,453712.37
1071.3840836627896,0,1,0,430004.49
160.1553795081634,1,0,1,85391.46
994.4321194297964,1,1,1,624711.35
927.3788148338109,0,0,2,395855.54
1069.7455545358066,1,2,0,803510.18
391.87478274027313,1,0,0,166148.92
468.3724608430444,2,2,0,489210.65
69.62279816710911,0,2,2,51829.39
730.378036882479,0,2,0,339297.62
538.6035539503295,0,0,0,165934.1
986.7020028141875,0,1,0,365671.58
1132.7214978748805,2,1,1,1030287.09
584.2747547828552,1,0,2,348151.4
911.0027595040904,1,1,2,722240.36
633.9489316885735,2,1,0,543898.12
496.0600553077132,2,0,0,344117.55
968.5989834139067,2,0,0,649524.28
131.28349487928313,0,1,0,43328.62
1059.256058683997,1,0,1,499173.72
44.192869600982846,1,1,1,25966.72
710.4932078102499,1,1,0,394169.55
693.2967676139192,2,0,2,631332.2
748.8945519225952,2,2,2,1123281.47
1108.6278480544943,0,0,0,336000.54
822.1333586611464,1,0,0,334109.53
1091.2651981672657,2,1,0,853163.58
757.9320142498351,0,2,0,404840.54
996.3702417482925,2,2,0,981002.35
652.468338702233,1,1,1,407637.91
1156.7266380536369,0,2,0,522800.33
194.7058248623176,2,1,1,185337.13
442.700887582667,1,1,2,390078.17
412.5234196707302,1,0,2,239480.32
421.4755226285445,1,1,2,337190.44
934.7507930799947,0,0,0,257175.09
799.9921392939523,1,2,0,506543.3
909.7957630450882,2,0,2,878345.73
1076.5748410210647,2,1,1,1078015.91
991.1573083065407,1,0,1,524345.71
320.38309609723564,0,0,1,119940.22
906.884032406699,2,2,2,1435016.25
445.6835213277362,1,0,0,184873.75
786.32248049514,0,2,1,468608.31
471.8367197163533,0,0,2,222445.45
899.6120515250415,2,0,2,885041.89
177.89173892979224,2,1,2,201460.69
563.0553751928395,1,0,0,242871.46
963.6454679329019,2,2,0,940844.35
704.7827379856686,2,1,0,578619.23
232.84484217855032,0,0,0,69874.51
389.655108783696,2,0,2,352272.54
1006.190863487108,2,1,0,790997.7
326.1141349723276,2,0,0,187149.03
741.9138429583808,1,0,2,571196.39
749.8024782164539,2,0,0,455685.48
551.258796687419,2,0,0,383639.21
100.8520089037529,1,0,2,63407.65
923.2044102288805,1,0,0,360575.63
325.0576365487821,0,2,0,167940.28
84.10453022644612,1,2,2,96145.86
377.42542114399447,0,2,2,306614.56
763.3880326101352,1,0,0,334948.47
206.4451342944517,0,1,0,82569.01
373.62183901238956,1,1,1,243824.52
517.8826804423738,1,1,0,322330.15
917.9912680892114,0,1,2,470744.35
279.9242098503941,2,0,2,263615.88
143.26758509705172,0,0,0,44323.63
376.26822164070677,2,1,1,365964.43
121.50432905668764,0,2,1,68530.05
717.5085134150767,0,1,2,402095.56
924.9052126030035,1,0,1,469109.29
859.1852323750052,1,0,0,383472.97
578.9228426596477,2,2,1,683743.61
360.8456365463702,2,1,0,275824.05
212.7302551602937,1,2,1,176022.52
253.73301692636812,1,2,2,257170.02
26.743161636511026,0,0,2,11845.54
780.5112978587722,1,1,1,494119.4
822.0434215417088,1,1,1,530445.83
557.5351680617913,0,1,1,226622.8
672.5316750552377,2,0,2,668274.28
521.8814583751782,0,1,0,213357.11
107.02700027983683,0,2,1,54743.91
900.7540006623218,1,2,1,755617.35
1023.3040991422889,2,1,2,1297878.25
206.50177330245555,1,0,0,79443.04
97.65959924724572,1,2,0,67570.94
795.0506236211313,2,0,2,792424.49
155.8432583804641,2,0,1,128504.17
149.11217118927772,0,2,0,74102.21
608.5787986477806,1,1,0,336680.06
619.1649877440735,0,1,0,240344.59
543.8945133262653,1,2,0,414130.68
601.1740313928835,1,1,2,451695.65
561.2633762061853,2,1,1,573244.58
259.7819277185059,2,2,0,285736.9
1184.5607534883297,1,2,0,803192.03
631.1618167195759,2,1,1,590946.3
1118.7511198390794,2,2,1,1379941.05
666.0936259021123,2,0,2,653931.97
821.1758355058068,0,2,1,479747.86
204.59527094787856,0,0,2,109053.91
960.9420904515562,1,2,1,794944.87
716.3156944697234,0,1,1,378301.24
1132.941581653997,0,0,0,351310.31
39.84548960535305,1,1,0,21662.27
733.5607218897765,0,1,2,380945.85
616.9673135837826,2,0,1,451670.61
195.04872406492814,0,2,0,101568.81
586.8145576017752,1,1,0,336767.06
1044.3906274835745,1,2,2,1137850.44
1135.6812218374357,0,2,0,520058.82
342.31792856518047,1,1,2,281903.49
435.2018415105014,1,1,2,335003.08
933.3731579694521,0,2,1,550517.46
383.3867983595758,0,0,1,155110.43
323.69088636452466,1,1,0,195079.73
424.8763219134944,1,1,0,217296.13
785.567055683257,1,1,0,421854.76
580.7349583952961,0,1,0,246785.88
193.84481036811866,1,2,0,148370.18
784.9005451257423,2,2,2,1158686.93
352.0924604805785,2,1,2,433443.54
600.7597472942896,0,2,0,290437.32
806.6448865392593,2,1,2,1000713.7
675.8829996332175,0,1,1,338170.28
905.0993700911205,1,0,2,633358.72
48.87804817184292,2,1,0,42158.75
578.8943746220067,2,2,1,727688.13
691.150650300601,2,2,2,1147470.56
305.53822404958225,2,0,2,301790.11
491.430789871575,2,1,2,616638.74
940.3702234490338,0,0,1,348645.95
850.3562898696633,2,0,2,875168.78
954.2492604129698,2,2,2,1436372.03
929.14912089361,2,0,0,615976.99
71.71980503819199,0,1,1,34620.83
1123.5134580029405,2,1,1,1056825.38
1056.3022898524075,0,2,1,606014.79
335.5046770234897,2,1,2,382398.32
391.72782920236784,2,2,0,424485.68
577.588070452734,0,2,1,323412.69
687.1349552134465,0,2,0,335359.1
446.1606673851957,2,0,2,442409.51
1074.5369208330849,2,0,0,682647.75
731.7572173662957,0,2,2,525035.5
45.72861320540626,1,1,0,24998.51
1185.424406936982,2,0,2,1184264.37
22.306053158212467,0,2,0,9969.69
614.7830788068853,2,2,1,735436.44
216.23078675795415,2,0,0,117850.59
599.3073303261751,0,2,0,306429.23
58.00035011929092,0,2,1,32200.09
522.2038079840311,0,1,0,200234.25
31.372923511770885,2,0,0,19217.81
513.5660628230514,1,0,0,228836.81
186.34489673081416,0,0,0,62310.11
975.2483363733712,2,2,2,1614749.23
623.1750239268883,2,0,2,682311.62
284.5448265300639,0,2,2,224532.91
502.7082931229599,1,0,2,334338.75
157.98764467199535,0,1,1,85074.82
108.33135014183948,0,0,1,40461.81
1005.0334033123113,1,0,1,566160.19
507.9348691863513,0,0,2,245997.33
719.5411508921303,1,2,2,762692.94
638.729263202191,2,1,0,539588.21
979.034538053125,0,1,1,414709.61
32.922246790460505,1,2,0,26581.09
880.9655884880689,0,2,2,674452.68
1198.666278377664,0,0,2,498748.92
172.26324051159705,2,1,2,201358.75
933.5369946198513,2,0,2,929231.52
1143.0436650799631,0,1,2,586023.34
972.1305571702935,2,1,0,814237.35
919.2649133514259,1,0,1,428723.08
73.24125999241852,0,1,2,45909.79
468.18416476752634,1,2,1,341515.18
740.8464466567812,2,1,2,806751.13
559.1887648941636,0,0,2,274022.05
864.9826408919491,1,1,2,722091.59
1048.937737743971,2,0,2,1088375.99
364.80533670878356,2,0,0,214153.28
560.9539718893799,1,1,2,461295.94
245.02335767285152,0,1,0,96750.13
1118.2577546238906,2,1,2,1194619.84
506.49044974474947,1,1,1,372475.4
837.8927786717156,1,0,0,392494.64
91.76930597996913,1,2,1,73386.45
128.782962742944,0,1,2,65690.0
996.9084114696964,2,2,1,1205155.6
667.3185094447621,0,0,2,334540.29
615.9119602145064,1,2,2,650745.74
628.0810468282683,2,1,1,571321.62
1109.1149033328159,2,1,0,869315.37
32.64998452694893,0,0,2,12663.62
931.8805918675864,2,2,2,1391285.86
357.0836539691707,1,2,1,287853.58
390.4784329713285,1,0,1,221576.08
782.3934383263796,1,0,1,355617.85
1029.5733887338731,1,2,0,803092.9
531.0532035629208,2,0,2,492317.5
221.30552804306197,1,2,0,143543.96
848.4782332958313,0,0,2,404964.22
1055.0671914053496,2,1,1,1073379.79
713.8072845401892,0,2,2,545449.78
878.5256918809433,2,0,1,658436.72
631.2889208941119,2,2,0,693290.97
450.7344162610353,2,0,0,288770.62
1160.549362473998,2,1,1,1212100.29
133.03176904557165,1,1,2,113087.88
289.8165645545435,2,0,0,190554.72
740.8715350891321,2,1,2,875023.86
850.4608895172443,0,2,0,403815.41
762.0977694553804,1,0,2,528929.2
1120.084733456611,0,1,1,518063.52
324.37278922664797,1,0,2,207710.62
655.7233908474282,1,0,0,289301.54
1014.8351067218755,0,2,0,545011.74
1098.9589593344033,1,2,1,911622.81
71.16622991824656,1,2,1,48918.31
676.3476810273196,2,0,0,404254.01
891.9750267026587,1,1,1,564892.61
129.80043254738285,2,1,1,138508.57
1053.5686910199802,1,1,0,617710.85
865.5358062269339,0,0,0,245933.28
543.9808343176741,2,1,0,434137.61
352.65266502267406,0,1,0,140364.98
283.2382120470737,1,2,1,275227.48
1141.135836080931,1,0,0,530781.19
315.81781878298233,1,2,2,375726.21
176.69780329862982,1,1,0,90974.68
575.4945733775614,0,2,0,266951.05
707.303645328228,1,0,2,447506.11
275.5288559619323,0,0,1,100700.14
165.0534846554026,1,2,2,181325.79
1136.753662342829,0,0,1,322383.36
767.4058353779844,0,1,0,271648.03
952.5027425748025,2,1,0,727867.57
716.0352733379899,1,1,1,492018.59
453.5219374077974,0,0,1,159156.74
334.6364597119353,0,1,0,122315.54
20.299934115878678,1,1,1,13670.22
53.82812685277853,1,0,1,25666.65
961.6237561854684,0,1,0,339103.07
662.8358085797149,2,2,0,734855.54
314.1969065232261,0,2,0,172150.66
710.1745471977437,2,2,1,1016263.52
131.66580956222577,0,2,2,97166.69
964.5347133145284,1,0,2,656850.49
1066.3531563378763,2,1,1,815662.75
988.9039760351048,0,0,2,449247.45
719.4061464838245,0,2,2,531933.23
689.6205941615173,2,0,0,444035.46
684.3374251414316,1,0,0,289248.12
36.53781748351343,0,2,0,17929.55
1146.038580099505,1,1,2,936637.02
38.54230945440095,1,1,1,24643.58
483.861213505307,0,0,2,224760.89
640.3413290471767,2,2,2,909333.27
653.7535815091543,0,1,0,270037.6
1061.9416546417751,1,2,2,1100382.17
728.6090674823861,0,0,1,254988.39
1102.6159287867001,2,0,1,803440.9
224.99741905620624,0,1,1,99427.79
817.763335232145,1,1,2,640930.85
295.5047676959787,2,1,2,382593.22
941.5854534689283,0,2,0,441029.71
1072.4506281349811,1,2,1,829339.72
419.0224889221498,2,1,0,350143.84
476.04276977660743,1,1,0,260745.07
790.8224584987145,2,0,1,573341.64
316.08961044576967,0,0,0,102083.84
361.10305935377676,2,0,2,353293.63
639.5519851752325,1,1,0,399161.87
90.17401385198575,1,0,1,41790.12
1111.0091653019701,2,0,2,1014817.4
553.9353175381157,0,1,0,225026.8
485.67928499103357,0,2,0,251011.76
459.4874217187607,1,1,2,353750.42
264.3431755051998,0,0,1,92975.22
202.7555907185728,1,2,0,154719.7
662.8517647498812,1,2,2,775133.8
1161.1494463250863,0,0,1,408974.04
677.5351203516354,1,2,1,565563.06
964.7692089395099,2,0,0,701036.69
752.714030747771,0,0,1,274018.57
361.9129469660099,1,2,1,278183.04
895.6694995744353,1,0,2,624932.94
881.8726154881978,0,0,2,385445.65
1023.5594260678176,2,0,2,934812.8
250.65831932724808,2,0,1,203217.42
928.746849175031,2,1,2,1224071.27
431.18129810339417,0,0,2,177120.85
995.0918126082148,2,2,2,1371492.95
307.08677849419246,1,1,1,181677.46
1083.2111830691206,0,2,1,627331.25
922.5908028048862,0,0,0,271225.18
282.72507422746884,1,0,1,153835.18
892.290663512937,1,0,2,537155.49
717.5771203654336,2,2,2,1213127.5
153.8899400399977,2,2,1,199167.85
569.2699268996784,0,2,2,405012.35
743.82039561294,0,2,0,371300.87
363.4982101442674,1,0,1,201894.93
993.0721912947937,1,1,0,571768.96
1192.6952079414896,0,1,1,470812.47
776.8918458156855,2,1,1,717081.56
375.14519106411655,1,1,0,199558.23
390.4917324663833,2,2,1,488018.36
84.53942896146438,1,1,2,74237.68
311.06785222632107,2,0,0,203724.7
1084.5202965862566,0,0,0,341532.39
785.2031144152412,2,1,0,700245.86
1188.5794104103197,2,0,1,935077.58
809.6847692209194,1,0,1,425256.6
600.8604901770274,0,0,1,224309.14
105.55590757173259,2,1,1,95895.73
374.6956674191205,0,0,2,162852.73
676.8552631632052,0,1,1,344680.54
24.276186757159582,0,0,1,9147.5
490.27758133869935,1,0,0,215505.93
1076.0062022844593,0,1,1,521876.57
467.6550350052662,1,0,2,280566.18
51.39984712513946,2,1,0,43079.32
629.40716673976,2,1,0,498326.3
1189.2509628523308,2,0,1,977099.33
971.435399962619,0,2,2,728826.04
823.594314538541,2,1,0,719456.75
94.1723419674862,2,0,0,63104.86
889.4790866161237,2,0,0,516377.72
1157.0319537513558,0,0,2,522787.05
837.6662858416527,0,2,1,533676.7
846.7701183917909,0,1,0,330853.46
117.36844800817923,1,1,2,89326.01
553.2184015718457,2,1,0,441575.96
845.5049526055669,1,0,1,393572.91
879.7520440886083,0,2,2,569607.06
1039.8881392502299,0,1,0,435730.06
105.34208863569553,2,0,2,111349.28
1082.112568039299,2,0,1,844949.44
845.8222244364543,0,2,2,600897.79
784.7328818690328,0,2,2,690894.52
1039.9624778958237,2,2,0,1013104.64
1082.1870026924762,1,2,2,1131448.96
185.60825663309586,1,0,0,71719.7
953.7517698695553,2,2,1,1224253.57
876.8703471332146,0,2,2,626931.6
109.99178098403692,0,0,2,47600.08
327.0280361210798,2,2,1,429957.27
871.6536642213844,0,0,2,403468.69
168.3437233646845,1,2,1,137042.33
653.7662851194955,2,1,0,580604.44
485.7123696953491,2,1,1,482326.14
905.012228986513,0,0,2,436710.33
1021.9388170043819,1,2,0,786098.77
385.9593742618679,0,0,2,173391.35
1142.5060599891165,1,2,0,884765.54
838.6393716617649,0,0,2,358297.34
518.4022405411972,1,0,2,335648.16
35.51753111246543,1,0,1,19539.28
498.1621044242594,0,2,2,349075.24
122.65092124679313,2,2,1,163276.85
150.0529039175033,2,0,0,96881.21
989.2301642943837,0,2,2,733918.43
498.1036679189539,0,0,2,253422.42
68.29130002502815,2,0,2,60408.26
204.02487854398092,2,0,2,235010.74
405.33316487649796,0,2,2,285934.38
112.66707900676558,0,0,2,60814.87
769.1683035534166,1,2,0,553996.15
598.9603512642236,2,0,2,576295.2
719.6642726402042,2,2,2,1193795.72
787.9256184168124,0,0,0,264060.64
731.8780669134715,1,0,1,386650.37
650.6494666777592,1,2,2,647591.66
1105.118215122841,0,2,2,800774.47
532.3579101185423,2,1,1,553102.42
982.9524683152505,0,1,0,382895.75
90.05694464926101,2,1,2,96299.15
848.436029046309,2,1,1,711965.55
465.01748300098353,1,0,0,205842.82
23.542606557026218,2,0,0,12831.77
852.094217848016,2,0,0,547991.71
1076.1283014762655,2,0,0,656527.67
1189.5008396193932,1,0,0,520860.56
1163.0800034295187,0,2,2,908743.36
443.15485429863685,2,2,2,734240.76
65.42407231472163,0,2,0,32005.72
778.3627662160025,0,1,2,435739.64
457.59444203251843,1,2,0,393286.1
716.9261440825993,0,0,0,226080.06
711.7271853859737,1,1,0,389435.68
194.06668595616867,2,0,1,162290.57
585.8897006746615,2,1,2,703087.58
468.5666103338777,2,0,2,418824.8
258.39661720579215,2,2,2,422697.4
426.6826825345762,0,1,2,255404.86
805.1285624509964,0,2,0,431422.71
103.7157695670805,1,1,1,66596.17
964.5609084124541,2,1,0,803197.88
139.31395917517696,1,0,0,61752.1
180.9250377457665,0,0,2,85080.86
258.17038487497575,1,0,1,148724.38
185.1847396861525,2,0,1,127763.58
570.3013985447001,1,2,2,610234.45
1112.0873235009758,1,2,1,879422.47
200.36322450947674,0,2,1,105058.66
652.7568859912818,2,1,2,818470.13
774.0639918221805,2,1,2,1117162.57
885.8484120753714,2,1,0,743354.57
1068.8106829087494,2,1,1,1000264.69
82.99637005019308,1,1,2,77723.81
615.0711722043062,2,0,0,448144.84
1008.2629511382175,2,2,2,1533579.16
330.43602904436733,2,1,2,428900.73
243.0151535582959,2,2,0,284301.86
1031.2341334426553,0,1,0,360616.8
273.26409259211607,1,1,1,176165.03
109.01713049370031,0,0,2,46452.86
321.0272740054093,1,1,1,219245.37
876.0178758609837,2,0,2,939612.2
587.0626803455991,2,0,1,477269.84
212.7296987228385,1,0,2,126086.54
1180.742602516203,0,2,0,606430.77
38.969033283879355,2,0,2,34410.48
165.33765717051926,2,2,1,192212.79
696.4962407018629,0,2,1,446836.53
922.5807092075731,0,1,1,448235.15
526.5160503570644,2,0,2,556872.56
320.15353950814955,1,2,2,383091.67
728.8738481145801,2,0,0,510294.18
20.67915319074821,1,2,2,21599.21
660.224697163099,0,2,0,321617.84
117.74418636345881,0,2,2,90342.08
395.7722025170592,0,2,2,321662.18
276.507638132406,0,2,2,204670.14
372.38132467565305,1,0,2,235570.4
911.6339689550147,0,0,1,358380.6
960.4135382616805,2,0,0,625093.4
772.8858712646504,0,2,1,411676.55
378.2869059130124,2,0,2,364262.23
109.73325570863801,2,1,0,87729.39
48.302317116695875,2,2,2,80575.02
1094.2020017601517,2,1,2,1408090.99
652.7878704653596,2,0,0,433221.01
131.6671061600714,1,2,0,103076.99
117.21191271060219,2,0,2,105810.05
724.408824841753,1,2,2,862012.92
1196.5896133841707,2,0,2,1287341.6
930.5754057332853,1,0,2,641998.77
365.9749097395558,0,1,0,145183.38
377.48408530116416,2,2,2,586420.03
354.67324739787534,0,1,2,212772.02
819.9393384811111,1,2,1,719530.27
