area_sqft,thickness_mm,location,quality,cost
2627.328392234112,12,1,2,175162.92
2222.6117285099813,10,0,2,94157.4
156.9797954076356,10,0,2,6885.31
4140.1450247620705,20,1,2,438202.53
4485.995820606845,20,2,1,441335.71
744.2329905431233,10,2,1,40311.71
2792.4789105182945,12,0,2,147923.74
587.4499186204456,12,2,0,25402.53
3377.588460547068,12,1,1,166114.3
1442.1072300030912,15,0,0,48711.94
3314.1420417249137,12,0,0,98447.48
3648.623340720069,20,0,2,350530.84
3854.805084992402,10,0,1,118906.9
583.3176824816879,15,0,1,28513.12
4584.258633431159,15,0,0,166107.58
1189.55925492966,15,1,0,51512.84
235.1921530720899,15,0,1,10616.51
2796.519723487843,15,0,2,182889.62
1886.0653051190718,10,2,1,102466.49
4157.459228505445,20,1,1,297390.12
4050.844786718294,12,0,2,206438.79
1619.837519472441,10,2,0,65754.2
4766.852005595238,15,2,0,288886.62
1490.0432987935872,15,0,1,64883.6
2599.532789696987,12,0,1,88927.05
1317.0271983096336,10,1,2,76787.74
4683.415671742368,20,0,1,260039.01
864.8086970309898,20,2,1,85126.24
272.30756599202846,12,0,0,8065.52
2203.730447015038,12,2,2,202949.93
4962.259042076394,20,1,2,497899.74
4463.802467961824,12,1,1,218245.65
3755.6096963118985,10,2,2,285615.8
4459.422829848698,12,1,2,282111.43
4472.560866504423,15,1,1,259063.54
2618.3488839129227,15,2,0,166390.24
1613.8488065624254,12,2,0,72580.77
3871.4615389493906,10,1,1,129674.31
3325.2232526804173,20,1,2,363667.18
1899.6057579248647,10,1,1,78880.77
517.6100069045006,15,0,2,36163.42
3746.6085761776785,10,0,0,91746.83
1349.1795538181802,15,1,1,83243.74
4687.2250951422075,12,1,1,211787.85
1242.8043462781395,10,1,2,74644.08
657.6517654368558,10,0,1,20848.73
4164.007727018286,12,0,2,228963.87
808.7573672912455,10,0,0,20016.94
937.3781253808085,15,1,2,79391.62
3016.944818028175,20,0,1,187952.55
4379.082102145449,12,1,2,312940.24
1022.3515952871376,20,0,1,65898.14
1586.1021808554692,15,1,2,131466.34
3898.153949293829,10,2,2,290099.39
4860.540809001788,12,1,2,314088.3
2528.6688717015945,15,1,2,220668.16
762.2926376286913,15,2,2,82453.56
118.98462415559764,12,0,2,6022.91
1186.7973484943336,12,1,1,59178.23
702.5199780432791,15,1,0,28600.92
3404.4104343836443,15,0,1,165364.1
653.070897911229,20,2,1,66888.29
2556.333161522133,10,2,2,189214.83
3486.599056432288,10,0,0,85703.84
2926.5272156434667,15,2,2,296182.49
1038.8894757172852,12,0,1,37649.34
4030.4164046022006,20,0,2,383244.28
3591.265291598218,15,2,2,423118.39
3707.9708193819315,10,1,1,175345.02
698.7358702087006,20,0,2,58911.57
662.5813280692058,20,0,1,40690.87
4641.434627482213,10,2,2,303415.23
2018.0120594334562,20,1,1,159404.01
1539.6960243156518,12,1,0,48166.46
2468.49102449009,10,0,0,55826.72
3331.177853179733,10,0,1,107418.17
4780.335122382501,10,2,0,160132.92
1467.9088230661723,10,1,1,59234.9
4627.801725094534,20,2,0,377379.08
173.05448236196878,20,1,1,14194.27
2798.230309517782,20,0,0,137897.75
3188.1768028213714,15,1,2,244375.0
574.1921485662288,12,2,1,31883.59
744.6810054663675,20,0,2,69446.84
2124.615880615704,20,0,2,188058.05
4832.847965108749,12,1,1,229337.51
3000.4106385101454,10,0,1,95768.25
4668.464946921045,20,1,1,345731.8
4031.586532284205,12,2,1,257119.13
2363.538927698693,15,2,1,188020.66
3934.579073798328,20,1,1,320607.78
138.2920806860893,10,2,1,6964.25
590.2627839903879,12,0,0,17002.33
4155.671643669545,10,2,0,161048.38
3994.2445872095504,20,0,1,260762.55
1201.5716727338468,10,0,2,51892.28
2677.3094734653146,10,1,1,106471.0
3049.778312465054,12,0,2,155520.09
4345.307821191255,12,2,0,198978.49
3035.380428826692,15,1,0,119135.61
2092.2292679047177,20,0,0,97841.28
1902.2110148655543,15,2,1,146157.59
2158.116327548874,10,0,0,56051.14
3277.0585766208724,15,2,1,236160.27
4344.078627174008,15,2,1,307757.65
2296.7895662776837,10,0,0,51057.37
1276.8058366092228,20,1,2,140847.29
1221.4786968380267,15,1,0,52503.42
3742.77068720506,20,2,2,463006.95
4092.0153789483566,10,1,0,108388.42
571.1264952779186,20,1,0,35913.96
379.4663419281319,20,0,1,27628.27
2992.4466355944364,20,1,0,181218.05
773.5575587538565,15,1,1,45865.75
4132.087742758889,10,2,0,158988.37
1586.1566359241685,12,1,0,52497.22
762.1660682071561,15,2,0,47275.59
4608.803838812879,12,1,2,332484.54
869.382027539627,12,0,1,31659.1
1459.364407572781,12,0,2,78449.81
810.3863062006902,15,2,0,44616.75
621.6758151435071,15,0,2,42007.19
154.6826808653782,15,1,1,9078.18
324.20727536308755,10,2,2,21625.89
914.4752811324709,10,0,1,29741.15
314.24056650451814,20,0,0,13244.88
2976.1618897493076,20,0,2,257411.65
3419.5369076575566,15,0,1,161351.98
1998.4707613185399,12,1,2,135529.71
1624.0559299126446,12,1,2,107097.13
2547.404873260039,15,0,2,165900.57
4381.274464061313,20,1,1,372411.13
4263.10155276992,12,2,1,280675.83
265.2015569633201,20,0,1,17981.67
948.4171275027942,12,0,2,45719.6
1221.8871119667604,12,0,0,35814.42
1284.4685003694485,15,1,0,62238.11
2877.601626126725,20,0,2,220528.72
2110.499007230802,15,2,2,203456.62
293.8078936415902,20,1,1,26512.33
1899.3899853748794,20,1,0,114043.63
2642.5770961523044,10,0,0,59006.74
553.2759193733941,20,1,1,40416.03
4175.61984125337,20,1,2,431618.96
307.21123900226604,20,1,1,21018.96
4627.967251639408,15,2,1,369257.01
540.6100508203838,20,0,2,49794.13
4225.696010408876,15,2,1,361254.42
4518.133062441704,20,1,2,426464.79
4898.874868903634,12,1,1,244351.36
4020.0281073542883,10,2,2,284576.14
3908.413826818078,20,0,2,356447.37
3230.292216177961,15,2,2,283408.91
3906.0319551617386,20,1,1,311800.19
716.033431645078,10,1,0,19290.56
2703.5367779408048,10,0,1,79943.28
2595.403207442552,12,2,2,247101.69
4294.98211340666,15,2,2,506510.87
2340.8568596879036,20,2,1,246744.6
1956.1930056967497,15,2,0,95531.33
3215.838192623695,15,0,1,147050.2
1368.993421629188,12,2,0,70215.07
741.8536342220865,15,2,0,41607.12
2415.492506417542,10,2,2,156263.08
2113.602374544681,15,1,2,173393.76
1201.2212056179249,10,1,0,34811.54
1869.1834600698837,10,2,1,89755.37
1863.6426266399246,10,1,1,71134.39
1671.1030438421,20,1,2,163546.26
1928.3471946482985,10,2,1,117407.69
3444.42956000693,10,0,2,140562.31
1519.5385491278623,20,1,2,158750.0
4746.846737240935,10,0,2,200728.77
4585.92269671398,15,2,1,375299.72
2430.506620085389,10,1,1,83940.21
1675.3879647732094,12,1,1,79979.99
2700.4022096585154,20,0,2,236268.33
4250.374419429441,12,0,0,122669.07
3280.307335772505,12,2,1,206902.96
4031.7395483380333,20,2,0,283237.4
2686.975266525414,15,0,0,93334.87
3182.9422648747227,20,1,0,192621.53
1476.3702902031855,12,0,0,41506.91
3687.7211534359394,10,0,2,158874.3
1051.902735972306,10,1,0,33745.59
3489.2507376515664,12,0,2,191798.97
4310.559388213175,10,1,0,119888.96
703.9090446426425,15,2,1,53743.69
3091.179715682503,10,0,2,137710.21
520.7239537381763,10,2,2,33821.34
3642.292359943563,15,0,0,127504.44
468.2414331764252,15,1,1,28915.56
4682.902122368099,10,2,2,305135.78
730.1692536871207,15,1,2,62777.97
4796.4572172499475,12,0,0,142087.39
4014.3766716212285,10,2,1,179052.66
2988.725922108453,12,0,2,160641.04
3923.9893179162573,20,2,0,328958.14
3985.818452966275,15,2,1,310875.49
4732.833960945785,20,2,0,326272.91
1304.2476015039767,20,0,0,63457.13
2970.8756820236304,10,0,1,91510.4
520.493527943786,10,2,0,20498.2
3100.0202151194003,15,2,1,253160.88
897.8919552593046,12,1,0,28830.19
2846.5055267885873,12,0,1,111066.0
2883.531044467556,10,2,0,101739.52
2356.6265072570754,10,1,1,85823.77
2637.0272887899578,20,1,2,300728.2
3831.4207805326105,10,2,2,271679.56
4006.2613467347296,20,2,0,249581.63
2486.1584170983742,12,1,1,124763.44
3017.987535536931,10,2,1,144008.32
4659.619366666004,15,1,1,279799.44
642.6812630805579,10,0,2,27037.74
629.662651205547,12,0,1,25802.99
484.15960895830364,10,0,1,16051.22
3306.4232609506125,10,0,1,107712.8
2122.1110889123784,10,1,2,119515.77
3882.891009902124,20,2,2,542507.88
3372.5954958775333,10,2,0,135564.25
1701.506903724779,10,0,2,75210.99
4496.914409439602,10,1,2,259744.31
3824.5341279997288,10,1,1,168387.5
1389.1479575053697,10,2,1,77751.8
1852.7504879716673,10,0,2,80654.47
1606.4779020111014,10,0,0,41657.05
830.1776606937483,12,2,1,49257.56
781.5276940838487,12,0,2,40461.49
4683.830943709933,10,0,0,113351.37
2217.6249841338285,12,0,1,83502.53
1947.4331227481787,12,1,1,99290.49
3661.9442579530205,12,0,0,102740.97
2787.3156730018545,10,2,0,93438.54
4683.892934850388,20,1,2,461973.58
3912.492394851491,12,1,1,199821.27
2422.8793424164746,12,0,2,117495.6
1912.9793937300897,15,1,2,155958.4
4933.826147375394,12,0,1,183342.25
3602.913168218035,15,2,1,290539.68
4758.4135670190135,20,0,2,411110.34
636.4689572243548,20,0,0,27872.1
4260.1417119943735,12,1,2,248087.64
3203.5157257564774,10,1,1,135658.2
653.5123077588073,10,2,2,45347.35
2961.8770998476425,10,0,1,85273.84
3446.1770072719714,15,2,0,199062.48
110.89829514858405,12,1,1,5444.98
2298.8739111166456,12,0,1,86041.85
4135.72758042179,10,2,1,213577.69
1512.0271754532448,15,1,1,97330.11
2319.813004902828,20,2,1,242249.79
2239.454928986071,20,1,2,217268.13
1544.5405876403333,12,2,0,70531.66
4596.287382801994,15,2,1,382987.89
3917.4054753860037,15,2,0,202043.04
597.412634430747,20,2,1,65238.44
4985.321556295987,12,1,0,173440.24
4402.040120323339,12,0,2,204918.5
1455.346767426993,12,0,2,80433.49
4192.638069321644,10,0,2,171490.0
576.7766827633452,20,1,1,46105.17
4995.568415847481,12,1,0,178535.5
3345.1394437273575,20,0,0,157122.05
3268.118827016045,12,2,1,193013.18
497.6815985714571,15,2,0,30649.66
4490.315324538295,15,0,0,147458.69
193.54754086212364,20,2,2,26530.61
1242.0988873036779,15,1,1,78882.41
757.9582820748433,15,0,0,26269.71
3895.0013064264817,12,0,2,197149.39
1031.1109247038444,10,2,1,52322.29
4557.659224297882,20,2,1,411231.5
3298.531744671076,20,2,2,495054.05
229.00541694874627,12,2,0,9509.32
76.87767893706729,10,1,1,3063.57
305.7066892212747,20,2,2,36018.35
3049.329629356252,10,2,0,116083.56
4017.3349637541055,10,2,2,256364.42
1230.836462105573,20,0,0,50363.5
4254.573772469211,15,2,2,416851.78
333.2981037586389,15,1,1,17584.75
4014.7710755262974,15,0,2,257063.21
4642.587379352788,15,2,0,263536.47
3871.9365755666836,15,1,0,167079.64
3505.6978806942543,15,1,1,199201.35
4198.002082344146,20,0,1,282982.16
248.7489327579788,10,2,0,9211.57
1048.8214480593242,15,1,1,67579.02
668.3722125629332,12,1,1,26973.72
2547.428401455283,15,0,2,167164.96
3738.6812352277802,10,0,1,120611.81
3168.5586306531736,20,2,2,418406.2
4263.098943821578,12,0,0,127790.65
818.3043125833999,10,0,0,18894.43
3686.3744050790497,10,0,2,159871.9
1005.5553798010753,15,2,2,108191.48
1390.2558190231111,12,2,2,131683.67
3564.028251542454,15,2,1,267793.26
4902.013685248475,12,1,2,319733.3
3077.1408495864944,12,2,1,206360.54
319.7765592069132,12,2,0,14291.29
3100.7294011412873,10,0,2,143277.83
259.6352303218271,15,1,1,15440.98
4426.521271265745,10,2,0,170619.49
3562.4125112480724,20,0,0,163020.12
906.982839791391,12,0,0,24633.74
504.01897882978045,10,2,2,35221.47
958.489482957579,15,0,1,43013.53
4901.134538793252,15,2,0,261188.03
2319.875180169525,15,2,1,177649.92
3931.2006942899693,12,0,1,150149.07
3200.2212934334952,10,0,2,143735.83
2883.4450922952547,20,0,2,241273.44
768.394760591996,12,2,1,52545.4
4732.821045112571,12,0,0,120407.34
1541.646030947854,10,2,1,74738.91
2911.185218247334,20,1,2,321332.02
3513.890925715877,20,1,2,412090.59
3263.704118464279,15,1,1,184453.2
4705.942327992816,15,1,0,226064.17
784.7730001042871,15,2,2,86693.02
2566.346055312363,10,2,1,137113.42
2049.9702341667917,12,1,0,73621.43
2397.1352109389595,12,2,2,207435.03
640.1267546788358,12,2,1,38323.8
713.7683188701884,20,0,2,59311.88
1426.473951617224,20,0,0,63816.68
1558.287788616115,15,1,0,65497.01
2168.120907722682,10,0,2,97657.83
3074.38835783131,12,1,0,116122.77
3191.414131220402,15,1,1,176540.15
2088.4639380985727,15,2,0,110535.31
2073.476391672051,15,2,0,128279.08
1127.2612071499618,12,2,2,94143.84
2962.115929624591,20,2,0,233343.27
1619.3525110203275,20,1,1,124922.38
228.49617967295032,15,1,1,15436.68
2121.0802185764587,20,0,2,183913.62
2396.956741696343,10,2,2,177074.1
1166.6846976108443,10,1,2,66823.95
2883.6667689544724,15,2,1,197902.88
2850.570907138009,15,1,2,202774.43
3524.910796496338,10,2,0,127498.24
3257.3449868959897,20,1,2,351745.88
3279.543629779106,15,2,1,254289.37
1615.2600515290135,10,2,0,65203.59
3947.7894988304715,15,0,0,128043.5
2768.2646988184133,20,2,0,193418.0
2185.520066140456,20,2,2,286016.71
3148.7617806582325,12,1,1,162074.4
1835.2538055287587,20,1,0,112132.22
2588.059260803453,12,2,0,106441.64
3696.6931579869906,20,1,0,225513.15
4437.694289282354,20,0,1,271432.46
4609.233126611199,12,1,0,144699.99
2542.9829796563413,15,0,0,88240.86
2625.361817965817,20,1,2,280658.64
4009.3585332809907,12,1,2,273232.07
1606.5309241337961,15,1,2,128845.2
4195.042693608089,15,1,1,270331.97
2496.001150261246,12,0,1,103725.44
623.4907854595785,15,2,1,46460.75
406.6927780110713,12,0,0,11179.16
4217.866394645343,15,0,1,215254.95
325.0611886890456,20,0,0,15128.59
1439.0266088615967,10,1,2,83044.45
1703.9437004826518,10,0,0,42458.7
906.3225036983893,15,2,2,84334.25
1603.7721805198466,20,2,0,125688.19
3726.328205289174,20,1,2,413527.51
122.6800756223503,12,1,2,8187.01
4144.508451377398,20,0,0,197399.3
4289.9127166940625,20,1,0,255083.55
1892.6947872981634,12,1,1,102017.22
810.3838503501422,10,1,1,33233.38
3024.16001932815,20,1,1,233603.59
642.379151531227,10,0,0,14533.99
1856.35083733735,10,1,1,72762.67
4794.224445459813,12,1,2,338512.69
4977.5491392890035,20,1,2,498340.5
3871.9192122051986,15,2,2,451500.99
1589.2594741077928,12,1,1,77213.77
3453.941993372158,15,1,1,175809.83
3541.761509145863,20,0,1,247167.27
1969.8163910600663,10,2,1,108086.43
3222.398741201489,20,0,0,146446.21
103.1018426295974,15,2,2,11031.64
1084.8354100810952,20,0,2,99997.01
2649.187099687943,10,1,1,114585.16
860.5689560785646,12,1,2,55345.04
871.2389959888415,12,2,0,43371.49
4189.706238223677,20,2,1,430037.75
4946.208363283848,15,2,2,566056.66
2802.0486687408197,12,2,2,210395.58
4203.395167864482,10,1,1,186080.08
4952.092238415049,12,1,2,282428.94
750.8996484154347,10,2,1,36878.46
2268.815785609038,20,1,0,141818.29
1993.2349434175035,20,1,2,217423.3
446.2439540486159,15,2,2,49471.42
3788.8843553339852,12,0,1,133375.59
2197.2061852468355,15,2,0,117601.39
2373.1683242424865,12,2,0,105773.34
795.8312203755389,10,2,0,26883.45
945.5869285427972,10,0,1,32657.14
4540.162929673264,15,0,2,293679.28
271.01299042268045,20,1,1,19953.27
1202.618810471346,10,1,0,34927.82
1495.6936850569155,12,2,2,126305.29
2476.4778348878526,10,2,1,133183.24
2952.90360642324,12,0,2,152232.22
2491.7853804607994,20,0,2,204329.94
466.370906056566,10,1,2,24877.92
1256.1538975757821,15,1,2,117063.5
4225.762504574579,10,1,2,234355.57
3206.0640673683724,10,0,2,129488.77
3263.287798164658,15,1,1,209544.57
3367.506113989207,12,1,2,254645.0
3826.3699442456686,20,0,2,343888.93
337.6369845211643,12,1,1,16138.93
1864.7115054164312,15,0,0,58501.36
2720.6608045453095,10,0,2,117102.03
1725.3595923217638,15,1,2,128081.79
4230.170422771574,20,1,0,251835.06
2438.733917507105,12,0,0,58303.12
3854.706567823927,10,0,0,93563.89
4267.476808561787,15,0,2,243039.98
2548.7178403723155,10,2,0,97226.68
4552.283607163182,15,1,1,302949.9
2956.263505658054,10,0,2,119720.37
4258.8577792269225,15,1,0,177683.67
1735.9244381780452,15,1,0,77892.08
2519.1439447308517,20,0,2,209997.96
2680.4846529726597,10,1,0,84701.77
569.6495936855493,20,1,2,60511.53
2022.8349081726262,12,1,1,103683.48
4590.821479130796,10,2,1,246715.11
3172.619589805475,20,1,1,254705.79
928.657583062989,15,0,0,32827.07
1727.3353962675446,15,2,0,100688.92
998.4348978303642,12,2,1,60643.6
172.87450240293407,10,1,0,5456.49
4640.9292695949325,10,2,0,160151.64
2268.626274871514,20,0,0,117792.67
1572.2986084828915,10,1,2,77519.26
3012.4620982107963,15,2,0,183701.35
86.20655865042741,12,0,0,2742.1
1426.2094276740286,20,1,1,127904.49
3530.015655209518,15,0,0,105833.05
3187.1603766928515,10,0,1,102319.03
4909.939440335551,10,1,2,266459.48
3120.770662807318,10,1,2,188187.28
2413.654074457277,15,1,2,177349.29
3819.091187760838,10,0,1,121907.97
4521.4729662220625,10,0,0,98541.59
3617.4449362558403,12,1,1,176239.69
4817.895556569429,10,1,0,135163.05
3920.925595153977,12,1,0,138877.07
4340.667119396536,12,2,2,357340.27
614.8151523590041,12,0,0,15471.14
3675.4468398192494,10,1,0,114580.61
2228.4390626604745,12,1,0,67025.73
2787.863821935812,15,1,1,169026.92
3287.806926937666,12,0,2,167195.76
4850.584827692569,20,1,1,406021.91
4923.661503086541,12,2,1,353865.48
1476.729815165131,12,1,0,45022.58
3682.079812317685,10,2,2,247918.06
3762.4185127795795,15,2,2,391240.48
1765.1396634995915,15,0,1,80248.27
663.155385577894,10,1,0,20293.47
252.6874534143128,20,0,1,16135.88
3897.8484812694337,20,0,1,236579.31
2474.013721993684,20,0,2,199091.6
4928.4238389998845,20,2,1,438611.42
2351.6186081585824,10,1,0,71564.32
4890.689046415509,20,2,0,354343.53
2087.3012108605963,12,2,2,199511.05
3978.7266452718645,20,0,2,374818.96
469.8553979435687,10,0,1,14727.64
2799.535465181931,15,2,2,292929.66
4020.195945579335,15,0,2,245248.48
4627.273252738449,12,2,1,285219.18
4121.786298556286,12,2,2,336953.61
233.0050996458124,10,2,0,8782.48
1894.8765894683343,20,1,0,116781.98
291.05743795356375,15,0,2,21495.95
590.9473410170622,20,0,0,26256.01
3392.7628619040465,15,1,0,131725.15
3580.628071742906,12,0,2,182014.42
3879.91737962055,15,1,2,316502.89
4334.009912875531,12,0,2,233499.6
3710.1857689587237,20,0,2,345888.99
4014.3143809278286,15,0,0,126163.65
292.37036362523224,15,0,0,10431.6
1210.948994684428,15,1,2,111321.27
3128.3939782074667,12,0,1,122992.8
4297.7202578928745,20,0,1,253291.06
72.27561845131265,12,2,2,5439.44
2597.4152434759317,10,0,2,110996.03
3402.572626853766,12,1,2,245111.46
196.5560811866354,10,2,1,10132.73
2036.7100098892702,15,0,1,92445.0
4483.392662849299,15,0,0,143844.15
3374.4834038365007,20,1,2,417273.89
1226.4088986349568,12,2,0,47603.33
4271.266591677968,20,2,2,584158.89
1772.755545877096,15,1,2,132411.59
4274.056122163094,12,0,1,162144.77
1529.7710730385825,12,1,2,98622.68
2972.0852418715876,20,1,1,251901.73
2014.8533353517787,10,2,2,127005.74
1410.3840012375817,10,0,1,45046.1
4438.459932750752,10,1,1,156306.89
978.5887256004821,15,2,2,90728.34
469.8173766170273,20,0,2,39768.05
1742.5383458010187,15,1,1,107772.92
3602.3137808257593,12,2,1,236066.45
4046.7864495825943,10,1,0,122212.74
4993.779681830486,10,1,1,199068.99
1516.9921822052663,15,2,2,163661.15
2069.312658099847,10,2,1,104310.29
727.2653262466501,20,1,1,54382.91
2895.616051634016,20,0,2,235375.58
4988.021184451441,20,0,1,313843.43
3519.3610000972594,12,0,1,127648.29
2996.3035600461903,12,2,0,152158.16
1992.2270099628804,20,2,2,267820.97
4580.728863413497,10,1,1,158223.48
2509.7371508452297,20,1,1,210537.33
715.1162208996544,20,2,2,105830.69
1858.6233928357108,10,1,1,74782.88
382.47501079644616,10,2,2,26958.82
1049.7962365594688,20,1,0,60144.76
137.4604659495654,15,2,0,7653.81
2293.735586675809,12,1,2,147029.31
3190.974311511396,20,1,0,186422.79
1749.2976887755933,15,2,2,181490.39
2130.889768951122,20,0,0,86362.09
4798.085900580651,12,0,2,230309.68
3772.217451795832,15,0,2,247944.65
2727.2403528775085,15,2,1,195942.84
1458.477331803535,10,2,0,51759.97
4490.134153926327,15,0,1,225760.63
1213.7307285592644,15,0,1,51226.21
1660.4465160575514,10,1,0,44704.94
4549.870831393595,20,2,1,491648.92
2671.233173661108,12,2,2,212797.09
3724.473849618985,12,1,2,239679.5
2974.1867311106425,10,1,0,70325.34
3284.524084597001,20,0,2,302962.44
1531.9472929983865,10,1,2,88265.85
1244.7917050519814,20,2,2,174554.27
1646.3371184848932,15,2,1,117910.89
819.4357422129412,10,1,0,26414.29
4377.856108189497,15,0,1,242969.15
1452.0723195880646,15,0,1,77695.28
2829.372502351204,12,1,1,143645.13
3970.2734044498015,20,0,1,256108.34
3929.929341409782,10,2,1,198543.89
2220.0119799917547,10,1,1,96861.68
2407.473677504292,20,2,1,247500.41
4973.773657228373,20,2,2,553155.98
3389.257511046169,12,1,2,220024.93
4082.4602934335194,12,2,1,250946.7
4517.642147635198,15,2,2,454260.99
3948.569689335229,15,1,0,182528.61
966.6377575201595,10,2,1,47819.63
2832.7451320009823,12,1,0,100457.31
554.3760787069971,15,2,1,35769.79
3281.964526491792,15,2,0,172852.32
4778.9796695296645,20,1,0,272360.04
