roof_type,area_sqm,pitch_angle,location,quality,cost
1,457.5201171882034,22.02016953617948,0,1,987550.3
0,135.46258864889495,24.358529482217754,2,2,309066.1
2,409.68298336674707,0.0,0,2,1876179.87
2,218.71339742700772,0.0,1,1,1025694.66
0,76.41139636712228,5.2332487789146365,1,0,86807.52
0,470.01063684949685,28.50855952903334,2,2,1152847.32
0,469.7410920525734,32.39697265909752,1,0,771915.66
2,656.632833483624,0.0,2,1,3809937.74
2,73.06583882386772,0.0,2,2,523247.88
0,236.91027340150828,11.797497686069862,0,1,239772.44
0,601.8779853619939,43.71338109705056,2,0,1295843.07
1,196.24275723452413,10.235222729288424,2,0,551836.77
1,22.49381984843545,20.836469138897257,0,1,44471.78
0,579.6079721763878,41.09475597120007,1,0,777678.94
2,661.2419972391584,0.0,0,2,2830214.98
1,457.16879775802937,43.27179298366191,0,0,1039538.05
0,387.0254429820152,43.29937797176606,2,2,1109351.09
2,50.02670270092233,0.0,1,1,219397.08
0,358.1929007173706,6.9811261818662995,0,2,468345.12
1,592.6550670461608,26.417734251923353,2,1,2051121.15
0,501.90407360171014,23.49822819619035,2,0,842518.83
1,228.5198497876365,9.949713255987236,1,2,713616.39
2,604.2862563404949,0.0,0,0,2166965.21
1,248.870778796492,43.812113572012194,2,1,1082099.48
1,63.71647533417753,32.649448369090436,0,2,196449.35
0,263.1415334893237,20.742985822145226,2,2,616410.04
2,476.6740230853222,0.0,1,0,1858957.52
2,609.2935859142318,0.0,0,2,2550543.11
0,599.1593982027003,31.86483775912108,0,1,788065.96
0,75.48491084771922,37.643550341701754,0,2,133005.62
1,21.914532881483954,25.405623518976075,1,2,75836.43
0,619.4113537681433,11.829483084431352,2,1,1129951.9
0,322.1621134148118,40.17946533436096,1,2,726761.68
0,558.9512264084663,20.925174615430503,2,2,1317659.97
1,283.67050435617375,17.949666443196133,0,0,478073.45
0,484.0063496179604,16.791377429693224,0,0,420489.65
1,29.15663878932287,24.93851991316098,0,1,67011.4
0,451.04894810370746,12.164759420347444,2,0,676713.66
0,377.4411921586556,44.61609269990441,2,2,1226197.88
1,618.07726499509,33.69759354179113,1,0,1647440.79
0,698.5117917175735,29.52152914598514,1,0,1002880.4
1,282.6568692974784,37.25924999943546,0,2,960923.06
2,207.420528083817,0.0,0,1,686370.36
0,541.978562714326,19.634458154007724,0,2,808772.28
1,636.1504147600972,35.233209758336635,0,1,1473280.94
2,693.7401991147361,0.0,1,2,3648212.15
2,342.51959994249114,0.0,1,0,1321187.76
1,680.7118463962203,42.29245291959518,1,1,2044791.56
0,660.599820911801,30.665224802148945,0,1,801905.62
1,637.8550349925226,20.494127952778733,1,2,2106658.94
2,93.56667579155774,0.0,0,0,287407.64
0,465.55808917333184,21.401493878350642,1,1,682436.76
2,644.7481625207347,0.0,1,2,3657157.63
0,304.61053041616594,28.969775303643267,0,2,544578.32
1,118.02269596602582,21.82910051488713,0,0,250796.45
2,270.2381950029608,0.0,2,2,2066694.84
0,248.37415966211714,44.094016445553386,1,1,430296.71
2,696.5237362576229,0.0,1,1,3274281.91
2,573.8024399493296,0.0,2,1,3631471.33
0,343.0327277306827,22.8068885478092,1,2,602707.28
0,249.05181216244551,21.8747467872994,2,1,554353.51
1,385.33829401919917,31.792995873067312,2,2,1909704.58
2,653.9239264858385,0.0,2,0,3101223.58
0,36.78944887040877,31.328687882306973,2,2,96043.21
2,682.6116343821827,0.0,2,0,3776294.99
0,232.16477869550033,36.5221056244181,0,2,411817.79
0,645.6535561885678,11.251285903461078,0,0,631267.71
0,482.31087063997654,5.119880140223629,0,1,511801.35
1,538.9867346035999,15.95639164650124,2,0,1578624.71
1,399.0770778280458,16.350711920542228,2,2,1811498.77
1,460.4268719679189,17.80642420029594,0,1,935374.96
2,470.34639877674033,0.0,1,2,2738098.22
1,685.4839511561838,40.698535723190304,0,2,2328047.6
1,531.5513853375585,8.368895538906704,0,1,1023158.66
2,120.36594209495982,0.0,1,0,495795.23
0,472.50914887078085,24.44991388552149,0,1,569250.81
0,273.48471608513927,18.03753212238389,2,1,544412.25
2,663.7083142909675,0.0,1,2,3506417.03
2,85.94666810225712,0.0,1,2,495785.79
0,206.8175964008692,20.329715169744397,0,2,302961.0
0,241.66340989527112,27.47487380319058,1,1,419421.77
1,157.83360490582834,19.234072294997738,1,2,579574.1
0,50.05851562743118,30.87907572190599,2,1,97338.53
2,322.2148422527785,0.0,1,1,1532788.08
0,685.7797887958791,37.29650058990165,1,0,1093455.31
2,612.8474481781218,0.0,2,2,4588956.93
2,438.0003615324787,0.0,1,0,1693172.06
1,440.9738892453353,8.806728479380626,0,1,905356.8
1,377.1085853699782,36.507524977641005,2,0,1330793.77
0,369.7756788729263,12.396542552211534,1,1,504305.39
1,473.4680298923145,39.53911589836998,1,2,1963523.81
0,377.7996641438915,44.92854263009512,2,0,819396.56
1,630.8662745853396,30.459624777038492,2,2,3574368.79
0,616.200274407064,43.700441701334476,1,0,927964.83
2,432.52493555379283,0.0,0,0,1418800.31
1,480.81984098820664,27.93217496327014,0,0,915096.62
2,505.9456624927921,0.0,2,1,2841687.12
2,464.57726211037567,0.0,0,0,1459064.74
2,23.875244286778475,0.0,2,1,144106.87
2,407.6263148854598,0.0,2,1,2447282.28
0,387.0536323308272,25.21317784227832,0,1,472566.37
0,505.2198242012261,39.182148938177825,0,0,588486.39
2,463.6117055591233,0.0,0,2,2400537.3
1,97.39988138271822,39.897162626572104,0,1,242989.23
1,332.2124296857401,32.00936786273422,0,1,830973.25
2,174.88242202448293,0.0,1,1,666168.53
1,516.6040096645447,28.19612727343836,2,0,1669446.61
0,428.4435832153437,24.78732331235912,1,2,827699.17
2,225.34427149096274,0.0,2,2,1684041.74
0,207.40445588192128,10.21791696975927,1,0,218319.21
0,141.2599587739952,27.664376859518796,2,1,304171.82
0,29.702823702940073,32.934779998239264,0,2,51045.31
1,41.5140361295057,34.722086066570036,2,2,193911.11
0,39.38839083364878,5.588419464681551,1,0,40903.8
0,669.3066406835186,15.644104317593541,0,1,789200.97
0,498.26269865522227,30.326775396003235,2,1,1202194.29
1,348.5160605909942,23.75919974011028,0,2,947283.2
2,306.4218105415922,0.0,0,0,962209.17
1,185.68660168700004,20.53048100213802,1,0,387174.32
1,655.6103168268809,23.117108263957192,0,0,1217749.91
0,133.7760755390068,39.022401806766176,1,1,261267.28
0,245.3573501073398,16.96173079734745,0,0,241072.48
0,112.5449376873231,12.333106146473298,2,0,163376.21
0,219.61737435199936,35.79051034107799,0,1,294909.21
2,513.5932292955098,0.0,1,2,2991973.43
0,546.0182146901342,25.34076538407501,0,2,885906.98
1,280.2644275431907,21.180719041299852,1,1,762070.01
0,151.64352089643972,38.83552328974411,1,1,247636.85
2,205.9735846707951,0.0,0,0,681515.22
1,212.48823490533715,20.495849680646636,0,2,527286.66
2,236.0424391533248,0.0,1,0,1002174.22
2,44.47639343661656,0.0,1,2,267085.51
1,158.291018021006,5.157759360843062,1,2,500353.47
2,490.6578782597345,0.0,0,2,2221882.1
0,613.47009834984,8.683933575625202,0,1,643983.15
0,426.1912345894706,30.268831642040173,2,1,935537.0
2,344.9480959410618,0.0,2,1,1724657.29
1,258.7683982745831,38.16457279479286,1,1,807166.71
1,303.7619991908566,15.613981674887842,0,0,533144.69
2,90.12866259273633,0.0,1,2,511994.28
1,289.4789896312714,41.07028517507791,0,1,762001.78
1,33.14116028888204,33.38197895651439,2,2,161695.89
2,212.53862010797,0.0,1,0,835226.25
1,378.58299841219,6.1269309776673575,2,2,1529500.95
2,598.8110243891637,0.0,1,1,2921607.34
2,364.46086977427285,0.0,2,0,1656109.71
0,689.4451317225934,38.85098126464093,1,1,1135912.07
0,489.19280968166845,9.655052322661017,0,1,552795.89
2,375.61260698945836,0.0,1,2,2071640.31
1,226.777610967981,14.947120346430637,0,0,401853.49
0,481.12333153670977,20.586312645406384,1,2,976777.63
1,485.43025725715813,17.084587343367108,0,2,1367491.08
0,279.19183779977647,18.416123939879405,0,0,264230.8
0,145.82187613527088,39.364287038005536,2,1,366233.82
1,198.55419110764487,28.089491191827083,1,0,451218.82
0,104.12602609285459,32.19427415860408,0,1,134060.97
1,125.66583263040795,9.072239621760097,0,0,183553.1
2,313.5443355873253,0.0,2,2,2165017.95
1,426.0418741843623,9.659753804427167,1,2,1328521.91
1,314.8891975939556,29.354587625716224,1,2,1187496.7
0,141.57475546720374,26.071177879875567,2,1,293607.85
2,556.8047779933255,0.0,1,1,2382678.32
0,683.2256262938866,21.60108707363196,0,0,586030.79
0,86.41516680837013,5.6004187285559,1,0,97230.55
1,640.9080167754526,42.2271665806508,0,1,1762481.67
0,203.24838770435417,32.02543105959174,0,2,320394.48
2,659.7728939283489,0.0,0,2,3039304.77
0,313.97005245716605,32.08021301973319,1,0,440100.95
2,327.93898033407504,0.0,1,0,1137680.37
1,695.3414893177377,8.235820638747565,2,2,2650797.92
2,31.72590935213755,0.0,0,1,114175.41
2,448.2447746591651,0.0,1,2,2380910.91
2,622.9984240337917,0.0,0,0,1974199.29
0,43.00945492528585,14.312399309165498,0,1,48111.15
0,66.57914363313728,11.683336092943971,1,0,85991.51
0,475.65892840054755,18.165609252753946,0,2,682322.6
1,433.9237669712017,10.615853902740259,2,1,1300699.17
1,272.80991161232043,43.13188565953995,2,2,1671528.99
1,228.16220181163985,28.199504101548293,1,2,772290.05
2,58.11828015783242,0.0,2,2,406765.52
0,624.7775234993933,22.045877224872157,1,1,1059315.53
0,83.84546578437342,37.154970965284775,0,1,104122.44
1,96.517092879739,17.831559738433924,2,0,322603.62
0,128.9490002308683,35.442074555601344,0,2,212598.69
2,478.3289038461585,0.0,1,0,2055806.91
0,590.7861701475492,20.557792801051846,1,1,867672.13
2,230.8176511259028,0.0,2,1,1187273.65
2,81.96629754281173,0.0,2,0,379466.39
1,420.9878199876332,11.644586054533077,2,0,1038838.18
2,359.46641202248384,0.0,2,0,1859827.54
1,653.9688958849399,17.528483737259393,0,2,1942079.64
2,629.4316319244342,0.0,1,0,2599205.55
0,422.40899465377026,30.41370354777714,0,0,441707.62
0,104.34756677061405,8.192819163746163,2,1,191186.89
1,370.4983138353531,18.13924025327792,2,1,1324603.93
1,626.919272601354,11.338559018916015,0,0,1205409.13
2,567.6120216768458,0.0,1,1,2226370.3
0,348.61364723726234,31.57040785745989,0,1,459858.5
0,51.94123780010297,30.716965807673866,1,0,66462.44
2,162.99511630729026,0.0,0,2,671574.57
2,499.44588018495915,0.0,1,2,3103892.94
0,211.93812160876712,25.86064901511183,0,1,265429.39
0,178.26715942559744,23.92879866096257,0,0,176367.97
2,422.5708138764965,0.0,0,0,1367365.89
2,232.8740708866718,0.0,0,2,1128179.22
2,405.79358794024665,0.0,2,2,2896918.1
1,594.0479189325806,25.98178528890363,0,2,1720418.32
0,444.90007827376087,31.51218407289207,0,0,505359.06
2,201.75574283438465,0.0,1,1,880845.05
0,68.71021725754849,22.898125837150044,0,1,76479.76
2,598.5394975488913,0.0,2,2,4669652.47
0,428.44658487677475,32.00435139520015,0,2,655710.59
2,292.55554456821733,0.0,1,1,1352611.29
0,106.01087509787664,32.7640945463065,1,1,183064.82
2,582.2332050651133,0.0,2,0,2722669.61
2,131.20230692301868,0.0,1,2,720912.22
2,435.9805753490709,0.0,0,2,2047029.8
0,633.9907792538472,25.572275822942334,0,1,775765.01
2,39.807190002055265,0.0,1,0,157478.03
2,53.9294886457821,0.0,0,1,189249.25
1,611.235520223857,37.870304154650256,0,0,1212367.75
2,259.69425904175614,0.0,2,2,2158073.92
2,542.1881753538357,0.0,0,0,1689626.08
2,586.57080616117,0.0,2,2,3771646.4
0,147.30260697289387,22.262005525751974,1,1,211853.31
0,141.43735661571336,20.099930923431142,2,2,314594.43
2,194.39693449410188,0.0,2,0,931053.93
2,80.13271204186515,0.0,2,2,641649.8
1,303.9573132510094,33.480027773525066,0,2,971995.19
2,394.8780790466321,0.0,1,2,2456664.52
2,697.2459659865625,0.0,0,0,2232278.47
2,617.4043377127626,0.0,1,1,2766291.75
1,292.10893939429764,8.046363566687514,0,0,473777.32
2,38.997889516503236,0.0,2,1,239302.29
0,490.3370781799375,9.401510152414513,2,1,882578.95
2,65.03181178868806,0.0,1,2,386550.23
1,424.9203509818129,22.622787445740524,0,2,1226743.26
1,82.2536000485079,21.997200702344713,2,1,293744.31
0,402.5219613925507,17.177844544232137,1,0,494502.48
0,191.1648035704566,8.796350939290223,2,0,267344.83
1,419.2776189353292,25.742178366935725,2,0,1307129.63
0,217.6665498167028,26.903609452123302,0,1,276138.81
2,233.45611742045799,0.0,1,1,1080884.26
1,139.05059245975752,17.759569497611945,0,1,315374.0
2,503.909429998882,0.0,0,1,1860439.53
2,63.216644513509095,0.0,2,2,468386.62
0,526.8209361904518,41.758229825474345,2,1,1236038.04
0,501.7387467143198,24.735952541880188,2,2,1197686.91
2,634.6567275789115,0.0,2,2,4945744.43
0,87.42836037717953,11.918863472526965,2,2,192134.92
0,466.12417061447974,7.64282403319692,0,0,437992.24
2,638.6818439418231,0.0,0,2,3171653.33
0,390.599549750215,25.621194612236092,0,0,418904.95
0,337.80017136812745,35.409586648815576,2,2,952250.55
0,636.2636338009094,7.900907785737461,1,2,1056108.78
2,347.4856742145412,0.0,1,1,1525411.56
0,329.87093539492116,5.104014078527688,0,2,414082.23
0,653.4813175232619,22.449776475454954,1,2,1204173.54
0,509.6626044892397,7.064382424882476,2,1,921597.15
1,570.7445912196322,13.482878316342308,0,2,1504012.81
1,490.07666342151424,7.408647405346311,0,1,961853.26
1,90.77991522804594,20.201452593705547,1,1,212645.42
1,78.15837550157586,7.068707784626094,2,1,232352.94
2,198.46890465119625,0.0,2,0,992750.21
1,498.25002181045,17.699430226435823,1,0,1125626.84
0,620.0667447658853,34.24649125452862,0,0,791969.93
1,536.7047472139584,27.550069086667804,0,2,1556818.67
1,252.50135605563145,9.306871068604007,2,2,901855.27
1,64.23783549701608,8.901621906519118,1,2,201987.42
0,577.7669974275896,41.256707939371395,1,0,899114.04
2,500.7834252726107,0.0,2,1,2835366.46
2,620.092852404517,0.0,1,1,2621990.19
2,310.8844402184814,0.0,0,2,1471994.92
2,289.5858629259165,0.0,2,0,1418923.31
2,598.4790268991221,0.0,0,0,1449799.59
0,72.15236495454376,36.23516323732949,2,2,193767.01
0,556.265435054966,24.806785727026362,0,1,688060.36
0,137.8257859944069,10.938760492957758,2,2,350399.09
1,522.1682801631366,14.305759827285375,1,1,1350523.17
0,389.0713142448452,10.421091978562655,1,2,734069.35
1,468.8896482086227,28.96669858529913,1,1,1451040.59
2,519.0823033078013,0.0,1,2,2966917.53
2,651.0441330829074,0.0,1,0,2503841.4
1,643.1966846553321,34.215809434919365,2,1,2573116.64
1,52.41011591321507,43.953488588018345,1,1,194665.43
2,374.8404083002466,0.0,1,2,2115621.41
1,447.20815332442714,28.993457609828795,0,0,880903.69
1,337.67845088062813,26.521931540941274,2,1,1256047.52
2,70.84677606390039,0.0,2,2,512996.1
1,499.75641110035343,7.935415145370861,0,2,1168511.82
1,286.3831079865857,24.89446550075584,0,1,606010.02
0,287.01266706709316,9.40480900091757,1,1,397704.95
1,620.4098069280622,6.930814113184605,0,1,1065494.74
1,688.8649757694906,41.71900774906736,0,1,1784726.77
0,655.4347971782211,29.348047643144174,2,0,997668.93
2,88.95202842122183,0.0,0,0,304587.88
0,429.607271030365,26.095528633600033,1,1,624098.86
0,398.3099660848674,17.43668636261316,1,0,498572.94
0,553.9131171455805,36.44346702347494,1,2,1394227.93
1,113.94605859397446,27.64554292685363,2,0,370015.31
0,248.01448597378013,32.03889209553779,0,0,292449.48
1,542.3285964347964,5.137380116290267,0,2,1282868.07
2,659.9168533836606,0.0,0,1,2399244.33
1,454.826707266765,38.18960754032617,2,1,1943887.9
2,631.5057702813635,0.0,0,0,1953096.52
1,345.2936647101578,23.45165337803129,1,0,822738.9
1,502.9213115231708,18.795361560536424,2,0,1467542.37
1,659.5650299078666,7.446059892990102,2,0,1586951.43
0,552.867201362973,39.51184111381936,0,0,611153.12
1,524.3375893575848,31.732733303780893,1,1,1506893.07
1,581.4489132302408,28.82618707503605,1,1,1694892.85
0,481.7662511844648,27.562425223508416,0,0,492426.85
0,131.16533361724152,7.404210808632796,2,1,250983.58
0,284.208218419977,35.10985538446236,2,0,473421.47
2,544.3591781022461,0.0,0,2,2612085.24
0,352.84244108308775,33.14671845565868,1,1,611624.35
1,56.170726696219475,39.35052326753911,2,2,288353.77
2,456.7046503575638,0.0,2,2,3072581.95
1,276.01518246651375,8.790261489757558,2,1,866621.47
0,672.9699877056502,30.5259902848237,1,1,987236.52
2,71.4261643409186,0.0,1,1,331209.73
1,606.3218324410985,33.45136326970227,2,2,3344575.12
1,629.2538398987548,43.543647310182536,1,2,2760013.85
2,344.78093892781055,0.0,1,0,1324113.7
2,543.3041104347407,0.0,0,2,2780916.41
0,238.0731527880981,24.68052066877522,1,2,504245.47
0,623.5686306982903,14.356776029091666,0,0,523896.91
1,332.7953042863901,35.862690580169016,2,1,1291793.88
1,168.40861622515257,38.52937833385754,2,1,694108.2
2,107.81865455069048,0.0,2,2,908901.79
2,628.8930146799502,0.0,2,2,4988523.61
0,463.5699881496669,19.69271245440472,2,0,706197.58
0,44.84715646741484,9.554965214283975,2,0,58871.89
1,25.783529532494637,9.811382910603177,0,0,42903.22
2,275.9317181297339,0.0,0,2,1156289.64
0,100.13763418012846,33.3649534080485,0,1,135591.52
2,288.2232574649876,0.0,0,0,842432.11
1,45.48383226879484,14.9924119306338,1,1,117418.83
2,628.2135947955752,0.0,1,1,2354784.56
2,378.0191255393869,0.0,1,0,1294257.77
2,634.5918515064027,0.0,2,0,3272475.86
0,697.4842986393189,15.146021665652647,2,0,1103971.86
2,343.52910207153764,0.0,2,2,2577939.04
2,487.411089749678,0.0,0,1,1779261.93
1,74.05056473027756,37.991005790024765,1,0,182141.88
1,689.8291210139027,36.855026089775734,0,0,1387606.03
2,170.21985263793175,0.0,0,1,555901.2
0,457.72546450811075,22.11120062222504,2,1,911319.59
1,613.0840907467712,15.3130377536163,0,1,1320336.81
2,118.50166492021236,0.0,1,2,585227.42
2,205.29850321479353,0.0,0,1,699459.24
1,386.7860072367945,22.81249269716506,0,0,699885.43
1,680.1905593301414,32.168856854875145,1,2,2745576.16
0,358.17865852190954,23.381218497948776,2,2,993683.87
2,480.01877757609583,0.0,2,1,2867422.43
2,443.71589391300273,0.0,0,1,1624238.69
2,688.7433310278819,0.0,0,1,2596551.22
0,675.0030199649856,39.21039905006201,1,0,1025473.75
1,27.04921122467345,37.73600900962181,0,1,66135.76
1,223.5196561396645,42.23073888088613,1,2,844841.53
2,41.238627158201524,0.0,0,2,188205.82
1,510.0989754041615,14.426233962173933,0,1,1024368.29
1,327.4474055561193,21.465597114827833,0,2,917620.55
0,167.65256881166485,21.59598553571586,2,2,457965.48
2,637.1647846161676,0.0,0,0,2057029.13
0,315.22956491661733,8.426442376609348,1,1,401605.05
1,518.6226366000092,39.16957363465673,2,2,2417958.92
2,313.04199088587666,0.0,0,2,1452263.77
1,53.11709470956001,34.65267826245134,1,0,146944.85
0,107.79623141691735,23.924409266356413,0,1,137808.74
1,351.208608835985,6.911735363502336,2,2,1401513.6
1,697.0568955055282,12.504816331886293,0,0,1132698.03
1,454.63149015692625,12.641471376998332,0,2,1043520.89
2,197.8011925910576,0.0,2,2,1510572.53
2,305.4447333619148,0.0,2,2,2082175.7
2,254.94106882571606,0.0,2,1,1627864.61
0,153.99727545683348,14.101478916569183,0,2,202056.05
1,385.30249024809103,44.57537358172325,2,0,1337898.57
2,528.1862209851342,0.0,2,1,2868603.75
1,94.41462084901272,33.88176934894615,1,2,345047.28
1,485.2323274536388,27.697524772286087,1,0,1136527.38
2,645.1441059867326,0.0,2,1,3885081.19
2,336.4109417786895,0.0,0,2,1466840.44
1,200.62089161406357,38.49102191461276,0,1,507933.16
2,43.235444147429256,0.0,2,2,345319.73
1,301.64605420398954,9.05122105380089,0,2,700178.02
1,547.1954897594818,24.909213146490742,1,1,1664778.28
1,673.3127696454343,42.7821874970908,2,1,2780049.52
1,570.7477428953216,26.551026268777917,2,0,1756012.19
2,57.0792286732008,0.0,2,0,302899.75
2,639.5835640960217,0.0,2,2,4507082.69
0,492.0006193304086,17.54683874241065,2,2,1143490.08
2,446.4863275664455,0.0,1,1,1847902.0
0,470.848565915263,24.69223508471653,1,0,525587.86
0,282.1295345781085,40.03007749249621,2,1,660803.89
2,412.66207007206157,0.0,1,1,1796479.91
0,256.3627975114357,14.878437490716315,1,1,339757.17
1,600.9549132205409,24.96121707218421,0,1,1262713.18
2,40.90065989745504,0.0,0,1,147624.46
2,177.06034942809418,0.0,2,0,959337.4
2,351.33568245788115,0.0,1,1,1644493.64
0,530.3940984885763,32.24325809646063,2,1,1127324.43
2,313.19257422962465,0.0,1,1,1334901.88
2,501.9159230359211,0.0,2,0,2582753.12
1,419.2756682157257,38.10265776405115,2,1,1648805.26
1,169.55850312319907,29.07800171755892,0,1,422736.61
0,646.8139203420953,21.18714053933525,1,1,1129179.31
1,635.3520681421799,14.336015606574648,0,0,1004136.36
