area_sqft,brick_size,location,floors,cost
276.72335877128563,1,1,1.0,14874.7
2227.529937539244,0,1,2.0,138458.88
631.3315826022657,0,1,5.0,45021.39
1294.101475675957,1,0,7.0,66986.21
514.878878031197,1,2,4.0,43366.4
1334.332100062654,1,2,3.0,97555.03
2868.4117139241102,0,1,5.0,182832.28
104.1563852391959,0,0,2.0,5088.24
1999.325066655912,0,0,5.0,97242.16
993.5897619825645,0,0,3.0,39301.22
2839.678650031421,0,0,2.0,136870.11
427.0293020438172,0,1,5.0,27177.26
2817.413441019426,0,1,4.0,199158.91
2513.8064358950955,1,2,5.0,207306.19
2477.1589882859384,0,0,2.0,131688.68
2018.27102153872,0,1,6.0,143086.89
2995.75355765802,0,2,5.0,265056.98
312.4778084711028,0,2,7.0,28803.43
511.6540252029014,1,0,6.0,23235.86
2086.3040038023173,0,0,3.0,92648.56
953.3813478796475,1,1,4.0,52767.25
2330.7004652100595,1,1,5.0,142981.47
1247.4250794730822,0,2,2.0,101220.84
2864.0215507122202,1,1,3.0,162907.85
1114.1825119049709,1,1,3.0,62268.41
2944.3971613670105,0,0,1.0,136174.95
586.6367925505017,0,1,5.0,38800.75
178.579352706745,0,1,6.0,13052.85
1944.280496847342,0,0,4.0,89513.35
608.1751330778952,1,1,4.0,33885.29
63.929448812204406,1,2,7.0,5018.49
1665.495203040309,0,0,2.0,85167.01
2795.6036478270094,0,1,2.0,141037.05
1391.7545255969003,1,0,7.0,67671.31
1737.9277194298325,0,1,5.0,123940.82
232.07296499177278,0,0,1.0,11243.92
323.14023415522274,1,2,1.0,21473.8
287.33237632194067,0,1,1.0,16034.68
1089.1524917605652,1,2,4.0,81059.53
1500.1559704625313,0,2,4.0,104642.29
440.81127720427355,0,2,4.0,32100.58
2486.975745090358,1,2,6.0,171520.17
2862.9584499863117,0,2,3.0,265744.47
1987.960168947894,1,1,2.0,109174.74
1104.8015673212522,0,2,7.0,95360.63
2825.0754826013344,0,0,1.0,157530.14
1257.5874394839304,1,1,5.0,75215.63
927.337782661296,1,2,4.0,64286.95
385.41347843154045,0,1,1.0,22652.78
518.7941315047208,1,2,1.0,31999.22
1753.4051177384172,1,0,2.0,68339.55
2363.2582242276135,1,1,1.0,120560.58
2706.6818055776607,0,2,1.0,154093.66
1506.408955643137,1,1,2.0,81649.58
2701.153137138075,1,1,5.0,178184.53
1127.0270451261938,1,2,3.0,82974.27
2453.0467407760793,0,2,3.0,210064.24
2394.4674156586866,0,2,7.0,243150.17
2384.4932202455466,0,1,4.0,175560.98
1376.199379336565,1,1,4.0,81789.05
2798.204821909771,0,0,1.0,145411.56
402.9134557281557,0,2,4.0,34749.8
289.7989470397441,0,2,7.0,29182.78
2475.869343492352,1,2,1.0,173710.5
1608.8457363833597,1,1,2.0,79885.65
156.48032530450126,0,1,1.0,8957.08
1914.142693499331,0,1,7.0,139357.78
1348.6008716494412,1,1,1.0,67273.55
1328.745191302431,1,2,7.0,117755.62
692.6557225704479,1,1,5.0,45019.62
2546.9317397319605,0,2,2.0,187921.29
2406.9014207720634,0,2,3.0,180461.92
2190.0909816623057,0,1,3.0,130687.64
2692.357067882848,0,1,1.0,160151.1
31.63143222331833,1,1,7.0,2279.28
255.90939812390204,0,2,6.0,23526.47
468.08207015113675,0,1,2.0,31057.99
2313.040724597972,1,0,3.0,112432.0
1253.7445753774823,0,0,4.0,58927.15
616.4128707211167,1,2,1.0,44782.29
387.9493901482546,0,0,7.0,23978.37
2304.649636118621,0,0,5.0,127382.4
1740.6098460283763,0,0,5.0,94350.64
2838.6399158439112,0,2,6.0,252242.59
1427.2503931313718,0,1,7.0,108742.18
784.1908741044801,0,0,7.0,48397.17
1556.7956146549402,0,1,7.0,114710.34
1694.5357416307288,0,0,4.0,96888.21
2053.205599732999,0,2,5.0,186071.62
2172.6216644345714,0,2,6.0,196039.96
840.3865481773519,0,2,5.0,81079.0
2016.6072939428132,1,2,3.0,161953.72
2903.595433191578,0,1,4.0,164421.43
1937.624901652644,0,1,2.0,101942.34
661.8445748954141,0,1,5.0,40749.41
1199.3338951552669,1,2,2.0,82458.7
1026.033419778525,0,1,5.0,72087.66
487.40164147029503,0,0,1.0,21912.54
2649.675152057833,0,0,2.0,126913.14
44.16555638502238,1,0,6.0,1923.38
1739.6134934272952,1,2,7.0,117493.37
2504.2768568771908,1,2,2.0,159903.22
1300.6018796834926,1,1,2.0,75514.86
1047.161137881506,0,1,1.0,62873.59
1083.93040730215,0,1,3.0,67587.05
2241.7230477851417,0,0,2.0,109966.33
2355.5049761106025,1,2,4.0,191658.32
2793.7836734476564,0,1,6.0,207163.95
1745.853742825947,1,1,5.0,111712.96
1455.75112233093,0,2,4.0,123437.56
2685.1112622806368,0,2,1.0,214699.75
2397.304070767874,1,0,2.0,104030.74
1968.9632266918213,0,2,1.0,152727.98
244.94613238642506,1,0,5.0,10753.91
2280.045183158451,0,0,3.0,119378.08
673.5544906556513,1,2,2.0,45746.58
2174.0466991127755,1,1,6.0,147411.59
2483.70801034386,1,2,5.0,170331.15
2165.7467281215863,1,1,5.0,141425.76
2749.4218645427654,1,2,4.0,209268.81
1769.6685353105902,1,1,4.0,110269.24
2875.8106360366846,0,1,4.0,173071.2
1397.0423705750118,0,2,7.0,149585.77
1579.2064698472477,0,2,4.0,147414.89
878.5660467946169,0,1,4.0,56141.69
2927.1848182210083,1,1,7.0,199585.59
2057.271821458462,1,2,5.0,172172.27
94.52439516575576,1,2,3.0,6558.46
1564.836368827611,1,0,7.0,87555.48
1645.7913082867838,1,2,3.0,116098.62
195.14314510327634,1,1,2.0,10376.03
1572.6505715672013,0,0,5.0,95154.22
2933.415132540753,1,2,6.0,200910.89
2216.997077725169,0,2,7.0,231854.82
648.7421984073595,1,1,6.0,37518.35
723.4454314537791,1,1,5.0,43761.82
2393.2853905071956,1,2,2.0,172221.43
2221.520573068786,0,0,2.0,115336.1
908.8915531591268,1,0,7.0,45695.67
2139.931840780594,0,1,2.0,122923.75
2277.1528525677963,1,0,7.0,120341.02
2161.8634140144522,1,2,2.0,164842.01
2172.1682264188826,1,1,6.0,143643.1
87.44622593786454,0,1,1.0,5017.99
1954.6147409451503,0,1,5.0,147756.57
2973.887880850712,0,0,6.0,132380.38
1979.5567899062278,1,0,4.0,104785.41
851.4695006221269,1,0,1.0,30872.08
2513.3143510189643,0,0,5.0,146444.35
1499.800225018245,0,0,6.0,82699.09
2837.429566986705,0,2,4.0,254149.7
2912.280475441095,0,1,3.0,175140.97
1162.5046403683555,1,0,6.0,59102.24
833.5431240296699,1,2,5.0,70954.09
2246.5218969731463,0,2,4.0,201264.59
1150.793751105364,0,2,4.0,97983.25
1703.0252628961925,0,1,7.0,126563.1
2571.724871569199,1,1,2.0,130867.41
852.2261088349173,1,2,4.0,65465.6
2365.036982710229,1,1,2.0,122045.17
144.7401297232193,1,2,4.0,11116.97
1462.0888699061186,1,1,1.0,67094.95
1946.6539613123616,1,1,7.0,119144.07
228.32594226808905,0,2,2.0,20346.22
2376.119984305341,1,0,4.0,102864.3
1027.1835107518002,0,0,7.0,63433.66
1900.2761171276547,0,2,2.0,165853.06
159.8946721469503,1,2,4.0,13097.09
424.2637753053679,0,1,7.0,32779.53
1129.7898728884143,0,2,7.0,105275.66
1011.0126170880839,1,0,5.0,49706.26
2120.7085478991353,1,1,5.0,133037.62
2233.1550237039664,0,0,4.0,127859.23
2375.494736910622,1,2,6.0,179526.95
315.540911934721,1,2,6.0,25269.12
2479.640700578114,0,2,6.0,251618.85
2845.890993245924,0,1,7.0,206157.1
960.2864328582353,0,2,4.0,83207.34
1165.2821212671658,0,2,6.0,105994.65
651.3820200390862,0,2,2.0,50921.64
1736.2003131283054,1,1,6.0,102718.82
2060.151333533309,1,1,1.0,90967.36
866.0497691520974,1,0,2.0,34555.55
2913.513030129676,1,0,2.0,124028.03
1294.6121837967285,0,1,1.0,62092.79
318.9482684820648,0,0,2.0,14046.68
2320.2418638124946,1,2,7.0,186490.84
1758.843041337686,1,0,7.0,98181.8
1719.1278659241339,0,0,5.0,93771.27
808.1080551036465,1,0,5.0,35630.94
98.01952535402627,1,1,1.0,4853.83
1178.3007824250271,0,1,2.0,66531.18
2242.978464103799,0,2,7.0,214986.68
2393.2638076061357,0,1,6.0,189991.17
2577.909642572302,1,1,2.0,129621.77
64.4819430803405,0,2,4.0,4959.06
1908.5378532387047,0,1,1.0,104735.69
556.9057906673582,1,0,3.0,28046.76
1946.3853383557262,0,0,4.0,97606.58
203.745559666659,0,2,3.0,17157.82
2949.385263906837,1,1,2.0,164223.14
375.8585808555825,0,0,6.0,21973.86
2707.0333342261906,0,0,2.0,136951.61
391.2552930297926,1,0,1.0,15322.68
2612.6471746778016,1,1,4.0,140339.97
2674.4253651599856,0,1,5.0,184075.09
1938.6578296900982,0,1,5.0,146776.67
653.0061626021413,0,1,6.0,41648.19
2163.0249662880374,1,0,5.0,110946.06
2081.2533106626215,0,0,6.0,124010.5
256.3480935116043,0,2,1.0,20328.8
2736.0193094135093,1,0,2.0,126137.18
880.0594739357551,1,2,2.0,66476.32
2539.960155158507,1,1,6.0,156065.77
2225.6057156917313,1,1,5.0,136832.26
958.1585524832079,0,2,6.0,83068.81
2128.27131660368,0,1,6.0,159081.47
209.85157684103444,1,2,4.0,15886.95
1306.516401364326,1,1,7.0,84264.57
1192.8413108974148,1,0,2.0,49128.84
1772.56200087546,1,1,4.0,114100.35
2450.550209896976,1,1,4.0,157683.61
2699.339205791068,1,2,1.0,189580.26
1838.9250387320712,0,2,5.0,148382.44
2425.8519183319104,1,0,7.0,132495.25
1470.8767122684133,0,2,2.0,107748.89
177.498501037963,1,1,1.0,9259.85
1491.3443273897649,0,1,4.0,108764.58
1921.7904335929456,0,1,3.0,101013.72
2514.443660465946,0,1,6.0,161472.82
1384.6640154926931,0,0,4.0,74115.65
1040.9638412981237,1,2,5.0,86296.8
1896.8678475997242,1,2,5.0,155011.2
1348.6449126556718,0,2,1.0,103672.46
1659.5513478497842,0,2,7.0,170099.47
2992.9960061748907,0,2,4.0,270405.33
817.4457419093326,1,0,4.0,39693.84
2691.7676799205237,1,1,2.0,142318.3
1955.47509931122,1,1,2.0,112488.1
1010.7691147188706,0,2,5.0,86200.17
1148.2844297110844,1,1,5.0,65668.44
293.1598851474911,1,0,5.0,15199.16
573.0284528146435,0,1,4.0,37941.76
2817.72225527616,1,0,6.0,134424.65
2596.8517475746917,0,1,4.0,178541.26
2856.5636670818144,0,1,3.0,186315.7
2030.9792838874005,0,2,2.0,155391.35
470.3986806028048,1,0,5.0,21401.12
1052.7959493284034,0,2,4.0,97388.19
1977.8503678181876,1,1,5.0,121108.74
2375.310550489235,1,1,2.0,123489.43
2609.7464701388662,0,0,4.0,145759.91
568.8256011882967,0,1,5.0,34836.76
2638.5359203998332,0,0,1.0,123228.98
2610.9106878991215,0,1,4.0,177949.17
2451.6344369609,1,1,5.0,138769.94
2083.155880167039,1,1,3.0,122173.07
2154.0804240952784,1,1,4.0,127345.61
1152.888185135301,1,1,3.0,62707.2
2915.349516489284,0,2,1.0,206344.64
1412.0884603582588,0,0,4.0,77081.17
2445.8423936968998,1,2,7.0,230111.41
1380.557482047343,1,2,2.0,77154.41
2856.700212589698,0,0,6.0,183124.4
2302.6720951146335,0,1,2.0,131168.96
1887.9396699742886,0,1,1.0,109288.21
656.6379716205062,0,0,2.0,33737.88
2203.520609196525,0,0,7.0,122831.94
824.2414668133242,0,2,1.0,56383.92
1663.2635561616003,1,1,5.0,84648.86
2074.5882558077565,0,1,4.0,145148.08
2921.5938528746387,1,0,6.0,146878.81
484.9679807522656,1,2,4.0,37793.1
2407.4645704551663,0,1,2.0,153753.01
2840.6408571466195,0,2,4.0,246843.97
1629.5511072139748,1,0,3.0,77715.41
2282.9989386281,1,1,2.0,129896.4
2672.3348817924875,1,0,1.0,112300.68
1956.3082155895133,1,1,3.0,102540.98
1857.552765971994,0,2,6.0,181518.78
1269.1275093996278,0,2,5.0,101006.34
2063.106641658477,0,1,7.0,159596.7
2138.5598018271376,1,2,2.0,141080.46
2316.268775576299,1,2,1.0,171708.33
1833.5677778689874,1,2,6.0,146723.83
2617.5376742540734,1,2,5.0,180209.79
391.30922177975077,0,2,1.0,28232.74
2238.7008522888245,1,2,7.0,181297.41
882.9755444091537,1,0,2.0,39018.6
889.3530716274634,1,2,4.0,72490.93
2866.7285779337994,1,0,2.0,116800.23
1497.3523100085122,0,2,4.0,131965.48
326.8323238650765,0,1,4.0,20736.21
2991.6737118201795,0,2,1.0,210023.35
665.6815513356988,1,1,7.0,48166.84
2926.395666806063,1,2,5.0,200641.18
2227.3532442382643,0,1,2.0,137149.26
1928.627895137818,1,2,5.0,144008.15
2453.513965834175,1,2,2.0,180885.68
1684.6212196124868,0,2,3.0,146297.41
549.9984576481379,1,0,2.0,25366.1
2419.0928883197525,0,0,5.0,126740.63
1310.383897183227,0,0,3.0,72959.33
1208.6487596850661,1,2,4.0,90939.14
1819.3181658653214,1,0,2.0,79196.7
2329.542864876085,1,2,3.0,160420.74
286.6833344057949,0,0,1.0,12952.74
2564.3798967525167,0,0,1.0,121576.09
908.0228433270969,1,0,4.0,42546.95
396.91592494139354,1,1,6.0,25501.48
986.1506161145862,1,0,2.0,44256.22
360.1910939651884,1,0,7.0,17589.84
1488.911536243624,1,2,1.0,99651.8
497.31475353963424,1,1,1.0,25012.96
2820.5363048493555,0,0,2.0,133031.35
91.77626711453868,1,2,1.0,7136.76
738.1262334149408,1,2,2.0,46061.71
2709.800063032192,1,0,7.0,141407.65
1583.5441769883596,0,0,5.0,83307.27
1332.7562266585117,1,1,3.0,74385.25
2549.86090951976,1,0,6.0,122603.27
1507.0778705804114,0,0,3.0,74378.63
2423.1020794422598,1,2,7.0,229858.48
564.288805989974,0,1,2.0,34517.54
2457.643763565363,1,2,2.0,179683.85
1171.8824596593172,1,1,1.0,66075.38
2600.8738485851486,0,0,5.0,153353.14
2767.5014806377726,1,2,1.0,190613.15
1408.1578584910196,1,1,5.0,81570.28
1776.911156563228,0,1,6.0,132685.53
1609.1701649457464,0,2,1.0,113282.17
1921.3371699231088,1,2,3.0,137052.93
2157.2855064770115,1,2,6.0,178049.87
842.5784087585935,0,0,5.0,44877.93
1091.9462179650238,1,1,4.0,70763.14
1792.5690316177797,1,0,6.0,93927.69
1061.3778385241883,0,0,3.0,48718.88
1009.1434558778135,1,0,6.0,56883.41
1168.9151902438962,1,0,6.0,63433.01
146.91815898368571,1,2,5.0,11752.13
542.3791053025186,0,1,7.0,40786.65
2250.1622461844545,0,2,2.0,173876.25
69.65032296528003,1,2,3.0,4844.23
167.70083635262816,0,1,7.0,11471.54
1204.6395544791642,0,1,1.0,65693.72
2731.328621162432,0,1,4.0,157834.3
1592.078211583704,1,0,2.0,68268.53
627.3621868671165,1,1,1.0,29981.28
1793.9580367216442,0,1,4.0,104189.82
2855.5606425028845,0,0,1.0,117268.04
107.6164660789906,1,1,3.0,5374.6
839.3118629304507,1,0,7.0,46171.19
1798.6661074149326,0,0,5.0,99812.86
579.1943585355672,0,1,4.0,39133.26
300.36005903354396,1,1,5.0,16175.39
944.1210844713912,1,2,7.0,82284.45
429.17746756819565,0,1,6.0,30333.69
588.0720864287546,1,0,6.0,28646.82
782.0348098223768,1,0,4.0,36204.12
460.5921837816745,0,2,6.0,36265.99
1217.7655203664156,0,1,3.0,79271.5
1129.1536450168626,0,1,5.0,83521.12
1174.6265477602842,0,2,4.0,97059.63
1616.2596730831754,1,0,7.0,75811.28
1656.1193803688373,1,0,5.0,75488.71
2822.5460005578893,1,0,6.0,127332.14
2086.5731895125173,1,0,1.0,88018.38
722.5334593288213,0,0,3.0,33512.06
701.2853125028702,1,0,7.0,37545.93
829.5665242228591,0,0,3.0,37933.78
397.3865996515241,1,1,2.0,21988.24
1147.851584902091,0,1,3.0,70959.25
1951.9787059033079,1,0,6.0,110785.04
793.9627400919824,0,2,2.0,55237.45
2131.907983338788,1,2,4.0,152636.93
631.8692095264787,1,1,3.0,34198.13
2955.006876250614,0,1,4.0,186023.54
1083.9904741941516,1,1,1.0,51212.13
60.52816772177661,0,1,2.0,3511.05
1509.6676852801756,1,2,3.0,117424.95
1827.506138716139,1,2,7.0,159315.67
1894.0246781311382,1,0,6.0,92881.99
2831.9852749304664,0,0,5.0,156139.07
114.28195467663377,1,1,5.0,6728.68
1151.702607298663,0,2,4.0,91030.55
2297.0477437147,1,0,5.0,115978.64
1723.3919875114882,1,2,1.0,118075.52
168.97797826323318,0,1,6.0,12716.4
2331.5639170424006,1,1,7.0,144924.09
813.55795484578,1,2,4.0,68899.26
1760.1409287564552,0,2,5.0,155660.19
2749.7220266713935,0,1,1.0,174763.88
795.4873163644315,0,0,4.0,40691.43
1885.6003773435866,0,2,4.0,160944.33
2759.2586842404926,0,1,7.0,208163.48
2321.527521572239,1,1,4.0,127577.92
2940.6088768280865,1,0,6.0,146382.99
1450.716434766246,0,2,3.0,119892.11
2112.797386125788,1,2,6.0,174437.66
2400.846743972947,0,1,6.0,164102.3
2503.205548637813,0,0,4.0,143085.35
978.1738371597065,0,1,3.0,60877.43
53.14827344123347,1,0,2.0,2039.34
1320.836431763582,0,1,7.0,87471.54
315.7953410969548,1,0,5.0,15742.13
2280.7233986340907,1,2,1.0,167634.47
2200.7311998252076,0,0,3.0,101508.66
789.7505171938657,0,1,3.0,52299.25
283.0080392295163,1,1,6.0,17490.47
936.667343561086,0,2,5.0,79731.22
1689.1361094263693,1,2,3.0,120618.65
652.9780546236971,0,1,2.0,40811.04
762.479407398517,1,0,4.0,36897.91
1301.739550676073,1,1,4.0,73403.51
969.1237361695785,1,0,4.0,47377.3
742.4141719224963,1,0,3.0,33010.35
660.3182711718755,0,2,7.0,67779.1
621.2797630674789,1,1,6.0,35082.2
1998.4577291336407,0,0,7.0,124123.63
1670.702900019204,0,2,4.0,141911.0
2143.5488711957864,1,1,4.0,123014.66
2496.705608931418,0,1,5.0,174499.5
242.212384450172,0,2,5.0,22236.59
1718.7605779288199,1,2,6.0,129650.07
590.2430728456161,0,0,4.0,30604.01
2533.5831224176927,1,2,3.0,169080.04
1285.8067581586668,1,0,2.0,56710.24
873.8367013760889,1,1,1.0,40889.83
2310.0346920673783,0,1,7.0,187278.81
2659.4701463731985,1,0,3.0,119627.17
2595.443613613709,0,2,3.0,207906.47
2935.7628059852195,0,2,5.0,312060.27
2160.154538238153,0,2,4.0,195533.25
612.0039220255505,1,0,4.0,29489.72
2738.9900451446388,1,0,1.0,115784.25
744.2969107594429,1,0,2.0,30542.56
1032.8202921813886,0,0,4.0,56712.69
242.0113613855358,0,2,1.0,19660.05
2086.49363379594,0,2,3.0,162931.73
1587.0585067098216,0,1,5.0,105222.18
2944.7511806578186,1,0,2.0,130039.63
43.877506671345216,1,1,1.0,2602.37
2658.084360531779,1,2,1.0,167907.94
1267.3594618367542,0,0,7.0,65702.94
1996.2699845353977,0,2,6.0,168760.93
1776.8497047821459,0,1,4.0,119204.71
128.89342973601876,0,0,7.0,7871.85
843.2942348483068,1,0,6.0,37770.28
1312.4221515758113,1,1,6.0,88692.14
976.5027171824657,0,0,2.0,44422.18
124.2923150902958,0,2,7.0,12455.98
1521.2725224264389,1,0,5.0,78076.69
889.0132262700049,1,0,4.0,41394.59
2518.641664759635,1,1,3.0,146839.24
233.25473401817885,0,1,1.0,12084.37
2482.805689603744,0,1,7.0,191341.95
2425.1382198799565,1,0,6.0,107632.96
717.95902692585,1,2,1.0,41091.56
1575.8339608539684,0,2,4.0,132805.76
977.1598221747638,1,0,6.0,44577.33
353.7093173344408,1,1,3.0,18392.81
1071.5201980496438,0,0,6.0,53541.12
2396.4105358641486,0,1,1.0,147870.09
243.35486598758567,0,1,6.0,19214.36
1531.6926732892482,0,0,3.0,79976.27
138.45625353245265,0,0,2.0,6108.65
625.8622166784061,0,0,1.0,29037.46
742.04164148837,0,2,1.0,58853.06
438.97786248778255,0,2,7.0,42474.43
1059.9220955789815,0,1,6.0,87211.63
2439.126287744951,1,1,3.0,125604.76
2913.9829707563763,0,0,2.0,138157.19
